sample_id,depth_mm,age_BP,d18O,d18O_prec,Mg_Ca,Mg_Ca_prec
459797,323.5,22983.1,-0.86,0.08,0.96,NA
459798,324.5,22997.9,-1.31,0.08,0.94,NA
459799,325.5,23017.4,-1.38,0.08,0.84,NA
459800,326.5,23041.9,-1.46,0.08,0.87,NA
459801,327.5,23064.5,-1.17,0.08,0.82,NA
459802,328.5,23084.7,-1.05,0.08,0.9,NA
459803,329.5,23108,-1.24,0.08,0.89,NA
459804,330.5,23133.8,-0.73,0.08,0.89,NA
459805,331.5,23155.7,-0.82,0.08,0.83,NA
459806,332.5,23172.3,-0.72,0.08,0.84,NA
459807,333.5,23187.6,-0.76,0.08,0.95,NA
459808,334.5,23203.5,-1,0.08,0.89,NA
459809,335.5,23219.3,-0.89,0.08,0.83,NA
459810,336.5,23234.6,-1.04,0.08,0.91,NA
459811,337.5,23249.2,-1.11,0.08,0.88,NA
459812,338.5,23263.3,-1.11,0.08,0.92,NA
459813,339.5,23277,-1.13,0.08,0.86,NA
459814,340.5,23290.4,-1.17,0.08,0.81,NA
459815,341.5,23303.6,-1.26,0.08,0.82,NA
459816,342.5,23316.3,-1.51,0.08,0.88,NA
459817,343.5,23328.5,-1.35,0.08,0.86,NA
459818,344.5,23340.2,-1.47,0.08,0.78,NA
459819,345.5,23351.6,-1.42,0.08,0.83,NA
459820,346.5,23362.6,-1.41,0.08,0.87,NA
459821,347.5,23373.2,-1.26,0.08,0.81,NA
459822,348.5,23383.5,-1.49,0.08,0.82,NA
459823,349.5,23394,-1.34,0.08,0.87,NA
459824,350.5,23404.8,-1.54,0.08,0.88,NA
459825,351.5,23415.5,-1.55,0.08,0.83,NA
459826,352.5,23426.1,-0.81,0.08,0.84,NA
459827,353.5,23436.5,-1.2,0.08,0.86,NA
459828,354.5,23446.9,-1.15,0.08,0.8,NA
459829,355.5,23457.4,-0.99,0.08,0.92,NA
459830,356.5,23467.5,-1,0.08,0.85,NA
459831,357.5,23476.4,-1.12,0.08,0.91,NA
459832,358.5,23484.1,-1.41,0.08,0.83,NA
459833,360.5,23498.8,-1.25,0.08,0.81,NA
459834,361.5,23505.6,-1.04,0.08,0.9,NA
459835,362.5,23511.4,-0.97,0.08,0.78,NA
459836,363.5,23515.7,-1.13,0.08,0.76,NA
459837,364.5,23518.7,-1.24,0.08,0.77,NA
459838,365.5,23521.4,-1.32,0.08,0.82,NA
459839,366.5,23524.4,-1.17,0.08,0.81,NA
459840,367.5,23528.2,-1.22,0.08,0.81,NA
459841,368.5,23532.9,-1.32,0.08,0.7,NA
459842,369.5,23538,-1.43,0.08,0.81,NA
459843,370.5,23543.3,-1.11,0.08,0.81,NA
459844,371.5,23548.8,-1.11,0.08,0.84,NA
459845,372.5,23554.8,-1.04,0.08,0.82,NA
459846,373.5,23561.1,-1.28,0.08,0.8,NA
459847,374.5,23567.8,-1.01,0.08,0.85,NA
459848,375.5,23574.5,-1.11,0.08,0.84,NA
459849,376.5,23581.2,-0.86,0.08,0.93,NA
459850,377.5,23587.9,-0.8,0.08,0.92,NA
459851,378.5,23594.5,-1.05,0.08,0.84,NA
459852,379.5,23601.1,-0.97,0.08,0.87,NA
459853,380.5,23607.6,-1.17,0.08,0.85,NA
459854,381.5,23614.2,-1.02,0.08,0.91,NA
459855,382.5,23620.9,-0.73,0.08,1.01,NA
459856,383.5,23627.7,-0.8,0.08,0.9,NA
459857,384.5,23634.5,-0.91,0.08,0.92,NA
459858,385.5,23641,-0.85,0.08,0.89,NA
459859,386.5,23647.4,-0.92,0.08,0.89,NA
459860,387.5,23654,-0.91,0.08,0.87,NA
459861,388.5,23660.8,-1.46,0.08,0.84,NA
459862,389.5,23667.5,-1.26,0.08,0.83,NA
459863,390.5,23674,-1.26,0.08,0.88,NA
459864,391.5,23680.4,-1.25,0.08,0.85,NA
459865,392.5,23687,-1.19,0.08,0.82,NA
459866,393.5,23693.5,-1.27,0.08,0.85,NA
459867,394.5,23700,-1.02,0.08,0.9,NA
459868,395.5,23706.5,-1.35,0.08,0.87,NA
459869,396.5,23712.9,-1.1,0.08,0.84,NA
459870,397.5,23719.4,-1.14,0.08,0.89,NA
459871,398.5,23726,-0.97,0.08,0.99,NA
459872,399.5,23732.7,-0.97,0.08,0.88,NA
459873,400.5,23739.4,-1.22,0.08,0.94,NA
459874,401.5,23746,-1.27,0.08,0.84,NA
459875,402.5,23752.5,-1.23,0.08,0.85,NA
459876,403.5,23759,-1.19,0.08,0.9,NA
459877,404.5,23765.5,-1.15,0.08,0.95,NA
459878,405.5,23772,-1.22,0.08,0.86,NA
459879,406.5,23778.4,-1.28,0.08,0.84,NA
459880,407.5,23784.7,-1.22,0.08,0.95,NA
459881,408.5,23791,-1.33,0.08,0.96,NA
459882,409.5,23797.3,-0.94,0.08,0.88,NA
459883,410.5,23803.7,-1.39,0.08,0.96,NA
459884,411.5,23810.1,-1.27,0.08,0.94,NA
459885,412.5,23816.3,-0.98,0.08,0.93,NA
459886,413.5,23822.6,-1.19,0.08,0.93,NA
459887,414.5,23829,-1.19,0.08,0.89,NA
459888,415.5,23835.7,-1.27,0.08,0.95,NA
459889,416.5,23842.5,-1.09,0.08,0.86,NA
459890,417.5,23849.2,-0.82,0.08,0.83,NA
459891,418.5,23855.8,-1.1,0.08,0.92,NA
459892,419.5,23862,-0.94,0.08,0.9,NA
459893,420.5,23868.1,-0.78,0.08,0.96,NA
459894,421.5,23874.3,-0.59,0.08,1.08,NA
459895,422.5,23881,-0.34,0.08,0.98,NA
459896,423.5,23887.6,-0.36,0.08,0.98,NA
459897,424.5,23894,-0.6,0.08,1.12,NA
459898,425.5,23900.4,-0.61,0.08,1.01,NA
459899,426.5,23906.7,-0.65,0.08,1.01,NA
459900,427.5,23913,-0.63,0.08,1.04,NA
459901,428.5,23919.4,-0.51,0.08,1.04,NA
459902,429.5,23925.8,-0.59,0.08,1.01,NA
459903,430.5,23932.1,-0.5,0.08,1,NA
459904,431.5,23938.4,-0.52,0.08,1.08,NA
459905,432.5,23944.6,-0.81,0.08,0.99,NA
459906,433.5,23950.7,-0.42,0.08,1.02,NA
459907,434.5,23956.6,-0.65,0.08,1.01,NA
459908,435.5,23962.7,-0.58,0.08,0.95,NA
459909,436.5,23968.8,-0.31,0.08,0.99,NA
459910,437.5,23975,-0.41,0.08,0.98,NA
459911,438.5,23981,-0.38,0.08,1.01,NA
459912,439.5,23986.9,-0.72,0.08,1,NA
459913,440.5,23992.7,-0.58,0.08,0.93,NA
459914,441.5,23998.4,-0.43,0.08,1,NA
459915,442.5,24004,0.02,0.08,1.02,NA
459916,443.5,24009.6,-0.23,0.08,1.04,NA
459917,444.5,24015.2,-0.49,0.08,0.93,NA
459918,445.5,24020.9,-0.59,0.08,1.02,NA
459919,446.5,24026.5,-0.78,0.08,0.97,NA
459920,447.5,24031.8,-0.74,0.08,0.86,NA
459921,448.5,24037,-0.33,0.08,0.92,NA
459922,449.5,24042.4,-0.72,0.08,1.06,NA
459923,450.5,24048.3,-0.47,0.08,0.93,NA
459924,451.5,24054.1,-0.65,0.08,0.81,NA
459925,452.5,24059.9,-0.53,0.08,0.93,NA
459926,453.5,24065.5,-0.64,0.08,0.96,NA
459927,454.5,24071.1,-0.34,0.08,0.9,NA
459928,455.5,24076.6,-0.35,0.08,0.93,NA
459929,456.5,24082.1,-0.46,0.08,1.05,NA
459930,457.5,24087.7,-0.27,0.08,1.04,NA
459931,458.5,24093.5,-0.45,0.08,1,NA
459932,459.5,24099.4,-0.32,0.08,0.87,NA
459933,460.5,24105.3,-0.33,0.08,0.88,NA
459934,461.5,24111.4,0.08,0.08,0.89,NA
459935,462.5,24117.6,-0.04,0.08,1.01,NA
459936,463.5,24123.8,0.04,0.08,1.02,NA
459937,464.5,24129.9,-0.23,0.08,0.93,NA
459938,465.5,24136.1,-0.52,0.08,1.05,NA
459939,466.5,24142.4,-0.3,0.08,0.85,NA
459940,467.5,24148.6,-0.2,0.08,0.86,NA
459941,468.5,24154.6,-0.24,0.08,0.85,NA
459942,469.5,24161,-0.51,0.08,0.84,NA
459943,470.5,24167.6,-0.24,0.08,0.88,NA
459944,471.5,24174.2,-0.66,0.08,0.93,NA
459945,472.5,24180.7,0.08,0.08,0.83,NA
459946,473.5,24187,0.27,0.08,1.24,NA
459947,474.5,24193.4,0.43,0.08,0.97,NA
459948,475.5,24199.9,0.12,0.08,0.94,NA
459949,476.5,24206.4,0.48,0.08,0.95,NA
459950,477.5,24212.9,0.31,0.08,0.95,NA
459951,478.5,24219.6,-0.01,0.08,1.02,NA
459952,479.5,24226.4,0.74,0.08,0.9,NA
459953,480.5,24233,0.3,0.08,1.08,NA
459954,481.5,24239.4,0.64,0.08,0.94,NA
459955,482.5,24245.6,0.26,0.08,0.92,NA
459956,483.5,24251.8,0.77,0.08,0.95,NA
459957,484.5,24258.3,0.25,0.08,1.08,NA
459958,485.5,24265,0.65,0.08,1.02,NA
459959,486.5,24272,-0.47,0.08,1.01,NA
459960,487.5,24279.1,-0.76,0.08,0.86,NA
459961,488.5,24286.2,-0.89,0.08,0.85,NA
459962,489.5,24293.9,-0.93,0.08,0.87,NA
459963,490.5,24301.9,-1.17,0.08,0.86,NA
459964,491.5,24309.5,-1.23,0.08,1.04,NA
459965,492.5,24317.2,-1.13,0.08,0.81,NA
459966,493.5,24326.3,-1.09,0.08,0.88,NA
459967,494.5,24336.8,-1.08,0.08,0.8,NA
459968,495.5,24346.5,-1.14,0.08,0.85,NA
459969,496.5,24355.1,-1.18,0.08,0.87,NA
459970,497.5,24363.4,-1.29,0.08,0.84,NA
459971,498.5,24372.2,-1.11,0.08,0.91,NA
459972,499.5,24382,-1.18,0.08,0.89,NA
459973,500.5,24392.4,-1.29,0.08,0.8,NA
459974,501.5,24402.7,-1.26,0.08,0.9,NA
459975,502.5,24412.4,-1.11,0.08,0.88,NA
459976,503.5,24421.7,-1.43,0.08,0.84,NA
459977,504.5,24431.1,-1.16,0.08,0.93,NA
459978,505.5,24440.6,-1.1,0.08,0.86,NA
459979,506.5,24450.1,-1.36,0.08,0.87,NA
459980,507.5,24459.4,-1.3,0.08,0.88,NA
459981,508.5,24468.5,-1.46,0.08,0.82,NA
459982,509.5,24477.8,-1.52,0.08,1.15,NA
459983,510.5,24487.6,-1.17,0.08,0.96,NA
459984,511.5,24497.4,-1.19,0.08,0.87,NA
459985,512.5,24507.4,-1.12,0.08,0.92,NA
459986,513.5,24517.9,-1.15,0.08,1.09,NA
459987,514.5,24528.7,-1.18,0.08,0.97,NA
459988,515.5,24539.6,-1.46,0.08,0.86,NA
459989,516.5,24550.3,-0.91,0.08,0.84,NA
459990,517.5,24561.1,-1.16,0.08,0.91,NA
459991,518.5,24571.8,-1.24,0.08,0.87,NA
459992,519.5,24582.1,-1.15,0.08,0.79,NA
459993,520.5,24591.9,-1,0.08,0.95,NA
459994,521.5,24602,-1.39,0.08,0.89,NA
459995,522.5,24612.2,-1.34,0.08,0.92,NA
459996,523.5,24621.7,-1.45,0.08,0.91,NA
459997,524.5,24630.4,-1.75,0.08,0.85,NA
459998,525.5,24639,-1.29,0.08,0.92,NA
459999,526.5,24647.9,-1.42,0.08,0.94,NA
460000,527.5,24657.2,-1.65,0.08,0.81,NA
460001,528.5,24666.7,-1.63,0.08,0.82,NA
460002,529.5,24676,-1.66,0.08,0.82,NA
460003,530.5,24685.1,-1.38,0.08,0.83,NA
460004,531.5,24694.2,-1.65,0.08,0.82,NA
460005,532.5,24703.6,-0.94,0.08,0.85,NA
460006,533.5,24713.8,-1.2,0.08,0.8,NA
460007,534.5,24724.7,-1.04,0.08,0.85,NA
460008,535.5,24735.3,-1.01,0.08,0.82,NA
460009,536.5,24745.7,-1.12,0.08,0.84,NA
460010,537.5,24756.5,-1.09,0.08,0.84,NA
460011,538.5,24767.8,-0.94,0.08,0.89,NA
460012,539.5,24779.2,-0.91,0.08,0.87,NA
460013,540.5,24790.5,-1.11,0.08,0.83,NA
460014,541.5,24801.5,-1.22,0.08,0.89,NA
460015,542.5,24812.3,-1.32,0.08,0.85,NA
460016,543.5,24822.9,-1.32,0.08,0.92,NA
460017,544.5,24834.2,-1.16,0.08,0.84,NA
460018,545.5,24847.6,-1.13,0.08,0.86,NA
460019,546.5,24862.3,-0.92,0.08,NA,NA
460020,547.5,24875.5,-0.74,0.08,NA,NA
460021,548.5,24892.6,-0.8,0.08,NA,NA
460022,550,24930.3,-1.11,0.08,0.9,NA
460023,551,24971.4,-0.92,0.08,0.91,NA
460024,552,25020.5,-1.12,0.08,0.9,NA
460025,553,25061.4,-1.09,0.08,0.91,NA
460026,554,25090.9,-1.13,0.08,0.95,NA
460027,555,25110.2,-0.97,0.08,0.87,NA
460028,556,25125,-0.76,0.08,0.88,NA
460029,557,25140.6,-0.86,0.08,0.94,NA
460030,558,25157.4,-0.98,0.08,0.87,NA
460031,559,25174.5,-1.11,0.08,0.94,NA
460032,560,25191.4,-1.25,0.08,0.98,NA
460033,561,25208,-0.75,0.08,0.96,NA
460034,562,25224.5,-0.51,0.08,0.94,NA
460035,563,25241.6,-0.97,0.08,0.98,NA
460036,564,25259.1,-0.99,0.08,0.99,NA
460037,565,25276.7,-1.16,0.08,0.99,NA
460038,566,25294.1,-0.71,0.08,0.99,NA
460039,567,25311.3,-0.59,0.08,1.04,NA
460040,568,25328.7,-0.83,0.08,1.07,NA
460041,569,25346.4,-0.38,0.08,1.12,NA
460042,570,25364.3,-0.28,0.08,0.98,NA
460043,571,25382.2,-0.38,0.08,0.91,NA
460044,572,25400.2,-0.57,0.08,0.92,NA
460045,573,25418.6,-0.58,0.08,0.95,NA
460046,574,25437.2,-0.83,0.08,0.92,NA
460047,575,25455.4,-0.61,0.08,0.99,NA
460048,576,25473.5,-0.78,0.08,0.94,NA
460049,577,25491.8,-0.63,0.08,0.88,NA
460050,578,25510,-0.76,0.08,0.83,NA
460051,579,25528,0.01,0.08,0.89,NA
460052,580,25545.7,-0.91,0.08,0.87,NA
460053,581,25563.1,-0.85,0.08,0.84,NA
460054,582,25580.8,-1.02,0.08,0.84,NA
460055,583,25599.4,-0.6,0.08,0.89,NA
460056,584,25618.1,-1.36,0.08,0.86,NA
460057,585,25636.3,-1.01,0.08,0.84,NA
460058,586,25654,-1.01,0.08,0.84,NA
460059,587,25671.5,-1.11,0.08,0.85,NA
460060,588,25689.1,-0.85,0.08,0.79,NA
460061,589,25707.2,-0.7,0.08,0.88,NA
460062,590,25725.3,-1.1,0.08,0.86,NA
460063,591,25743.2,-1.3,0.08,0.96,NA
460064,592,25761.4,-1.12,0.08,0.87,NA
460065,593,25780.3,-0.05,0.08,0.94,NA
460066,594,25799.2,-0.64,0.08,0.89,NA
460067,595,25817.2,0.01,0.08,0.9,NA
460068,596,25835.3,-0.54,0.08,0.87,NA
460069,597,25854.5,-1.27,0.08,1.21,NA
460070,598,25874.1,-0.85,0.08,1.02,NA
460071,598.5,25883.8,-1.34,0.08,1.06,NA
460072,599,25893.5,-0.39,0.08,0.98,NA
460073,599.5,25903.3,-0.72,0.08,1,NA
460074,600,25913.5,-0.13,0.08,1.03,NA
460075,601,25934.5,-0.08,0.08,1.17,NA
460076,602,25952.4,-1.02,0.08,1.08,NA
460077,603,25966.6,0.07,0.08,1.03,NA
460078,604,25994.3,-0.49,0.08,1.28,NA
460079,605,26047.6,-0.49,0.08,1.02,NA
460080,606,26100.2,-0.78,0.08,1.16,NA
460081,607,26125.9,-0.6,0.08,1.03,NA
460082,608,26138.3,-0.14,0.08,0.89,NA
460083,609,26155.6,-0.92,0.08,0.9,NA
460084,610,26176.8,-0.46,0.08,0.91,NA
460085,611,26197.1,-1.01,0.08,0.96,NA
460086,612,26215.5,-1.04,0.08,0.91,NA
460087,613,26232.6,-0.83,0.08,0.89,NA
460088,614,26249.2,-0.89,0.08,0.9,NA
460089,615,26266.3,-0.44,0.08,0.87,NA
460090,616,26284.4,-1.82,0.08,0.81,NA
460091,617,26303.4,-1.42,0.08,0.88,NA
460092,618,26322.9,-0.69,0.08,0.91,NA
460093,619,26342.3,-0.47,0.08,0.84,NA
460094,620,26361.7,-0.4,0.08,0.86,NA
460095,621,26381.4,-0.7,0.08,1.08,NA
460096,622,26401.5,-1.68,0.08,0.83,NA
460097,623,26421.6,-1.62,0.08,0.88,NA
460098,624,26441.1,-0.31,0.08,0.86,NA
460099,625,26459.8,-0.32,0.08,0.91,NA
460100,626,26478.7,-0.65,0.08,0.85,NA
460101,627,26498.9,-1.19,0.08,0.89,NA
460102,628,26519.3,0.2,0.08,0.82,NA
460103,629,26538.9,-0.44,0.08,1.04,NA
460104,630,26558.5,0.16,0.08,0.96,NA
460105,631,26578.8,-0.33,0.08,0.93,NA
460106,632,26598.8,-1.28,0.08,0.91,NA
460107,633,26617.8,-0.58,0.08,0.88,NA
460108,634,26636.5,-0.81,0.08,0.89,NA
460109,635,26656.1,-0.62,0.08,1.1,NA
460110,636,26676,-0.71,0.08,1.03,NA
460111,637,26695.7,-0.56,0.08,1.02,NA
460112,638,26715.2,-0.63,0.08,1.07,NA
460113,639,26734.8,-0.67,0.08,0.93,NA
460114,640,26754.4,-0.18,0.08,1,NA
460115,641,26773.8,-1.04,0.08,0.88,NA
460116,642,26793.2,-0.7,0.08,0.9,NA
460117,643,26812.8,-0.53,0.08,0.93,NA
460118,644,26832.4,-0.66,0.08,0.82,NA
460119,645,26851.9,-0.86,0.08,0.88,NA
460120,646,26871.9,-0.11,0.08,1.45,NA
460121,647,26893.2,-0.64,0.08,1.34,NA
460122,648,26917.4,-0.34,0.08,0.99,NA
460123,648.5,26931,-0.84,0.08,1.05,NA
460124,649,26945.7,0.37,0.08,0.93,NA
460125,649.5,26961.1,-0.11,0.08,0.92,NA
460126,650,26977.2,-0.11,0.08,1.45,NA
460127,651,27010.5,-0.24,0.08,1.04,NA
460128,652,27043.3,-1.05,0.08,0.92,NA
460129,652.5,27058.9,-1.38,0.08,0.95,NA
460130,653,27074.2,0.09,0.08,0.96,NA
460131,653.5,27089.7,-1.19,0.08,0.85,NA
460132,654,27105.9,-0.67,0.08,0.93,NA
460133,655,27141.7,-1.1,0.08,0.86,NA
460134,656,27183,-0.12,0.08,0.95,NA
460135,657,27238.7,-0.87,0.08,0.88,NA
460136,658,27351,-1,0.08,0.81,NA
460137,659,27539.1,-1.25,0.08,0.89,NA
460138,660,27697.4,-0.85,0.08,0.85,NA
460139,661,27714.4,-1.05,0.08,0.9,NA
460140,662,27715.7,-1.07,0.08,0.91,NA
460141,663,27716.9,-0.97,0.08,0.9,NA
460142,664,27718.2,-1.18,0.08,0.99,NA
460143,665,27719.7,-0.98,0.08,0.92,NA
460144,666,27720.3,-0.7,0.08,0.91,NA
460145,667,27721,-0.76,0.08,0.97,NA
460146,668,27722.6,-0.73,0.08,1.64,NA
460147,669,27723.3,-1.45,0.08,1.15,NA
460148,670,27723.6,-1.31,0.08,1,NA
460149,671,27724.3,-0.91,0.08,1.41,NA
460150,671.5,27724.8,-1.21,0.08,1.3,NA
460151,672,27725.2,-0.31,0.08,0.99,NA
460152,672.5,27725.7,-1.21,0.08,1.08,NA
460153,673,27726.1,-0.76,0.08,1.06,NA
460154,674,27727.2,-0.3,0.08,0.9,NA
460155,674.5,27728,-0.71,0.08,0.93,NA
460156,675,27729,0,0.08,0.87,NA
460157,675.5,27730,-1.32,0.08,0.89,NA
460158,676,27730.9,-0.62,0.08,0.82,NA
460159,677,27732.6,-0.79,0.08,0.87,NA
460160,678,27734.9,-0.88,0.08,0.77,NA
460161,679,27736.9,-0.75,0.08,0.8,NA
460162,680,27738.8,-1.04,0.08,0.81,NA
460163,681,27740.2,-1.05,0.08,0.87,NA
460164,682,27741.4,-1.61,0.08,NA,NA
460165,683,27743.1,-1.08,0.08,0.93,NA
460166,684,27744.8,-0.77,0.08,0.86,NA
460167,685,27746.3,-0.65,0.08,0.77,NA
460168,686,27747.9,-0.84,0.08,0.81,NA
460169,687,27749.8,-0.94,0.08,NA,NA
460170,688,27752.1,-0.59,0.08,0.84,NA
460171,689,27754.5,-0.47,0.08,0.82,NA
460172,690,27756.5,-0.8,0.08,0.86,NA
460173,691,27757.9,-0.69,0.08,0.85,NA
460174,692,27759.2,-0.68,0.08,0.88,NA
460175,693,27760.8,-1.24,0.08,0.79,NA
460176,694,27762.2,-1.69,0.08,0.83,NA
460177,695,27763,-1.31,0.08,0.86,NA
460178,696,27763.6,-1.16,0.08,NA,NA
460179,697,27764.5,-1.27,0.08,NA,NA
460180,698,27765.9,-1.26,0.08,1.02,NA
460181,699,27767.6,-0.16,0.08,0.95,NA
460182,700,27769.3,-1.24,0.08,0.99,NA
460183,701,27770.7,-0.47,0.08,0.93,NA
460184,702,27771.7,-0.64,0.08,0.86,NA
460185,703,27772.1,-0.68,0.08,NA,NA
460186,704,27772.1,-0.81,0.08,NA,NA
460187,705,27772.1,-0.61,0.08,1.03,NA
460188,706,27772.1,-0.81,0.08,1.02,NA
460189,707,27772.1,-0.47,0.08,0.86,NA
460190,708,27772.1,-0.49,0.08,NA,NA
460191,709,27772.1,-0.6,0.08,1.13,NA
460192,710,27772.1,-0.85,0.08,0.92,NA
460193,711,27772.1,-0.63,0.08,1.04,NA
460194,712,27772.2,-1.04,0.08,1.09,NA
460195,713,27772.2,-0.65,0.08,0.93,NA
460196,714,27772.2,-0.49,0.08,0.97,NA
460197,715,27772.2,-0.67,0.08,0.98,NA
460198,716,27772.2,-0.47,0.08,0.96,NA
460199,717,27772.2,-0.38,0.08,0.92,NA
460200,718,27772.2,-0.86,0.08,0.94,NA
460201,719,27772.2,-0.53,0.08,0.85,NA
460202,720,27772.2,-0.49,0.08,0.84,NA
460203,721,27773.1,-0.24,0.08,0.92,NA
460204,722,27774.8,-0.99,0.08,0.8,NA
460205,723,27777.2,-0.86,0.08,0.88,NA
460206,724,27780.3,-0.86,0.08,0.99,NA
460207,725,27784.1,-1,0.08,0.93,NA
460208,726,27788.3,-0.79,0.08,0.92,NA
460209,727,27793,-0.5,0.08,0.89,NA
460210,728,27798.7,-0.36,0.08,0.92,NA
460211,729,27806.1,-0.67,0.08,1.02,NA
460212,730,27818.3,-0.73,0.08,0.91,NA
460213,731,27834.2,-0.31,0.08,0.98,NA
460214,732,27851.4,0.02,0.08,1.29,NA
460215,733,27871.7,-0.44,0.08,0.96,NA
460216,734,27894.8,-0.04,0.08,1,NA
460217,735,27920,-0.54,0.08,1.05,NA
460218,736,27947.4,-0.22,0.08,1.01,NA
460219,737,27977.1,-0.47,0.08,1.01,NA
460220,738,28009.9,-0.33,0.08,1.1,NA
460221,739,28045.5,-0.03,0.08,0.95,NA
460222,740,28078.4,0,0.08,0.91,NA
460223,741,28103.9,0.04,0.08,1,NA
460224,742,28125.2,-0.43,0.08,0.88,NA
460225,743,28146.2,-0.39,0.08,0.96,NA
460226,744,28166.4,-0.31,0.08,0.87,NA
460227,745,28184.8,-0.05,0.08,1.29,NA
460228,746,28203.3,-0.43,0.08,0.92,NA
460229,747,28223.5,-0.33,0.08,0.94,NA
460230,748,28243.5,0.53,0.08,0.92,NA
460231,749,28261.6,-0.34,0.08,1,NA
460232,750,28279.1,-0.09,0.08,0.95,NA
460233,751,28297.8,-0.11,0.08,0.95,NA
460234,752,28317.8,-0.47,0.08,0.88,NA
460235,753,28338.8,-0.57,0.08,0.89,NA
460236,754,28361.3,-0.56,0.08,0.93,NA
460237,755,28385.7,-0.02,0.08,0.91,NA
460238,756,28411.7,0.32,0.08,0.92,NA
460239,757,28438.9,-0.31,0.08,1.02,NA
460240,758,28467.5,0,0.08,1.02,NA
460241,759,28497.7,-0.12,0.08,1.04,NA
460242,760,28526.9,0.36,0.08,0.94,NA
460243,761,28553.1,0.14,0.08,0.96,NA
460244,762,28578.5,0.01,0.08,0.95,NA
460245,763,28605.6,0.32,0.08,1.01,NA
460246,764,28633,0.33,0.08,1.13,NA
460247,765,28658.8,0.38,0.08,0.98,NA
460248,766,28683.1,0.22,0.08,0.95,NA
460249,767,28706.4,0.3,0.08,1.02,NA
460250,768,28728.8,0.41,0.08,1.12,NA
460251,769,28750.6,-0.03,0.08,1.02,NA
460252,770,28771,0.27,0.08,1.04,NA
460253,771,28789.7,0.03,0.08,1.21,NA
460254,772,28806.4,0.35,0.08,0.95,NA
460255,773,28821.1,0.46,0.08,1.11,NA
460256,774,28834.8,0.36,0.08,1.2,NA
460257,775,28848.3,0.02,0.08,1.31,NA
460258,776,28861.8,0.13,0.08,1.41,NA
460259,777,28875.4,0.16,0.08,1.35,NA
460260,778,28888.2,0.17,0.08,1.13,NA
460261,779,28899.4,-0.01,0.08,1.16,NA
460262,780,28910.2,-0.07,0.08,1.56,NA
460263,781,28921.7,0.3,0.08,1.32,NA
460264,782,28933.3,0.11,0.08,1.1,NA
460265,783,28944.4,0.16,0.08,1.45,NA
460266,784,28955.1,-0.35,0.08,1.09,NA
460267,785,28966,-0.41,0.08,1.21,NA
460268,786,28977.2,0.1,0.08,1.35,NA
460269,787,28988.8,0.25,0.08,1.22,NA
460270,788,29000,0.3,0.08,1.4,NA
460271,789,29010.4,0.01,0.08,1.29,NA
460272,790,29020.6,-0.18,0.08,1.44,NA
460273,791,29031.3,0.16,0.08,1.55,NA
460274,792,29042.3,-0.12,0.08,1.17,NA
460275,793,29053.2,-0.06,0.08,1.23,NA
460276,794,29065.4,0.1,0.08,1.23,NA
460277,795,29079.7,0.27,0.08,1.22,NA
460278,796,29093.9,0.23,0.08,1.22,NA
460279,797,29105.9,0.07,0.08,1.13,NA
460280,798,29116.3,-0.08,0.08,NA,NA
460281,799,29126,-0.24,0.08,NA,NA
460282,800,29135.6,-0.01,0.08,NA,NA
460283,801,29145,-0.37,0.08,NA,NA
460284,802,29153.3,0.4,0.08,NA,NA
460285,805,29172.3,-0.43,0.08,NA,NA
460286,806,29179.6,-0.77,0.08,NA,NA
460287,807,29186.1,-0.53,0.08,NA,NA
460288,808,29191.4,-0.29,0.08,NA,NA
460289,809,29195.7,-0.23,0.08,NA,NA
460290,810,29199.4,0.05,0.08,1,NA
460291,811,29203,-0.42,0.08,1.04,NA
460292,812,29207.1,-0.2,0.08,1.03,NA
460293,813,29211.9,0.45,0.08,1.21,NA
460294,814,29217.2,0.12,0.08,1.07,NA
460295,815,29222.8,-0.05,0.08,1.24,NA
460296,816,29228.8,-0.01,0.08,0.93,NA
460297,817,29235,-0.26,0.08,0.96,NA
460298,818,29241.4,-0.3,0.08,1.04,NA
460299,819,29247.8,-0.74,0.08,0.92,NA
460300,820,29254.3,-0.01,0.08,0.93,NA
460301,821,29260.9,-0.19,0.08,0.97,NA
460302,822,29267.3,-0.5,0.08,0.9,NA
460303,823,29273.2,-0.08,0.08,0.89,NA
460304,824,29278.6,-0.45,0.08,1.07,NA
460305,825,29283.5,0.53,0.08,1.03,NA
460306,826,29288.1,0.59,0.08,1.04,NA
460307,827,29292.5,0.73,0.08,1.07,NA
460308,828,29297.2,0.09,0.08,1.18,NA
460309,829,29302.4,-0.65,0.08,1.11,NA
460310,830,29308.1,0.47,0.08,1.12,NA
460311,831,29313.8,0.28,0.08,1.23,NA
460312,832,29319.5,-0.68,0.08,1.19,NA
460313,833,29325.2,-0.34,0.08,0.96,NA
460314,834,29331,0.68,0.08,0.91,NA
460315,835,29337.2,0.24,0.08,1.04,NA
460316,836,29343.3,0.63,0.08,1.02,NA
460317,837,29349.2,0.32,0.08,0.98,NA
460318,838,29355.1,-0.34,0.08,0.94,NA
460319,839,29361.2,0.22,0.08,0.97,NA
460320,840,29367.3,0.54,0.08,1.09,NA
460321,841,29373.2,-0.04,0.08,1.09,NA
460322,842,29379.1,-0.48,0.08,1,NA
460323,843,29385.1,0.71,0.08,1.02,NA
460324,844,29391.1,0.5,0.08,0.99,NA
