sample_id,depth_mm,age_BP,d18O,d18O_prec
295831,138,7501.4,-2.77,0.08
295832,138.2,7506.8,-2.4,0.08
295833,138.4,7512.4,-2.32,0.08
295834,138.6,7518,-2.27,0.08
295835,138.8,7523.9,-2.23,0.08
295836,139,7529.9,-2.4,0.08
295837,139.2,7536.1,-2.39,0.08
295838,139.4,7542.5,-2.41,0.08
295839,139.6,7549.1,-2.39,0.08
295840,139.8,7555.9,-2.48,0.08
295841,140,7563,-2.6,0.08
295842,140.2,7570.2,-2.29,0.08
295843,140.4,7577.8,-2.1,0.08
295844,140.6,7585.6,-2.19,0.08
295845,140.8,7593.6,-2.47,0.08
295846,141,7602,-2.42,0.08
295847,141.2,7610.7,-2.68,0.08
295848,141.4,7619.7,-2.49,0.08
295849,141.6,7629.1,-2.28,0.08
295850,141.8,7638.8,-2.33,0.08
295851,142,7648.9,-2.24,0.08
295852,142.2,7659.4,-2.36,0.08
295853,142.4,7670.1,-2.3,0.08
295854,142.6,7681,-2.32,0.08
295855,142.8,7692,-2.4,0.08
295856,143,7702.9,-2.24,0.08
295857,143.2,7713.5,-1.99,0.08
295858,143.4,7723.9,-2.28,0.08
295859,143.6,7733.8,-2.29,0.08
295860,143.8,7743.2,-2.31,0.08
295861,144,7752,-1.98,0.08
295862,144.2,7760,-2.37,0.08
295863,144.4,7767.4,-2.42,0.08
295864,144.6,7774.5,-2.51,0.08
295865,144.8,7781.3,-2.5,0.08
295866,145,7788.1,-2.59,0.08
295867,145.2,7795,-2.53,0.08
295868,145.4,7802.4,-2.49,0.08
295869,145.6,7810.2,-2.51,0.08
295870,145.8,7818.8,-2.29,0.08
295871,146,7828.3,-2.21,0.08
295872,146.2,7838.9,-2.48,0.08
295873,146.4,7850.7,-2.41,0.08
295874,146.6,7863.7,-2.58,0.08
295875,146.8,7878.2,-2.77,0.08
295876,147,7894.1,-2.74,0.08
295877,147.2,7911.6,-2.73,0.08
295878,147.4,7930.8,-2.58,0.08
295879,147.6,7951.7,-2.41,0.08
295880,147.8,7974.4,-2.32,0.08
295881,148,7999.1,-2.2,0.08
295882,148.2,8025.7,-2.06,0.08
295883,148.4,8053.7,-1.95,0.08
295884,148.6,8082.3,-2.18,0.08
295885,148.8,8111.1,-2.31,0.08
295886,149,8139.3,-2.07,0.08
295887,149.2,8166.2,-2.16,0.08
295888,149.4,8191.2,-1.93,0.08
295889,149.6,8213.7,-2.05,0.08
295890,149.8,8233,-1.93,0.08
295891,150,8248.4,-1.81,0.08
295892,150.4,8267,-1.78,0.08
295893,150.6,8271.5,-1.73,0.08
295894,150.8,8273.8,-1.62,0.08
295895,151,8274.7,-1.57,0.08
295896,151.2,8275,-1.56,0.08
295897,151.4,8275.4,-1.36,0.08
295898,151.6,8276.8,-1.3,0.08
295899,151.8,8279.9,-0.96,0.08
295900,152,8285.5,-1.2,0.08
295901,152.2,8294.2,-1.06,0.08
295902,152.4,8306,-1.35,0.08
295903,152.6,8320.5,-1.14,0.08
295904,152.8,8337.5,-1.14,0.08
295905,153,8356.9,-1.26,0.08
295906,153.2,8378.2,-1.43,0.08
295907,153.4,8401.4,-1.45,0.08
295908,153.6,8426.1,-1.59,0.08
295909,153.8,8452.1,-1.56,0.08
295910,154,8479.1,-1.83,0.08
295911,154.2,8507,-1.64,0.08
295912,154.4,8536,-1.87,0.08
295913,154.6,8566.4,-1.86,0.08
295914,154.8,8598.4,-1.96,0.08
295915,155,8632.3,-1.83,0.08
295916,155.2,8668.4,-1.6,0.08
295917,155.4,8707.1,-1.61,0.08
295918,155.6,8748.5,-1.64,0.08
295919,155.8,8793,-1.72,0.08
295920,156,8840.8,-1.57,0.08
295921,156.2,8892.1,-1.5,0.08
295922,156.4,8946.3,-1.73,0.08
295923,156.6,9002.8,-1.4,0.08
295924,156.8,9060.8,-1.42,0.08
295925,157,9119.6,-1.55,0.08
295926,157.2,9178.5,-1.45,0.08
295927,157.4,9236.8,-1.64,0.08
295928,157.6,9293.8,-1.39,0.08
295929,157.8,9348.8,-1.55,0.08
295930,158,9401.1,-1.2,0.08
295931,158.2,9450.2,-1.26,0.08
295932,158.4,9496.1,-0.98,0.08
295933,158.6,9539.2,-0.84,0.08
295934,158.8,9579.9,-0.77,0.08
295935,159,9618.3,-0.91,0.08
295936,159.2,9654.9,-0.94,0.08
295937,159.4,9689.8,-1.06,0.08
295938,159.6,9723.5,-1.13,0.08
295939,159.8,9756.1,-1.06,0.08
295940,160,9788.1,-0.94,0.08
295941,160.2,9819.7,-1.04,0.08
295942,160.4,9851,-1.15,0.08
295943,160.6,9882,-1.18,0.08
295944,160.8,9912.8,-1.35,0.08
295945,161,9943.4,-1.51,0.08
295946,161.2,9974,-1.35,0.08
295947,161.4,10004.5,-1.26,0.08
295948,161.6,10035.1,-1.18,0.08
295949,161.8,10065.8,-1.25,0.08
295950,162,10096.6,-1.63,0.08
295951,162.2,10127.6,-1.28,0.08
295952,162.4,10158.8,-1.07,0.08
295953,162.6,10190,-0.89,0.08
295954,162.8,10221.1,-1.06,0.08
295955,163,10252.2,-1.35,0.08
295956,163.2,10283.1,-1.35,0.08
295957,163.4,10313.7,-1.29,0.08
295958,163.6,10344,-1.69,0.08
295959,163.8,10373.9,-1.54,0.08
295960,164,10403.3,-1.64,0.08
295961,164.2,10432.1,-1.72,0.08
295962,164.4,10460.3,-1.98,0.08
295963,164.6,10487.8,-1.77,0.08
295964,164.8,10514.5,-1.7,0.08
295965,165,10540.5,-1.46,0.08
295966,165.2,10565.6,-1.9,0.08
295967,165.4,10589.8,-1.69,0.08
295968,165.6,10613.1,-1.41,0.08
295969,165.8,10635.3,-1.3,0.08
295970,166,10656.5,-1.21,0.08
295971,166.2,10676.6,-1.21,0.08
295972,166.4,10696,-1.32,0.08
295973,166.6,10715,-1.12,0.08
295974,166.8,10734,-1.51,0.08
295975,167,10753.4,-1.19,0.08
295976,167.2,10773.6,-1.38,0.08
295977,167.4,10794.9,-1.25,0.08
295978,167.6,10817.8,-1.41,0.08
295979,167.8,10842.5,-1.45,0.08
295980,168,10869.5,-1.42,0.08
295981,168.2,10899,-1.44,0.08
295982,168.4,10930.5,-1.34,0.08
295983,168.6,10963.2,-1.54,0.08
295984,168.8,10996.5,-1.41,0.08
295985,169,11029.7,-1.44,0.08
295986,169.2,11062,-1.21,0.08
295987,169.4,11092.9,-1.27,0.08
295988,169.6,11121.6,-1.37,0.08
295989,169.8,11147.5,-1.25,0.08
295990,170,11169.7,-1.39,0.08
295991,170.2,11187.9,-1.19,0.08
295992,170.4,11202.3,-1.32,0.08
295993,170.6,11213.5,-1.31,0.08
295994,170.8,11222,-1.52,0.08
295995,171,11228.3,-1.58,0.08
295996,171.2,11232.9,-1.44,0.08
295997,171.4,11236.3,-1.67,0.08
295998,171.6,11239.1,-1.39,0.08
295999,171.8,11241.8,-1.51,0.08
296000,172,11244.8,-1.35,0.08
296001,172.2,11248.6,-1.41,0.08
296002,172.4,11253.2,-1.3,0.08
296003,172.6,11258.3,-1.24,0.08
296004,172.8,11263.8,-1.27,0.08
296005,173,11269.5,-1.17,0.08
296006,173.2,11275.3,-1.28,0.08
296007,173.4,11281,-1.18,0.08
296008,173.6,11286.4,-1.53,0.08
296009,173.8,11291.4,-1.21,0.08
296010,174,11295.9,-1.35,0.08
296011,174.2,11299.5,-1.37,0.08
296012,174.4,11302.6,-1.46,0.08
296013,174.6,11305,-1.35,0.08
296014,174.8,11307.1,-1.56,0.08
296015,175,11308.8,-1.34,0.08
296016,175.2,11310.2,-1.37,0.08
296017,175.4,11311.5,-1.39,0.08
296018,175.6,11312.8,-1.38,0.08
296019,175.8,11314.2,-1.43,0.08
296020,176,11315.8,-1.4,0.08
296021,176.2,11317.6,-1.47,0.08
296022,176.4,11319.7,-1.45,0.08
296023,176.6,11322.1,-1.27,0.08
296024,176.8,11324.6,-1.26,0.08
296025,177,11327.3,-1.35,0.08
296026,177.2,11330.2,-1.38,0.08
296027,177.4,11333.3,-1.43,0.08
296028,177.6,11336.4,-1.57,0.08
296029,177.8,11339.6,-1.35,0.08
296030,178,11342.9,-1.4,0.08
296031,178.2,11346.2,-1.47,0.08
296032,178.4,11349.5,-1.34,0.08
296033,178.6,11352.8,-1.34,0.08
296034,178.8,11356.2,-1.38,0.08
296035,179,11359.6,-1.44,0.08
296036,179.2,11362.9,-1.39,0.08
296037,179.4,11366.3,-1.42,0.08
296038,179.6,11369.7,-1.53,0.08
296039,179.8,11373.2,-1.63,0.08
296040,180,11376.6,-1.62,0.08
296041,180.2,11380,-1.53,0.08
296042,180.4,11383.4,-1.73,0.08
296043,180.6,11386.8,-1.72,0.08
296044,180.8,11390.3,-1.67,0.08
296045,181,11393.7,-1.83,0.08
296046,181.2,11397.1,-1.56,0.08
296047,181.4,11400.6,-1.59,0.08
296048,181.6,11404,-1.57,0.08
296049,181.8,11407.5,-1.56,0.08
296050,182,11411,-1.67,0.08
296051,182.2,11414.5,-1.52,0.08
296052,182.4,11418.1,-1.55,0.08
296053,182.6,11421.6,-1.43,0.08
296054,182.8,11425.2,-1.52,0.08
296055,183,11428.7,-1.64,0.08
296056,183.2,11432.3,-1.57,0.08
296057,183.4,11435.8,-1.61,0.08
296058,183.6,11439.3,-1.43,0.08
296059,183.8,11442.8,-1.46,0.08
296060,184,11446.3,-1.44,0.08
296061,184.2,11449.8,-1.44,0.08
296062,184.4,11453.3,-1.37,0.08
296063,184.6,11456.7,-1.47,0.08
296064,184.8,11460.1,-1.51,0.08
296065,185,11463.5,-1.5,0.08
296066,185.2,11466.9,-1.36,0.08
296067,185.4,11470.3,-1.35,0.08
296068,185.6,11473.7,-1.44,0.08
296069,185.8,11477.1,-1.4,0.08
296070,186,11480.4,-1.52,0.08
296071,186.2,11483.8,-1.55,0.08
296072,186.4,11487.1,-1.67,0.08
296073,186.6,11490.5,-1.56,0.08
296074,186.8,11493.9,-1.48,0.08
296075,187,11497.2,-1.43,0.08
296076,187.2,11500.6,-1.52,0.08
296077,187.4,11504,-1.4,0.08
296078,187.6,11507.4,-1.57,0.08
296079,187.8,11510.8,-1.44,0.08
296080,188,11514.3,-1.55,0.08
296081,188.2,11517.7,-1.51,0.08
296082,188.4,11521.2,-1.5,0.08
296083,188.6,11524.6,-1.51,0.08
296084,188.8,11528.1,-1.52,0.08
296085,189,11531.6,-1.48,0.08
296086,189.2,11535.1,-1.39,0.08
296087,189.4,11538.6,-1.47,0.08
296088,189.6,11542.2,-1.52,0.08
296089,189.8,11545.7,-1.34,0.08
296090,190,11549.2,-1.35,0.08
296091,190.2,11552.7,-1.41,0.08
296092,190.4,11556.2,-1.49,0.08
296093,190.6,11559.7,-1.51,0.08
296094,190.8,11563.2,-1.39,0.08
296095,191,11566.7,-1.39,0.08
296096,191.2,11570.2,-1.48,0.08
296097,191.4,11573.6,-1.41,0.08
296098,191.6,11577.1,-1.52,0.08
296099,191.8,11580.6,-1.52,0.08
296100,192,11584,-1.45,0.08
296101,192.2,11587.4,-1.49,0.08
296102,192.4,11590.8,-1.49,0.08
296103,192.6,11594.2,-1.45,0.08
296104,192.8,11597.6,-1.45,0.08
296105,193,11601,-1.48,0.08
296106,193.2,11604.3,-1.4,0.08
296107,193.4,11607.7,-1.61,0.08
296108,193.6,11611.1,-1.5,0.08
296109,193.8,11614.4,-1.44,0.08
296110,194,11617.8,-1.41,0.08
296111,194.2,11621.1,-1.55,0.08
296112,194.4,11624.5,-1.58,0.08
296113,194.6,11627.9,-1.48,0.08
296114,194.8,11631.2,-1.44,0.08
296115,195,11634.6,-1.52,0.08
296116,195.2,11638,-1.76,0.08
296117,195.4,11641.4,-1.58,0.08
296118,195.6,11644.8,-1.58,0.08
296119,195.8,11648.2,-1.65,0.08
296120,196,11651.6,-1.55,0.08
296121,196.2,11655.1,-1.64,0.08
296122,196.4,11658.5,-1.75,0.08
296123,196.6,11662,-1.51,0.08
296124,196.8,11665.5,-1.6,0.08
296125,197,11668.9,-1.52,0.08
296126,197.2,11672.4,-1.5,0.08
296127,197.4,11675.9,-1.49,0.08
296128,197.6,11679.3,-1.6,0.08
296129,197.8,11682.8,-1.37,0.08
296130,198,11686.2,-1.48,0.08
296131,198.2,11689.6,-1.77,0.08
296132,198.4,11693,-1.57,0.08
296133,198.6,11696.4,-1.42,0.08
296134,198.8,11699.8,-1.8,0.08
296135,199,11703.2,-1.48,0.08
296136,199.2,11706.6,-1.38,0.08
296137,199.4,11710,-1.42,0.08
296138,199.6,11713.3,-1.4,0.08
296139,199.8,11716.7,-1.29,0.08
296140,200,11720.1,-1.6,0.08
296141,200.2,11723.5,-1.49,0.08
296142,200.4,11726.9,-1.29,0.08
296143,200.6,11730.3,-1.33,0.08
296144,200.8,11733.8,-1.42,0.08
296145,201,11737.2,-1.33,0.08
296146,201.2,11740.6,-1.43,0.08
296147,201.4,11744.1,-1.42,0.08
296148,201.6,11747.5,-1.63,0.08
296149,201.8,11751,-1.43,0.08
296150,202,11754.4,-1.41,0.08
296151,202.2,11757.9,-1.29,0.08
296152,202.4,11761.3,-1.37,0.08
296153,202.6,11764.8,-1.36,0.08
296154,202.8,11768.2,-1.23,0.08
296155,203,11771.7,-1.41,0.08
296156,203.2,11775.1,-1.5,0.08
296157,203.4,11778.6,-1.35,0.08
296158,203.6,11782,-1.17,0.08
296159,203.8,11785.5,-1.39,0.08
296160,204,11788.9,-1.25,0.08
296161,204.2,11792.4,-1.17,0.08
296162,204.4,11795.8,-1.29,0.08
296163,204.6,11799.3,-1.12,0.08
296164,204.8,11802.7,-1.24,0.08
296165,205,11806.1,-1.28,0.08
296166,205.2,11809.6,-1.4,0.08
296167,205.4,11813.1,-1.4,0.08
296168,205.6,11816.5,-1.4,0.08
296169,205.8,11820,-1.35,0.08
296170,206,11823.4,-1.28,0.08
296171,206.2,11826.9,-1.17,0.08
296172,206.4,11830.4,-1.24,0.08
296173,206.6,11833.9,-1.28,0.08
296174,206.8,11837.3,-1.35,0.08
296175,207,11840.8,-1.16,0.08
296176,207.2,11844.3,-1.18,0.08
296177,207.4,11847.8,-1.38,0.08
296178,207.6,11851.2,-1.36,0.08
296179,207.8,11854.6,-1.21,0.08
296180,208.2,11861.4,-1.26,0.08
296181,208.4,11864.8,-1.3,0.08
296182,208.6,11868.2,-1.29,0.08
296183,208.8,11871.5,-1.38,0.08
296184,209,11874.9,-1.4,0.08
296185,209.2,11878.3,-1.36,0.08
296186,209.4,11881.6,-1.17,0.08
296187,209.6,11885,-1.38,0.08
296188,209.8,11888.4,-1.34,0.08
296189,210,11891.8,-1.26,0.08
296190,210.2,11895.2,-1.3,0.08
296191,210.4,11898.7,-1.27,0.08
296192,210.6,11902.2,-1.3,0.08
296193,210.8,11905.6,-1.31,0.08
296194,211,11909.1,-1.26,0.08
296195,211.2,11912.6,-1.27,0.08
296196,211.4,11916.1,-1.16,0.08
296197,211.6,11919.6,-1.28,0.08
296198,211.8,11923.1,-1.3,0.08
296199,212,11926.6,-1.38,0.08
296200,212.2,11930,-1.26,0.08
296201,212.4,11933.5,-1.35,0.08
296202,212.6,11936.9,-1.21,0.08
296203,212.8,11940.4,-1.3,0.08
296204,213,11943.9,-1.42,0.08
296205,213.2,11947.3,-1.53,0.08
296206,213.4,11950.9,-1.41,0.08
296207,213.6,11954.4,-1.27,0.08
296208,213.8,11958,-1.23,0.08
296209,214,11961.6,-1.53,0.08
296210,214.2,11965.3,-1.28,0.08
296211,214.4,11969,-1.32,0.08
296212,214.6,11972.8,-1.42,0.08
296213,214.8,11976.6,-1.39,0.08
296214,215,11980.4,-1.37,0.08
296215,215.2,11984.2,-1.38,0.08
296216,215.4,11988,-1.33,0.08
296217,215.6,11991.8,-1.2,0.08
296218,215.8,11995.6,-1.26,0.08
296219,216,11999.3,-1.15,0.08
296220,216.2,12003,-1.3,0.08
296221,216.4,12006.7,-1.13,0.08
296222,216.6,12010.3,-1.18,0.08
296223,216.8,12013.9,-1.04,0.08
296224,217,12017.4,-1.15,0.08
296225,217.2,12021,-1.25,0.08
296226,217.4,12024.5,-1.04,0.08
296227,217.6,12028.1,-1.32,0.08
296228,217.8,12031.7,-1.28,0.08
296229,218,12035.2,-1.03,0.08
296230,218.2,12038.8,-1.1,0.08
296231,218.4,12042.4,-1.1,0.08
296232,218.6,12046.1,-1.14,0.08
296233,218.8,12049.7,-1.18,0.08
296234,219,12053.3,-1.17,0.08
296235,219.2,12057,-1.4,0.08
296236,219.4,12060.6,-1.27,0.08
296237,219.6,12064.2,-1.41,0.08
296238,219.8,12067.7,-1.39,0.08
296239,220,12071.3,-1.37,0.08
296240,220.2,12074.8,-1.51,0.08
296241,220.4,12078.3,-1.49,0.08
296242,220.6,12081.7,-1.32,0.08
296243,220.8,12085.1,-1.1,0.08
296244,221,12088.5,-1.29,0.08
296245,221.2,12091.9,-1.5,0.08
296246,221.4,12095.3,-1.31,0.08
296247,221.6,12098.7,-1.25,0.08
296248,221.8,12102.1,-1.26,0.08
296249,222,12105.5,-1.42,0.08
296250,222.2,12108.9,-1.05,0.08
296251,222.4,12112.3,-1,0.08
296252,222.6,12115.8,-0.8,0.08
296253,222.8,12119.2,-0.8,0.08
296254,223,12122.7,-0.87,0.08
296255,223.2,12126.1,-1.01,0.08
296256,223.4,12129.6,-0.9,0.08
296257,223.6,12133,-0.88,0.08
296258,223.8,12136.5,-0.83,0.08
296259,224,12139.9,-0.95,0.08
296260,224.2,12143.4,-0.89,0.08
296261,224.4,12146.8,-0.96,0.08
296262,224.6,12150.3,-0.97,0.08
296263,224.8,12153.7,-1.05,0.08
296264,225,12157.2,-0.9,0.08
296265,225.2,12160.6,-0.82,0.08
296266,225.4,12164.1,-0.86,0.08
296267,225.6,12167.5,-0.91,0.08
296268,225.8,12171,-0.81,0.08
296269,226,12174.5,-0.84,0.08
296270,226.2,12178,-1.06,0.08
296271,226.4,12181.5,-1.02,0.08
296272,226.6,12185,-0.95,0.08
296273,226.8,12188.6,-1.09,0.08
296274,227,12192.1,-0.94,0.08
296275,227.2,12195.6,-1.05,0.08
296276,227.4,12199.1,-1.09,0.08
296277,227.6,12202.6,-0.99,0.08
296278,227.8,12206.1,-0.97,0.08
296279,228,12209.6,-0.96,0.08
296280,228.2,12213.1,-0.9,0.08
296281,228.4,12216.5,-1.01,0.08
296282,228.6,12219.9,-0.92,0.08
296283,228.8,12223.3,-0.78,0.08
296284,229,12226.7,-0.91,0.08
296285,229.2,12230.1,-1.11,0.08
296286,229.4,12233.5,-1.25,0.08
296287,229.6,12236.9,-1.11,0.08
296288,229.8,12240.2,-1.24,0.08
296289,230,12243.6,-1.18,0.08
296290,230.2,12247,-1.12,0.08
296291,230.4,12250.4,-1.02,0.08
296292,230.6,12253.8,-1.09,0.08
296293,230.8,12257.2,-1.09,0.08
296294,231,12260.7,-0.96,0.08
296295,231.4,12267.5,-1.09,0.08
296296,231.6,12271,-1.13,0.08
296297,231.8,12274.4,-1.18,0.08
296298,232,12277.8,-1.11,0.08
296299,232.2,12281.3,-1.16,0.08
296300,232.4,12284.7,-1.1,0.08
296301,232.6,12288.2,-1.21,0.08
296302,232.8,12291.6,-1.15,0.08
296303,233,12295.1,-1.2,0.08
296304,233.2,12298.5,-1.27,0.08
296305,233.4,12302,-1.2,0.08
296306,233.6,12305.4,-1.01,0.08
296307,233.8,12308.8,-1.14,0.08
296308,234.2,12315.7,-1.14,0.08
296309,234.4,12319.1,-1.16,0.08
296310,234.6,12322.5,-1.06,0.08
296311,234.8,12325.9,-1.27,0.08
296312,235,12329.4,-1.05,0.08
296313,235.2,12332.8,-1.11,0.08
295290,27.3,NA,NA,NA
