sample_id,depth_mm,age_BP,d18O,d18O_prec,Mg_Ca,Mg_Ca_prec
380186,161.33333,38113.3,-0.61,0.08,15.05349,NA
380187,161.66667,38113.4,-0.52,0.08,15.101,NA
380188,162,38113.5,-0.56,0.08,13.03554,NA
380189,162.33333,38113.6,-1.02,0.08,13.94566,NA
380190,162.66667,38113.7,-0.56,0.08,13.31848,NA
380191,163,38113.8,-0.52,0.08,13.73397,NA
380192,163.33333,38113.9,-0.15,0.08,17.60124,NA
380193,163.66667,38114,0.39,0.08,16.37771,NA
380194,164,38119,-0.04,0.08,14.0467,NA
380195,164.33333,38130,-0.14,0.08,20.58664,NA
380196,164.66667,38146,-0.64,0.08,13.29057,NA
380197,165,38167,-1.15,0.08,14.16995,NA
380198,165.33333,38193,-1.21,0.08,13.32168,NA
380199,165.66667,38248,-1.18,0.08,14.23749,NA
380200,166,38325,-2.08,0.08,20.08553,NA
380201,166.33333,38415,-1.15,0.08,15.28599,NA
380202,166.66667,38520,-1.34,0.08,14.18256,NA
380203,167,38640,-0.33,0.08,13.61863,NA
380204,167.33333,38775,-0.24,0.08,18.4912,NA
380205,167.66667,38919,-0.28,0.08,19.91947,NA
380206,168,39067,-0.75,0.08,22.22822,NA
380207,168.33333,39211,-0.94,0.08,18.89797,NA
380208,168.66667,39347,-0.84,0.08,16.27465,NA
380209,169,39466,-0.67,0.08,14.85899,NA
380210,169.33333,39566,-0.88,0.08,14.71523,NA
380211,169.66667,39656,-0.9,0.08,14.33501,NA
380212,170,39749,-0.68,0.08,14.64006,NA
380213,170.33333,39856,-0.88,0.08,14.60704,NA
380214,170.66667,39992,-0.96,0.08,14.18444,NA
380215,171,40167,-0.8,0.08,13.55923,NA
380216,171.33333,40389,-1.13,0.08,14.3762,NA
380217,171.66667,40644,-1.09,0.08,13.92992,NA
380218,172,40914,-0.74,0.08,13.38709,NA
380219,172.33333,41180,-0.88,0.08,13.97619,NA
380220,172.66667,41423,-0.98,0.08,13.28934,NA
380221,173,41624,-0.65,0.08,13.7372,NA
380222,173.33333,41768,-0.69,0.08,14.70645,NA
380223,173.66667,41864,-0.71,0.08,14.53377,NA
380224,174,41924,-0.57,0.08,14.95268,NA
380225,174.33333,41958,-0.78,0.08,15.20822,NA
380226,174.66667,41980,-0.75,0.08,14.89971,NA
380227,175,42001,-0.67,0.08,15.34618,NA
380228,175.33333,42031,-0.82,0.08,16.21676,NA
380229,175.66667,42070,-0.9,0.08,17.0008,NA
380230,176,42117,-0.92,0.08,15.49769,NA
380231,176.33333,42169,-1.15,0.08,14.40007,NA
380232,176.66667,42225,-1.07,0.08,15.22822,NA
380233,177,42281,-0.75,0.08,15.45296,NA
380234,177.33333,42337,-0.92,0.08,15.91508,NA
380235,177.66667,42392,-0.91,0.08,16.25028,NA
380236,178,42445,-0.66,0.08,15.16588,NA
380237,178.33333,42497,-0.94,0.08,15.41654,NA
380238,178.66667,42546,-0.76,0.08,16.43629,NA
380239,179,42592,-0.93,0.08,18.34299,NA
380240,179.33333,42635,-0.63,0.08,16.7341,NA
380241,179.66667,42676,-1.08,0.08,16.1743,NA
380242,180,42714,-0.72,0.08,14.49519,NA
380243,180.33333,42751,-0.87,0.08,15.77171,NA
380244,180.66667,42787,-0.97,0.08,16.57276,NA
380245,181,42821,-0.83,0.08,17.94872,NA
380246,181.33333,42855,-0.91,0.08,16.63145,NA
380247,181.66667,42890,-0.88,0.08,17.07265,NA
380248,182,42924,-0.77,0.08,16.34264,NA
380249,182.33333,42958,-0.8,0.08,15.37362,NA
380250,182.66667,42993,-0.83,0.08,16.97595,NA
380251,183,43028,-0.85,0.08,16.80641,NA
380252,183.33333,43065,-0.83,0.08,17.29488,NA
380253,183.66667,43101,-0.85,0.08,16.74096,NA
380254,184,43139,-0.99,0.08,16.59801,NA
380255,184.33333,43177,-1.06,0.08,15.6077,NA
380256,184.66667,43216,-0.9,0.08,15.98889,NA
380257,185,43255,-0.61,0.08,16.40605,NA
380258,185.33333,43294,-0.84,0.08,16.39303,NA
380259,185.66667,43334,-1.01,0.08,17.05962,NA
380260,186,43374,-0.77,0.08,16.69377,NA
380261,186.33333,43413,-1.14,0.08,17.56548,NA
380262,186.66667,43453,-0.92,0.08,16.09388,NA
380263,187,43492,-0.75,0.08,14.69752,NA
380264,187.33333,43532,-0.72,0.08,14.80021,NA
380265,187.66667,43571,-0.89,0.08,13.49781,NA
380266,188,43609,-1.02,0.08,14.88014,NA
380267,188.33333,43648,-0.93,0.08,13.77885,NA
380268,188.66667,43687,-0.87,0.08,13.15098,NA
380269,189,43726,-0.87,0.08,14.52943,NA
380270,189.33333,43765,-0.71,0.08,12.93082,NA
380271,189.66667,43805,-0.49,0.08,21.18451,NA
380272,190,43844,-0.47,0.08,18.82424,NA
380273,190.33333,43884,-0.72,0.08,18.25799,NA
380274,190.66667,43924,-0.74,0.08,16.63264,NA
380275,191,43963,-0.64,0.08,17.46751,NA
380276,191.33333,44003,-0.9,0.08,18.06763,NA
380277,191.66667,44043,-0.94,0.08,17.41042,NA
380278,192,44082,-0.84,0.08,16.82103,NA
380279,192.33333,44121,-0.91,0.08,17.4536,NA
380280,192.66667,44160,-0.75,0.08,16.59678,NA
380281,193,44199,-0.72,0.08,17.09124,NA
380282,193.33333,44237,-0.73,0.08,17.1529,NA
380283,193.66667,44275,-0.74,0.08,17.62058,NA
380284,194,44313,-0.57,0.08,17.14336,NA
380285,194.33333,44350,-0.6,0.08,18.47114,NA
380286,195,44424,-1.29,0.08,18.69684,NA
380287,195.1,44424.1,-0.64,0.08,18.69684,NA
380288,195.33333,44461,-0.68,0.08,18.56964,NA
380289,195.66667,44498,-0.57,0.08,18.93294,NA
380290,196,44535,-0.66,0.08,18.26079,NA
380291,196.33333,44571,-0.69,0.08,18.97141,NA
380292,196.66667,44608,-0.74,0.08,18.55869,NA
380293,197,44644,-0.84,0.08,18.4709,NA
380294,197.33333,44681,-0.99,0.08,18.58487,NA
380295,197.66667,44717,-1.08,0.08,18.5612,NA
380296,198,44753,-0.89,0.08,17.86725,NA
380297,198.33333,44789,-1.05,0.08,16.93816,NA
380298,198.66667,44825,-0.86,0.08,17.89354,NA
380299,199,44862,-0.69,0.08,18.77576,NA
380300,199.33333,44898,-0.92,0.08,17.48108,NA
380301,199.66667,44935,-0.75,0.08,19.10608,NA
380302,200,44972,-1,0.08,17.82251,NA
380303,200.33333,45009,-0.77,0.08,16.91924,NA
380304,201,45084,-0.82,0.08,19.36022,NA
380305,201.1,45084.1,-1.03,0.08,19.36022,NA
380306,201.33333,45122,-0.85,0.08,19.53374,NA
380307,202,45199,-1.28,0.08,19.87077,NA
380308,202.1,45199.1,-0.86,0.08,19.87077,NA
380309,202.33333,45238,-0.91,0.08,19.61825,NA
380310,203,45317,-1.04,0.08,18.93788,NA
380311,203.1,45317.1,-0.79,0.08,18.93788,NA
380312,203.33333,45356,-0.91,0.08,19.26947,NA
380313,203.66667,45396,-0.81,0.08,20.61095,NA
380314,204,45435,-0.67,0.08,21.24873,NA
380315,204.33333,45475,-0.78,0.08,18.64531,NA
380316,204.66667,45515,-0.77,0.08,19.1106,NA
380317,205,45555,-0.93,0.08,19.79322,NA
380318,205.33333,45595,-0.68,0.08,20.71224,NA
380319,205.66667,45635,-0.72,0.08,19.54258,NA
380320,206,45675,-0.87,0.08,19.96354,NA
380321,206.33333,45715,-0.72,0.08,19.16929,NA
380322,206.66667,45756,-0.66,0.08,20.97235,NA
380323,207,45796,-0.41,0.08,22.13132,NA
380324,207.33333,45836,-0.48,0.08,22.87648,NA
380325,207.66667,45876,-0.5,0.08,21.55763,NA
380326,208,45916,-0.53,0.08,21.10466,NA
380327,208.33333,45956,-0.49,0.08,19.93937,NA
380328,208.66667,45995,-0.87,0.08,20.76725,NA
380329,209,46035,-0.69,0.08,18.72004,NA
380330,209.33333,46073,-0.77,0.08,17.07765,NA
380331,209.66667,46112,-0.68,0.08,17.20388,NA
380332,210,46149,-0.67,0.08,15.79127,NA
380333,210.33333,46187,-0.79,0.08,15.60927,NA
380334,210.66667,46223,-0.66,0.08,16.15898,NA
380335,211,46259,-0.59,0.08,15.99091,NA
380336,211.33333,46294,-0.56,0.08,16.66278,NA
380337,211.66667,46329,-0.57,0.08,15.90548,NA
380338,212,46363,-0.67,0.08,15.82927,NA
380339,212.33333,46397,-0.58,0.08,16.15121,NA
380340,212.66667,46432,-0.45,0.08,15.9352,NA
380341,213,46467,-0.44,0.08,16.61938,NA
380342,213.66667,46539,-0.57,0.08,16.11465,NA
380343,214.33333,46615,-0.49,0.08,16.15915,NA
380344,214.66667,46654,-0.32,0.08,16.46119,NA
380345,215,46694,-0.46,0.08,15.80619,NA
380346,215.33333,46735,-0.48,0.08,15.98123,NA
380347,215.66667,46777,-0.4,0.08,16.93904,NA
380348,216,46819,-0.44,0.08,18.19613,NA
380349,216.33333,46862,-0.36,0.08,16.27367,NA
380350,216.66667,46906,-0.47,0.08,15.65098,NA
380351,217,46950,-0.19,0.08,14.90781,NA
380352,217.33333,46994,-0.42,0.08,15.86867,NA
380353,217.66667,47038,-0.47,0.08,16.65603,NA
380354,218,47082,-0.53,0.08,17.1439,NA
380355,218.33333,47126,-0.98,0.08,16.2697,NA
380356,218.66667,47171,-0.94,0.08,16.10226,NA
380357,219,47215,-0.96,0.08,15.93792,NA
380358,219.33333,47260,-0.89,0.08,16.80168,NA
380359,219.66667,47305,-0.72,0.08,17.85091,NA
380360,220,47351,-0.61,0.08,17.73591,NA
380361,220.33333,47397,-0.67,0.08,18.41058,NA
380362,220.66667,47444,-0.54,0.08,19.98881,NA
380363,221,47492,-0.61,0.08,17.91927,NA
380364,221.33333,47542,-0.74,0.08,18.38243,NA
380365,221.66667,47592,-0.62,0.08,17.86897,NA
380366,222,47646,-0.52,0.08,17.56792,NA
380367,222.33333,47701,-0.77,0.08,18.34672,NA
380368,222.66667,47761,-0.65,0.08,17.23842,NA
380369,223,47824,-0.62,0.08,17.52802,NA
380370,223.33333,47892,-0.43,0.08,17.71238,NA
380371,223.66667,47961,-0.45,0.08,20.96214,NA
380372,224,48030,-0.43,0.08,19.70526,NA
380373,224.33333,48097,-0.66,0.08,18.70397,NA
380374,224.66667,48159,-0.34,0.08,20.74537,NA
380375,225,48213,-0.33,0.08,22.29987,NA
380376,225.33333,48259,-0.27,0.08,20.73975,NA
380377,225.66667,48303,-0.3,0.08,22.35733,NA
380378,226,48352,-0.39,0.08,21.46628,NA
380379,226.33333,48414,-0.5,0.08,21.02363,NA
380380,226.66667,48497,-0.53,0.08,20.48981,NA
380381,227,48609,-0.21,0.08,21.77218,NA
380382,227.33333,48753,-0.52,0.08,23.50696,NA
380383,227.66667,48923,-0.43,0.08,22.1039,NA
380384,228,49108,-0.4,0.08,24.14648,NA
380385,228.33333,49296,-0.36,0.08,23.81427,NA
380386,228.66667,49477,-0.57,0.08,24.14443,NA
380387,229,49641,-0.21,0.08,22.16761,NA
380388,229.33333,49779,-0.39,0.08,21.14906,NA
380389,229.66667,49895,-0.55,0.08,20.53549,NA
380390,230,49995,-0.42,0.08,21.88772,NA
380391,230.33333,50085,-0.31,0.08,22.42248,NA
380392,230.66667,50170,-0.31,0.08,21.67194,NA
380393,231,50258,-0.19,0.08,21.73998,NA
380394,231.33333,50352,-0.47,0.08,20.75266,NA
380395,231.66667,50452,-0.53,0.08,21.2178,NA
380396,232,50555,-0.29,0.08,20.45534,NA
380397,232.33333,50660,-0.24,0.08,22.31178,NA
380398,232.66667,50763,-0.38,0.08,22.65437,NA
380399,233,50863,-0.01,0.08,20.28117,NA
380400,233.33333,50957,-0.18,0.08,19.57597,NA
380401,233.66667,51049,-0.17,0.08,19.54594,NA
380402,234,51140,-0.21,0.08,20.55355,NA
380403,234.33333,51233,-0.34,0.08,18.3397,NA
380404,234.66667,51331,-0.36,0.08,18.89107,NA
380405,235,51437,-0.12,0.08,19.04957,NA
380406,235.33333,51549,0.21,0.08,18.85418,NA
380407,235.66667,51606,0.26,0.08,23.82786,NA
380408,236,51659,0.25,0.08,31.35251,NA
380409,236.33333,51702,0.42,0.08,31.36479,NA
380410,236.66667,51730,0.57,0.08,29.23686,NA
380411,237,51739,0.39,0.08,30.58728,NA
380412,237.33333,51740,0.37,0.08,26.68904,NA
380413,237.66667,51742,0.37,0.08,25.38811,NA
380414,238,51743,0.11,0.08,22.42862,NA
380415,238.33333,51745,0.11,0.08,19.5808,NA
380416,238.66667,51747,0.25,0.08,26.11302,NA
380417,239,51748,0.33,0.08,25.56447,NA
380418,239.33333,51750,0.22,0.08,28.17676,NA
380419,239.66667,51751,0.27,0.08,28.28165,NA
380420,240,51778,0.38,0.08,29.25596,NA
380421,240.33333,51816,0.32,0.08,24.1248,NA
380422,240.66667,51861,0.33,0.08,23.51634,NA
380423,241,51910,0.43,0.08,26.8666,NA
380424,241.33333,51989,0.38,0.08,25.50074,NA
380425,241.66667,52092,0.39,0.08,25.88575,NA
380426,242,52196,0.44,0.08,26.13125,NA
380427,242.33333,52304,0.28,0.08,25.76146,NA
380428,242.66667,52414,0.47,0.08,22.83853,NA
380429,243,52528,0.41,0.08,27.63156,NA
380430,243.33333,52646,0.08,0.08,24.0734,NA
380431,243.66667,52767,0.06,0.08,21.12585,NA
380432,244,52892,-0.12,0.08,23.09788,NA
380433,244.33333,53020,-0.04,0.08,22.79962,NA
380434,244.66667,53151,-0.15,0.08,24.57073,NA
380435,245,53284,-0.38,0.08,23.81931,NA
380436,245.33333,53419,-0.25,0.08,24.54622,NA
380437,245.66667,53557,-0.33,0.08,22.88764,NA
380438,246,53698,-0.17,0.08,22.47496,NA
380439,246.33333,53842,-0.19,0.08,22.05189,NA
380440,246.66667,53990,-0.2,0.08,24.89351,NA
380441,247,54143,-0.27,0.08,22.11752,NA
380442,247.33333,54301,-0.32,0.08,23.96839,NA
380443,247.66667,54462,-0.3,0.08,22.91149,NA
380444,248,54627,-0.12,0.08,24.38608,NA
380445,248.33333,54795,0.08,0.08,24.35111,NA
380446,248.66667,54964,0.09,0.08,23.40481,NA
380447,249,55133,-0.68,0.08,21.41784,NA
380448,249.33333,55302,0.02,0.08,28.48206,NA
380449,249.66667,55468,0.04,0.08,26.71816,NA
380450,250,55626,-0.49,0.08,27.57076,NA
380451,250.33333,55776,-0.2,0.08,25.60062,NA
380452,250.66667,55912,-0.42,0.08,26.02454,NA
380453,251,56032,-0.42,0.08,25.06824,NA
380454,251.33333,56137,-0.2,0.08,22.60633,NA
380455,251.66667,56240,0.06,0.08,21.86998,NA
380456,252,56359,-0.21,0.08,21.43786,NA
380457,252.33333,56512,-0.31,0.08,26.5557,NA
380458,252.66667,56716,-0.29,0.08,28.17443,NA
380459,253,56989,-0.34,0.08,25.47235,NA
380460,253.33333,57340,-0.32,0.08,19.96601,NA
380461,253.66667,57747,-0.34,0.08,21.61709,NA
380462,254,58178,-0.34,0.08,24.1486,NA
380463,254.33333,58602,-0.26,0.08,24.05122,NA
380464,254.66667,58987,-0.29,0.08,22.56265,NA
380465,255,59303,-0.07,0.08,22.92373,NA
380466,255.33333,59526,0.02,0.08,24.08744,NA
380467,255.66667,59667,-0.05,0.08,22.66596,NA
380468,256,59745,-0.15,0.08,25.7656,NA
380469,256.33333,59778,-0.21,0.08,24.26674,NA
380470,256.66667,59785,-0.28,0.08,21.97871,NA
380471,257,59786,-0.52,0.08,24.69555,NA
380472,257.33333,59794,-0.24,0.08,32.73259,NA
380473,257.66667,59813,-0.51,0.08,28.33379,NA
380474,258,59839,-0.39,0.08,26.11405,NA
380475,258.33333,59872,-0.3,0.08,24.63762,NA
380476,258.66667,59909,-0.28,0.08,23.67845,NA
380477,259,59947,-0.1,0.08,22.69415,NA
380478,259.33333,59987,-0.35,0.08,25.03785,NA
380479,259.66667,60026,-0.27,0.08,23.63786,NA
380480,260,60066,-0.02,0.08,25.3529,NA
380481,260.33333,60104,0.08,0.08,24.31487,NA
380482,260.66667,60143,0.1,0.08,26.3773,NA
380483,261,60180,-0.03,0.08,27.5501,NA
380484,261.33333,60216,-0.11,0.08,26.1094,NA
380485,261.66667,60250,-0.15,0.08,26.96707,NA
380486,262,60282,-0.06,0.08,23.91498,NA
380487,262.33333,60311,0.15,0.08,22.08035,NA
380488,262.66667,60335,0.2,0.08,22.82291,NA
380489,263,60348,-0.19,0.08,22.10654,NA
380490,263.33333,60355,-0.29,0.08,24.41087,NA
380491,263.66667,60360,-0.06,0.08,26.02661,NA
380492,264,60364,-0.15,0.08,22.59084,NA
380493,264.33333,60365,-0.23,0.08,21.39528,NA
380494,264.66667,60365.1,-0.29,0.08,20.9395,NA
380495,265,60365.2,NA,NA,19.47463,NA
380496,265.33333,60365.3,0.18,0.08,21.16442,NA
380497,265.66667,60365.4,0.19,0.08,19.83491,NA
380498,266,60365.5,-0.06,0.08,21.41036,NA
380499,266.33333,60365.6,0.17,0.08,20.6899,NA
380500,266.66667,60365.7,-0.01,0.08,21.60363,NA
380501,267,60365.8,-0.03,0.08,23.21676,NA
380502,267.33333,60365.9,0.03,0.08,22.90414,NA
380503,267.66667,60366,-0.08,0.08,22.42605,NA
380504,268,60366.1,-0.24,0.08,22.79659,NA
380505,268.33333,60367,-0.16,0.08,23.24068,NA
380506,268.66667,60370,-0.14,0.08,22.20015,NA
380507,269,60372,-0.33,0.08,23.25037,NA
380508,269.33333,60375,-0.2,0.08,22.36393,NA
380509,269.66667,60379,-0.13,0.08,23.21122,NA
380510,270,60382,-0.31,0.08,23.55565,NA
380511,270.33333,60386,-0.07,0.08,21.88308,NA
380512,270.66667,60389,-0.2,0.08,21.89531,NA
380513,271,60397,-0.32,0.08,18.76596,NA
380514,271.33333,60405,-0.08,0.08,19.4428,NA
380515,271.66667,60413,-0.27,0.08,18.1864,NA
380516,272,60422,0.11,0.08,19.28239,NA
380517,272.33333,60431,-0.27,0.08,17.58496,NA
380518,272.66667,60440,-0.3,0.08,18.31448,NA
380519,273,60449,0.03,0.08,17.73289,NA
380520,273.33333,60457,-0.15,0.08,19.41778,NA
380521,273.66667,60466,-0.27,0.08,17.90057,NA
380522,274,60474,0.07,0.08,19.26247,NA
380523,274.33333,60481,-0.03,0.08,19.56944,NA
380524,274.66667,60488,-0.01,0.08,16.94672,NA
380525,275,60495,0.02,0.08,17.07278,NA
380526,275.33333,60500,-0.06,0.08,16.84139,NA
380527,275.66667,60505,-0.16,0.08,16.47237,NA
380528,276,60510,-0.11,0.08,16.56995,NA
380529,276.33333,60516,-0.24,0.08,15.91928,NA
380530,276.66667,60521,-0.18,0.08,15.82376,NA
380531,277,60527,-0.06,0.08,14.69523,NA
380532,277.33333,60533,-0.12,0.08,15.43619,NA
380533,277.66667,60541,-0.26,0.08,15.8592,NA
380534,278,60549,-0.21,0.08,16.53087,NA
380535,278.33333,60558,-0.29,0.08,17.51897,NA
380536,278.66667,60567,-0.27,0.08,18.29627,NA
380537,279,60576,-0.16,0.08,18.68128,NA
380538,279.33333,60586,-0.16,0.08,16.41749,NA
380539,279.66667,60595,-0.19,0.08,17.90553,NA
380540,280,60606,-0.25,0.08,17.30466,NA
380541,280.33333,60616,-0.34,0.08,16.3906,NA
380542,280.66667,60627,-0.32,0.08,15.74938,NA
380543,281,60639,-0.31,0.08,18.80569,NA
380544,281.33333,60651,-0.35,0.08,16.36206,NA
380545,281.66667,60664,-0.28,0.08,17.73647,NA
380546,282,60676,-0.14,0.08,18.0506,NA
380547,282.33333,60689,-0.32,0.08,17.03403,NA
380548,282.66667,60702,-0.18,0.08,17.28294,NA
380549,283,60714,-0.36,0.08,16.53664,NA
380550,283.33333,60726,-0.31,0.08,14.59791,NA
380551,283.66667,60738,-0.24,0.08,14.75235,NA
380552,284,60750,-0.31,0.08,14.39261,NA
380553,284.33333,60761,-0.31,0.08,14.68841,NA
380554,284.66667,60773,-0.22,0.08,15.69036,NA
380555,285,60785,-0.61,0.08,14.95885,NA
380556,285.33333,60797,-0.22,0.08,16.11092,NA
380557,285.66667,60810,-0.44,0.08,16.84153,NA
380558,286,60823,-0.72,0.08,16.09779,NA
380559,286.33333,60836,-0.58,0.08,16.70241,NA
380560,286.66667,60850,-0.72,0.08,16.19133,NA
380561,287,60863,-0.66,0.08,18.06751,NA
380562,287.33333,60877,-0.83,0.08,17.54708,NA
380563,287.66667,60891,-0.92,0.08,18.51324,NA
380564,288,60904,-0.38,0.08,18.7539,NA
380565,288.33333,60918,-0.4,0.08,17.8684,NA
380566,288.66667,60932,-0.57,0.08,17.31342,NA
380567,289,60946,-0.48,0.08,15.37109,NA
380568,289.33333,60960,-0.33,0.08,15.64981,NA
380569,289.66667,60974,-0.5,0.08,14.01086,NA
380570,290,60988,-0.36,0.08,22.03964,NA
380571,290.33333,61002,-0.4,0.08,21.48824,NA
380572,290.66667,61017,-0.45,0.08,20.93684,NA
380573,292,61077,-0.31,0.08,18.73124,NA
380574,293,61124,-0.33,0.08,17.14321,NA
380575,294,61173,-0.13,0.08,14.76905,NA
380576,295,61222,-0.48,0.08,15.08495,NA
380577,296,61271,-0.45,0.08,17.48063,NA
380578,297,61321,-0.38,0.08,15.67714,NA
380579,298,61374,-0.35,0.08,15.29029,NA
380580,299,61428,-0.37,0.08,17.79523,NA
380581,300,61480,-0.83,0.08,17.39295,NA
380582,301,61532,-0.18,0.08,16.52543,NA
380583,302,61586,-0.59,0.08,16.57114,NA
380584,303,61639,-0.38,0.08,16.73824,NA
380585,304,61691,-0.33,0.08,17.1983,NA
380586,305,61741,-0.34,0.08,15.77975,NA
380587,306,61792,-0.33,0.08,15.27916,NA
380588,307,61845,-0.28,0.08,13.96633,NA
380589,308,61902,-0.23,0.08,15.15561,NA
380590,309,61960,-0.42,0.08,14.0506,NA
380591,310,62017,-0.39,0.08,16.15456,NA
380592,311,62073,-0.43,0.08,15.81964,NA
380593,312,62130,-0.39,0.08,14.28657,NA
380594,313,62185,-0.4,0.08,15.1574,NA
380595,314,62238,-0.57,0.08,14.13504,NA
380596,315,62288,-0.37,0.08,17.46652,NA
380597,316,62338,-0.66,0.08,16.94898,NA
380598,317,62388,-0.53,0.08,16.66064,NA
380599,318,62437,-0.59,0.08,15.12744,NA
380600,319,62485,-0.39,0.08,15.21683,NA
380601,320,62535,-0.74,0.08,15.72798,NA
380602,321,62583,-0.83,0.08,13.00745,NA
380603,322,62630,-0.91,0.08,14.95783,NA
380604,323,62677,-0.71,0.08,15.80093,NA
380605,324,62726,-0.94,0.08,17.20893,NA
380606,325,62776,-0.75,0.08,15.91855,NA
380607,326,62827,-1.27,0.08,14.54863,NA
380608,327,62878,-0.87,0.08,15.43344,NA
380609,328,62928,-0.89,0.08,12.86775,NA
380610,329,62976,-0.95,0.08,13.99282,NA
380611,330,63025,-1,0.08,15.09823,NA
380612,331,63072,-0.71,0.08,15.78455,NA
380613,332,63116,-1.17,0.08,13.87393,NA
380614,333,63158,-1.19,0.08,14.20625,NA
380615,334,63201,-1.54,0.08,14.26705,NA
380616,335,63244,-1.17,0.08,14.81363,NA
380617,336,63289,-1.08,0.08,13.87609,NA
380618,337,63335,-1.12,0.08,15.12726,NA
380619,338,63382,-1.52,0.08,15.74337,NA
380620,339,63430,-1.74,0.08,15.7114,NA
380621,340,63480,-1.55,0.08,16.06825,NA
380622,341,63530,-1.59,0.08,13.99003,NA
380623,342,63580,-1.5,0.08,15.10232,NA
380624,343,63631,-1.29,0.08,15.08466,NA
380625,344,63682,-1.37,0.08,15.65659,NA
380626,345,63733,-1.21,0.08,14.96199,NA
380627,346,63783,-1.32,0.08,15.48076,NA
380628,347,63833,-1.2,0.08,16.17376,NA
380629,348,63883,-1.32,0.08,15.81576,NA
380630,349,63932,-1.56,0.08,15.44921,NA
380631,350,63982,-1.47,0.08,14.9427,NA
380632,351,64031,-1.43,0.08,14.32778,NA
380633,352,64080,-1.75,0.08,15.5278,NA
380634,353,64129,-1.12,0.08,13.91226,NA
380635,354,64179,-0.74,0.08,15.89437,NA
380636,355,64227,-0.72,0.08,31.68775,NA
380637,357,64519,-0.51,0.08,20.92498,NA
380638,358,64561,-0.97,0.08,17.48506,NA
380639,359,64604,-1.07,0.08,26.01128,NA
380640,360,64649,-1.25,0.08,20.22965,NA
380641,361,64695,-1.46,0.08,17.30594,NA
380642,362,64741,-1.44,0.08,15.27154,NA
380643,363,64786,-1.94,0.08,16.20052,NA
380644,364,64831,-2.07,0.08,14.62757,NA
380645,365,64873,-1.72,0.08,15.09606,NA
380646,366,64913,-1.74,0.08,15.24951,NA
380647,367,64953,-1.95,0.08,13.87196,NA
380648,368,64995,-1.8,0.08,14.59883,NA
380649,369,65042,-2.02,0.08,14.65386,NA
380650,370,65093,-2.05,0.08,13.74387,NA
380651,371,65143,-1.99,0.08,15.46573,NA
380652,372,65186,-1.79,0.08,12.05375,NA
380653,373,65226,-1.73,0.08,12.75087,NA
380654,374,65267,-1.88,0.08,12.51635,NA
380655,375,65308,-2.06,0.08,15.04446,NA
380656,376,65350,-2.28,0.08,16.01506,NA
380657,377,65396,-1.94,0.08,13.4912,NA
380658,378,65446,-2.26,0.08,13.42365,NA
380659,379,65495,-2.19,0.08,14.50503,NA
380660,380,65537,-2.36,0.08,14.96395,NA
380661,381,65578,-2.43,0.08,14.44946,NA
380662,382,65623,-2.25,0.08,11.6026,NA
380663,383,65672,-2.2,0.08,13.22233,NA
380664,384,65722,-2.14,0.08,12.68891,NA
380665,385,65770,-2.44,0.08,13.00358,NA
380666,386,65812,-2.45,0.08,13.99011,NA
380667,387,65853,-2.29,0.08,12.67259,NA
380668,388,65893,-2.4,0.08,14.32539,NA
380669,389,65933,-2.27,0.08,12.51504,NA
380670,390,65974,-2.38,0.08,13.08501,NA
380671,391,66017,-2.3,0.08,14.775,NA
380672,392,66066,-2.3,0.08,13.76213,NA
380673,393,66114,-2.37,0.08,14.36715,NA
380674,394,66158,-2.21,0.08,14.20261,NA
380675,395,66201,-2.38,0.08,13.948,NA
380676,396,66249,-2.58,0.08,14.2563,NA
380677,397,66297,-3.5,0.08,14.02998,NA
380678,398,66342,-2.58,0.08,14.28366,NA
380679,399,66389,-2.26,0.08,15.00911,NA
380680,400,66441,-2.06,0.08,14.97632,NA
380681,401,66489,-2.36,0.08,15.72502,NA
380682,402,66528,NA,NA,17.09419,NA
380683,403,66564,-2.29,0.08,15.2291,NA
380684,404,66606,-2.33,0.08,14.27518,NA
380685,405,66650,-2.08,0.08,14.10572,NA
380686,406,66690,-3.86,0.08,13.94703,NA
380687,407,66729,-2.28,0.08,13.96924,NA
380688,408,66772,-2.45,0.08,17.19356,NA
380689,409,66818,-1.81,0.08,21.66478,NA
380691,410,69339,-1.52,0.08,21.83095,NA
380692,411,69443,-2.12,0.08,19.96174,NA
380693,412,69549,-2.14,0.08,20.95874,NA
380694,413,69661,-1.98,0.08,20.32347,NA
380695,414,69774,-2.48,0.08,25.21537,NA
380696,415,69882,-2.04,0.08,22.93995,NA
380697,416,69988,-2.39,0.08,26.54421,NA
380698,417,70094,-2.89,0.08,22.50461,NA
380699,418,70203,-2.82,0.08,22.74053,NA
380700,419,70314,-2.54,0.08,22.6232,NA
380701,420,70427,-2.37,0.08,20.62054,NA
380702,421,70542,-2.13,0.08,22.806,NA
380703,422,70658,-2.45,0.08,21.6471,NA
380704,423,70777,-2.52,0.08,23.40032,NA
380705,424,70894,-2.55,0.08,21.69308,NA
380706,425,71006,-2.55,0.08,20.63574,NA
380707,426,71114,-2.94,0.08,21.93406,NA
380708,427,71219,-2.42,0.08,18.61192,NA
380709,428,71327,-2.42,0.08,16.33974,NA
380710,429,71443,-2.42,0.08,20.22277,NA
380711,430,71557,-1.8,0.08,23.15586,NA
380712,431,71658,-1.66,0.08,23.52596,NA
380713,432,71755,-1.22,0.08,21.66303,NA
