sample_id,depth_mm,age_BP,d18O,d18O_prec,Mg_Ca,Mg_Ca_prec
379661,52,15588,0.12,0.08,18.55273,NA
379662,52.1,15596,0.42,0.08,17.9654,NA
379663,52.2,15604,0.38,0.08,19.02444,NA
379664,52.3,15612,0.25,0.08,20.24632,NA
379665,52.4,15620,0.24,0.08,19.7685,NA
379666,52.5,15628,0.24,0.08,19.3839,NA
379667,52.6,15636,0.35,0.08,18.50353,NA
379668,52.7,15645,0.57,0.08,18.62521,NA
379669,52.8,15653,0.57,0.08,20.04971,NA
379670,52.9,15661,0.67,0.08,19.42182,NA
379671,53,15669,0.37,0.08,20.4233,NA
379672,53.1,15678,0.55,0.08,20.60574,NA
379673,53.2,15686,0.44,0.08,20.46664,NA
379674,53.3,15695,0.55,0.08,20.16914,NA
379675,53.4,15704,0.7,0.08,20.05651,NA
379676,53.5,15712,0.53,0.08,18.81299,NA
379677,53.6,15721,0.78,0.08,19.33527,NA
379678,53.7,15730,0.56,0.08,20.19116,NA
379679,53.8,15738,0.21,0.08,20.58603,NA
379680,53.9,15747,0.58,0.08,18.16706,NA
379681,54,15756,0.37,0.08,17.71381,NA
379682,54.1,15765,0.36,0.08,16.88318,NA
379683,54.2,15774,0.31,0.08,16.09081,NA
379684,54.3,15782,0.37,0.08,16.16579,NA
379685,54.4,15791,0.13,0.08,16.91913,NA
379686,54.5,15800,0.42,0.08,16.42279,NA
379687,54.6,15809,0.58,0.08,16.54669,NA
379688,54.7,15818,0.62,0.08,17.59161,NA
379689,54.8,15827,0.67,0.08,18.87409,NA
379690,54.9,15836,0.67,0.08,18.43791,NA
379691,55,15845,0.31,0.08,18.55924,NA
379692,55.1,15853,0.54,0.08,19.13999,NA
379693,55.2,15862,0.35,0.08,18.45394,NA
379694,55.3,15871,0.65,0.08,18.23734,NA
379695,55.4,15880,0.5,0.08,18.54006,NA
379696,55.5,15889,0.5,0.08,18.73324,NA
379697,55.6,15898,0.49,0.08,18.08963,NA
379698,55.7,15906,0.45,0.08,19.51255,NA
379699,55.8,15915,0.58,0.08,18.19356,NA
379700,55.9,15924,0.69,0.08,18.28135,NA
379701,56,15933,0.46,0.08,19.61312,NA
379702,56.1,15942,0.47,0.08,18.78385,NA
379703,56.2,15951,0.6,0.08,19.55181,NA
379704,56.3,15960,0.51,0.08,19.6193,NA
379705,56.4,15969,0.37,0.08,18.15332,NA
379706,56.5,15978,0.32,0.08,18.4808,NA
379707,56.6,15987,0.49,0.08,18.38064,NA
379708,56.7,15996,0.4,0.08,17.4189,NA
379709,56.8,16005,0.49,0.08,18.73363,NA
379710,56.9,16014,0.51,0.08,19.38034,NA
379711,57,16023,0.2,0.08,18.27472,NA
379712,57.1,16032,0.22,0.08,18.35053,NA
379713,57.2,16042,0.1,0.08,17.8372,NA
379714,57.3,16051,0.23,0.08,18.49868,NA
379715,57.4,16060,0.09,0.08,18.21195,NA
379716,57.5,16069,0.14,0.08,18.05976,NA
379717,57.6,16079,-0.08,0.08,19.40226,NA
379718,57.7,16088,-0.22,0.08,18.83338,NA
379719,57.8,16097,0.16,0.08,18.10024,NA
379720,57.9,16107,0.23,0.08,18.7758,NA
379721,58,16116,0.22,0.08,18.08499,NA
379722,58.1,16125,0.11,0.08,18.0042,NA
379723,58.2,16134,0.15,0.08,17.3986,NA
379724,58.3,16143,0.3,0.08,16.9973,NA
379725,58.4,16153,0.21,0.08,18.2931,NA
379726,58.5,16162,0.42,0.08,18.24867,NA
379727,58.6,16171,0.44,0.08,18.77825,NA
379728,58.7,16180,0.23,0.08,19.27852,NA
379729,58.8,16189,0.09,0.08,18.20554,NA
379730,58.9,16198,0.34,0.08,17.67927,NA
379731,59,16207,0.13,0.08,18.88788,NA
379732,59.1,16216,0.25,0.08,19.34165,NA
379733,59.2,16225,0.21,0.08,18.69565,NA
379734,59.3,16234,-0.14,0.08,18.69759,NA
379735,59.4,16243,-0.33,0.08,17.06861,NA
379736,59.5,16252,-0.24,0.08,16.91331,NA
379737,59.6,16261,-0.22,0.08,17.68332,NA
379738,59.7,16269,-0.05,0.08,17.39237,NA
379739,59.8,16278,-0.42,0.08,17.50868,NA
379740,59.9,16287,0.04,0.08,18.01318,NA
379741,60,16296,0.04,0.08,17.55428,NA
379742,60.1,16305,0.13,0.08,19.4413,NA
379743,60.2,16314,0.03,0.08,18.96457,NA
379744,60.3,16323,-0.38,0.08,19.74368,NA
379745,60.4,16331,-0.49,0.08,17.87989,NA
379746,60.5,16340,-0.51,0.08,17.46265,NA
379747,60.6,16349,-0.35,0.08,17.83643,NA
379748,60.7,16358,-0.14,0.08,18.25022,NA
379749,60.8,16367,-0.14,0.08,21.47174,NA
379750,60.9,16376,-0.21,0.08,22.18565,NA
379751,61,16386,0.04,0.08,22.96607,NA
379752,61.1,16395,0.2,0.08,24.6379,NA
379753,61.2,16404,0.24,0.08,24.69122,NA
379754,61.3,16413,0.04,0.08,24.51215,NA
379755,61.4,16422,-0.34,0.08,22.71597,NA
379756,61.5,16431,-0.36,0.08,21.86079,NA
379757,61.6,16441,-0.46,0.08,21.46394,NA
379758,61.7,16450,-0.55,0.08,20.93126,NA
379759,61.8,16459,-0.58,0.08,21.09813,NA
379760,61.9,16468,-0.5,0.08,21.77919,NA
379761,62,16477,-0.71,0.08,22.30764,NA
379762,62.1,16487,-0.75,0.08,23.37349,NA
379763,62.2,16496,-0.83,0.08,22.15837,NA
379764,62.3,16505,-0.77,0.08,20.11825,NA
379765,62.4,16514,-0.72,0.08,22.38681,NA
379767,62.5,16976,-0.75,0.08,23.75428,NA
379768,62.6,17029,-0.8,0.08,22.0574,NA
379769,62.7,17083,-0.75,0.08,22.02405,NA
379770,62.8,17136,-0.68,0.08,21.99069,NA
379771,62.9,17190,-0.59,0.08,21.95733,NA
379772,63,17243,-0.64,0.08,21.92398,NA
379773,63.1,17296,-0.68,0.08,21.89062,NA
379774,63.2,17350,-0.7,0.08,21.85726,NA
379775,63.3,17403,-0.83,0.08,21.3243,NA
379776,63.4,17456,-0.85,0.08,22.35125,NA
379777,63.5,17509,-0.9,0.08,23.72371,NA
379778,63.6,17562,-0.73,0.08,22.46248,NA
379779,63.7,17616,-1.05,0.08,23.03422,NA
379780,63.8,17669,-0.64,0.08,26.66434,NA
379781,63.9,17722,-0.6,0.08,26.05324,NA
379782,64,17775,-0.19,0.08,24.00327,NA
379783,64.1,17828,0.07,0.08,24.13135,NA
379784,64.2,17881,0.01,0.08,23.08585,NA
379785,64.3,17934,-0.28,0.08,21.73808,NA
379786,64.4,17987,-0.75,0.08,21.51462,NA
379787,64.5,18040,-0.99,0.08,22.0108,NA
379788,64.6,18093,-1.09,0.08,24.20116,NA
379789,64.7,18147,-0.81,0.08,24.0722,NA
379790,64.8,18200,-0.36,0.08,24.3493,NA
379791,64.9,18253,0.04,0.08,24.09733,NA
379792,65,18306,0.04,0.08,28.65726,NA
379793,65.1,18360,-0.03,0.08,26.92796,NA
379794,65.2,18413,-0.32,0.08,23.25272,NA
379795,65.3,18466,-0.37,0.08,23.40211,NA
379796,65.4,18520,-0.74,0.08,20.39271,NA
379797,65.5,18573,-0.94,0.08,21.02352,NA
379798,65.6,18626,-1.09,0.08,23.38196,NA
379799,65.7,18680,-1.12,0.08,26.04535,NA
379800,65.8,18733,-1.11,0.08,27.94413,NA
379801,65.9,18787,-1.09,0.08,30.65195,NA
379802,66,18840,-1.11,0.08,30.33157,NA
379803,66.1,18894,-1.31,0.08,28.51319,NA
379804,66.2,18947,-1.27,0.08,26.85848,NA
379805,66.3,19001,-1.43,0.08,24.78903,NA
379806,66.4,19054,-1.43,0.08,22.57393,NA
379807,66.5,19108,-1.7,0.08,21.02362,NA
379808,66.6,19161,-1.38,0.08,20.73173,NA
379809,66.7,19215,-1.08,0.08,19.95801,NA
379810,66.8,19268,-0.9,0.08,20.74978,NA
379811,66.9,19321,-0.66,0.08,20.31476,NA
379812,67,19375,-0.83,0.08,21.51716,NA
379813,67.1,19428,-0.76,0.08,21.93883,NA
379814,67.2,19481,-0.92,0.08,21.79931,NA
379815,67.3,19535,-0.72,0.08,19.65249,NA
379816,67.4,19588,-0.9,0.08,20.09092,NA
379817,67.5,19641,-0.93,0.08,21.86237,NA
379818,67.6,19694,-1.05,0.08,22.14993,NA
379819,67.7,19748,-1.07,0.08,23.75922,NA
379820,67.8,19801,-1.12,0.08,24.69342,NA
379821,67.9,19854,-0.51,0.08,22.71239,NA
379822,68,19907,-0.73,0.08,22.87796,NA
379823,68.1,19961,-0.67,0.08,23.22648,NA
379824,68.2,20014,-0.5,0.08,22.72369,NA
379825,68.3,20067,-0.43,0.08,21.62885,NA
379826,68.4,20121,-0.39,0.08,21.62694,NA
379827,68.5,20174,-0.48,0.08,22.74698,NA
379828,68.6,20228,-0.52,0.08,23.22465,NA
379829,68.7,20281,-0.38,0.08,22.89053,NA
379830,68.8,20335,-0.57,0.08,24.82159,NA
379831,68.9,20389,-0.31,0.08,24.75133,NA
379832,69,20443,-0.53,0.08,25.87916,NA
379833,69.1,20497,-0.58,0.08,26.36202,NA
379834,69.2,20551,-0.41,0.08,26.41983,NA
379835,69.3,20605,-0.44,0.08,24.03881,NA
379836,69.4,20659,-0.5,0.08,25.21282,NA
379837,69.5,20713,-0.54,0.08,24.54768,NA
379838,69.6,20767,-0.66,0.08,24.79424,NA
379839,69.7,20821,-0.59,0.08,26.84279,NA
379840,69.8,20876,-0.4,0.08,26.81204,NA
379841,69.9,20930,-0.45,0.08,27.02055,NA
379842,70,20985,-0.68,0.08,28.551,NA
379843,70.1,21039,-0.69,0.08,27.50856,NA
379844,70.2,21094,-0.82,0.08,26.12862,NA
379845,70.3,21148,-0.98,0.08,27.37853,NA
379846,70.4,21203,-0.62,0.08,27.9328,NA
379847,70.5,21257,-0.77,0.08,27.87534,NA
379848,70.6,21312,-0.82,0.08,27.69238,NA
379849,70.7,21366,-1,0.08,23.89048,NA
379850,70.8,21421,-0.64,0.08,22.13784,NA
379851,70.9,21475,-0.54,0.08,20.88824,NA
379852,71,21529,-0.71,0.08,17.09153,NA
379853,71.1,21584,-0.76,0.08,17.57883,NA
379854,71.2,21638,-0.89,0.08,16.71458,NA
379855,71.3,21693,-0.59,0.08,16.02412,NA
379856,71.4,21747,-0.53,0.08,16.89568,NA
379857,71.5,21802,-0.57,0.08,16.03326,NA
379858,71.6,21857,-0.36,0.08,15.83948,NA
379859,71.7,21912,-0.53,0.08,15.86599,NA
379860,71.8,21967,-0.57,0.08,16.37334,NA
379861,71.9,22023,-0.35,0.08,17.48417,NA
379862,72,22079,-0.45,0.08,17.17903,NA
379863,72.1,22136,-0.42,0.08,18.02608,NA
379864,72.2,22192,-0.53,0.08,17.183,NA
379865,72.3,22250,-0.32,0.08,16.51646,NA
379866,72.4,22308,-0.31,0.08,16.77389,NA
379867,72.5,22366,-0.3,0.08,16.93925,NA
379868,72.6,22425,-0.59,0.08,17.87289,NA
379869,72.7,22485,-0.54,0.08,17.48723,NA
379870,72.8,22545,-0.62,0.08,18.11634,NA
379871,72.9,22606,-0.4,0.08,19.18861,NA
379872,73,22668,-0.55,0.08,17.60437,NA
379873,73.1,22730,-0.66,0.08,18.40367,NA
379874,73.2,22794,-0.63,0.08,19.18898,NA
379875,73.3,22858,-0.6,0.08,20.20261,NA
379876,73.4,22922,-0.76,0.08,20.31587,NA
379877,73.5,22986,-0.65,0.08,20.30299,NA
379878,73.6,23051,-1.31,0.08,21.47493,NA
379879,73.7,23115,-0.83,0.08,18.31375,NA
379880,73.8,23180,-0.85,0.08,18.0281,NA
379881,73.9,23244,-0.15,0.08,17.26418,NA
379882,74,23307,-0.19,0.08,16.81743,NA
379883,74.1,23370,-0.42,0.08,17.31158,NA
379884,74.2,23433,-0.47,0.08,17.88504,NA
379885,74.3,23494,-0.53,0.08,17.39085,NA
379886,74.4,23555,-0.64,0.08,17.81665,NA
379887,74.5,23614,-0.72,0.08,18.46016,NA
379888,74.6,23672,-0.67,0.08,18.09899,NA
379889,74.7,23729,-0.66,0.08,18.1863,NA
379890,74.8,23784,-0.37,0.08,17.56273,NA
379891,74.9,23838,-0.18,0.08,18.54726,NA
379892,75,23889,-0.09,0.08,18.9496,NA
379893,75.1,23939,0.15,0.08,18.03236,NA
379894,75.2,23987,0.22,0.08,19.1335,NA
379895,75.3,24033,0.28,0.08,18.29839,NA
379896,75.4,24077,0.26,0.08,18.16236,NA
379897,75.5,24119,0.49,0.08,19.24488,NA
379898,75.6,24160,0.5,0.08,17.24119,NA
379899,75.7,24199,0.47,0.08,18.02763,NA
379900,75.8,24236,0.17,0.08,18.27841,NA
379901,75.9,24272,0.19,0.08,17.84545,NA
379902,76,24306,0.09,0.08,18.05063,NA
379903,76.1,24339,0.07,0.08,18.12562,NA
379904,76.2,24370,0.03,0.08,18.10612,NA
379905,76.3,24400,0.07,0.08,18.48267,NA
379906,76.4,24429,-0.02,0.08,17.44329,NA
379907,76.5,24456,-0.24,0.08,16.60512,NA
379908,76.6,24482,-0.27,0.08,17.05905,NA
379909,76.7,24506,-0.33,0.08,17.33921,NA
379910,76.8,24530,-0.46,0.08,18.00879,NA
379911,76.9,24552,-0.3,0.08,17.62213,NA
379912,77,24573,-0.16,0.08,17.65503,NA
379913,77.1,24594,-0.24,0.08,16.49139,NA
379914,77.2,24613,-0.08,0.08,17.8972,NA
379915,77.3,24631,-0.34,0.08,18.00018,NA
379916,77.4,24649,-0.45,0.08,16.96745,NA
379917,77.5,24665,-0.64,0.08,16.85884,NA
379918,77.6,24681,-0.74,0.08,16.98908,NA
379919,77.7,24697,-0.63,0.08,18.02594,NA
379920,77.8,24711,-0.5,0.08,18.11195,NA
379921,77.9,24725,-0.64,0.08,17.75668,NA
379922,78,24739,-0.64,0.08,17.38298,NA
379923,78.1,24752,-0.55,0.08,17.37944,NA
379924,78.2,24764,-0.36,0.08,16.64798,NA
379925,78.3,24777,-0.7,0.08,16.74152,NA
379926,78.4,24789,-0.65,0.08,16.86198,NA
379927,78.5,24800,-0.73,0.08,17.14872,NA
379928,78.6,24812,-0.67,0.08,16.7518,NA
379929,78.7,24824,-0.55,0.08,17.78327,NA
379930,78.8,24835,-0.49,0.08,17.9575,NA
379931,78.9,24846,-0.54,0.08,18.37031,NA
379932,79,24858,-0.57,0.08,18.3362,NA
379933,79.1,24869,-0.59,0.08,18.64074,NA
379934,79.2,24881,-0.46,0.08,16.20167,NA
379935,79.3,24893,-0.49,0.08,16.34471,NA
379936,79.4,24905,-0.71,0.08,16.55145,NA
379937,79.5,24917,-0.6,0.08,16.46682,NA
379938,79.6,24929,-0.76,0.08,16.44382,NA
379939,79.7,24942,-0.75,0.08,17.68578,NA
379940,79.8,24954,-0.78,0.08,17.13826,NA
379941,79.9,24967,-0.73,0.08,16.83993,NA
379942,80,24979,-0.86,0.08,16.1546,NA
379943,80.1,24992,-0.76,0.08,15.5213,NA
379944,80.2,25005,-0.82,0.08,16.55298,NA
379945,80.3,25019,-0.88,0.08,17.43906,NA
379946,80.33333,25023,-0.58,0.08,16.99381,NA
379947,80.4,25032,-0.88,0.08,16.07733,NA
379948,80.5,25045,-0.82,0.08,16.51392,NA
379949,80.6,25059,-0.78,0.08,16.51338,NA
379950,80.66667,25068,-1.05,0.08,16.05916,NA
379951,80.7,25073,-0.73,0.08,16.89318,NA
379952,80.8,25087,-0.79,0.08,17.08599,NA
379953,80.9,25101,-0.84,0.08,15.99021,NA
379954,81,25115,-0.46,0.08,16.56682,NA
379955,81.33333,25164,-0.78,0.08,17.12841,NA
379956,81.66667,25214,-0.69,0.08,16.64346,NA
379957,82,25266,-0.93,0.08,17.72116,NA
379958,82.33333,25319,-0.76,0.08,17.68367,NA
379959,82.66667,25373,-1.06,0.08,17.80556,NA
379960,83,25427,-0.78,0.08,17.45654,NA
379961,83.33333,25482,-0.73,0.08,17.58933,NA
379962,83.66667,25536,-0.78,0.08,18.8565,NA
379963,84,25591,-0.35,0.08,18.89972,NA
379964,84.33333,25646,-0.74,0.08,18.47791,NA
379965,84.66667,25701,-0.62,0.08,19.73601,NA
379966,85,25756,-0.53,0.08,19.16061,NA
379967,85.33333,25811,-0.87,0.08,18.29408,NA
379968,85.66667,25865,-0.8,0.08,18.11393,NA
379969,86,25920,-0.35,0.08,19.65943,NA
379970,86.33333,25975,-0.81,0.08,18.79859,NA
379971,86.66667,26030,-0.61,0.08,18.0509,NA
379972,87,26085,-0.29,0.08,19.58138,NA
379973,87.33333,26141,-0.78,0.08,19.36842,NA
379974,87.66667,26197,-0.72,0.08,19.30967,NA
379975,88,26253,-0.4,0.08,19.68492,NA
379976,88.33333,26310,-0.62,0.08,20.30656,NA
379977,88.66667,26366,-0.64,0.08,21.31058,NA
379978,89,26421,-0.27,0.08,21.45254,NA
379979,89.33333,26477,-0.66,0.08,20.12987,NA
379980,89.66667,26532,-0.71,0.08,19.86425,NA
379981,90,26587,-0.45,0.08,18.84439,NA
379982,90.33333,26642,-0.36,0.08,18.15778,NA
379983,90.66667,26697,-0.33,0.08,17.68101,NA
379984,91,26753,0.04,0.08,18.14424,NA
379985,91.33333,26808,-0.16,0.08,16.92769,NA
379986,91.66667,26863,-0.29,0.08,18.01246,NA
379987,92,26919,0.01,0.08,18.23978,NA
379988,92.33333,26974,-0.48,0.08,17.55255,NA
379989,92.66667,27030,-0.35,0.08,17.18968,NA
379990,93,27086,-0.24,0.08,17.64144,NA
379991,93.33333,27141,-0.37,0.08,16.35482,NA
379992,93.66667,27197,-0.43,0.08,17.06316,NA
379993,94,27252,-0.27,0.08,18.19182,NA
379994,94.66667,27362,-0.27,0.08,15.61136,NA
379995,95,27416,-0.27,0.08,14.50981,NA
379996,95.33333,27471,-0.7,0.08,16.0273,NA
379997,95.66667,27525,-0.88,0.08,18.30497,NA
379998,96,27579,-0.45,0.08,19.06144,NA
379999,96.33333,27633,-0.8,0.08,14.54661,NA
380000,96.66667,27688,-0.76,0.08,14.13202,NA
380001,97,27742,-0.37,0.08,13.51603,NA
380002,97.33333,27796,-0.57,0.08,14.17521,NA
380003,97.66667,27851,-0.39,0.08,14.99172,NA
380004,98,27905,-0.04,0.08,14.74967,NA
380005,98.33333,27960,-0.51,0.08,14.42615,NA
380006,98.66667,28015,-0.85,0.08,17.23752,NA
380007,99,28069,-0.38,0.08,15.78974,NA
380008,99.33333,28123,-0.65,0.08,15.5801,NA
380009,99.66667,28178,-0.82,0.08,15.09667,NA
380010,100,28232,-0.18,0.08,15.1826,NA
380011,100.33333,28286,-0.41,0.08,15.31127,NA
380012,100.66667,28340,-0.18,0.08,15.18302,NA
380013,101,28394,0.09,0.08,15.02611,NA
380014,101.33333,28449,-0.12,0.08,14.504,NA
380015,101.66667,28504,-0.16,0.08,15.76488,NA
380016,102,28558,-0.02,0.08,14.36175,NA
380017,102.33333,28613,-0.14,0.08,15.00038,NA
380018,102.66667,28669,-0.25,0.08,14.30304,NA
380019,103,28724,0.03,0.08,13.7989,NA
380020,103.33333,28779,-0.07,0.08,14.8131,NA
380021,103.66667,28834,0.05,0.08,15.85362,NA
380022,104,28890,0.14,0.08,13.77559,NA
380023,104.33333,28944,0.03,0.08,14.57389,NA
380024,104.66667,28999,-0.08,0.08,14.50659,NA
380025,105,29027,0.21,0.08,14.25139,NA
380026,105.33333,29053,0.03,0.08,15.38447,NA
380027,105.66667,29080,0.28,0.08,16.48755,NA
380028,106,29106,-0.11,0.08,14.95233,NA
380029,106.33333,29133,-0.02,0.08,14.48478,NA
380030,106.66667,29161,0.03,0.08,14.74405,NA
380031,107,29189,0.24,0.08,13.74534,NA
380032,107.33333,29219,0.25,0.08,15.2611,NA
380033,107.66667,29248,0.38,0.08,14.98799,NA
380034,108,29277,0.31,0.08,13.89537,NA
380035,108.33333,29305,0.06,0.08,13.94808,NA
380036,108.66667,29330,0.11,0.08,14.34277,NA
380037,109,29353,0.22,0.08,14.99676,NA
380038,109.33333,29373,0.27,0.08,14.04087,NA
380039,109.66667,29393,0.18,0.08,13.64567,NA
380040,110,29413,0.1,0.08,15.79278,NA
380041,110.33333,29438,-0.09,0.08,16.00398,NA
380042,110.66667,29470,-0.15,0.08,17.21301,NA
380043,111,29512,0.16,0.08,17.33515,NA
380044,111.33333,29563,-0.25,0.08,16.03143,NA
380045,111.66667,29617,-0.36,0.08,18.0787,NA
380046,112,29663,-0.01,0.08,16.65987,NA
380047,112.33333,29691,-0.19,0.08,16.37966,NA
380048,113,29693,-0.11,0.08,15.374,NA
380049,113.33333,29694,-0.35,0.08,17.21568,NA
380050,113.66667,29694.2,-0.33,0.08,16.16253,NA
380051,114,29694.4,-0.03,0.08,15.59198,NA
380052,114.33333,29694.6,-0.04,0.08,17.64659,NA
380053,114.66667,29694.8,-0.2,0.08,16.21014,NA
380054,115,29695,-0.12,0.08,17.00749,NA
380055,115.33333,29695.3,-0.3,0.08,17.11988,NA
380056,115.66667,29695.6,-0.47,0.08,17.24959,NA
380057,116,29726,-0.34,0.08,18.24406,NA
380058,116.33333,29777,-0.46,0.08,18.48902,NA
380059,116.66667,29839,-0.56,0.08,19.41913,NA
380060,117,29903,-0.31,0.08,17.0399,NA
380061,117.33333,29963,-0.51,0.08,18.58065,NA
380062,117.66667,30016,-0.33,0.08,18.14543,NA
380063,118,30067,-0.26,0.08,18.7345,NA
380064,118.66667,30161,-0.17,0.08,21.8184,NA
380065,119,30208,-0.01,0.08,26.55784,NA
380066,119.33333,30257,-0.32,0.08,22.86944,NA
380067,119.66667,30308,-0.32,0.08,22.96517,NA
380068,120,30360,-0.2,0.08,20.51231,NA
380069,120.33333,30439,-0.5,0.08,21.32074,NA
380070,120.66667,30546,-0.23,0.08,21.14933,NA
380071,121,30654,0.01,0.08,20.94314,NA
380072,121.33333,30761,0.09,0.08,21.45882,NA
380073,121.66667,30870,0.05,0.08,18.36099,NA
380074,122,30978,0.04,0.08,15.26316,NA
380075,122.33333,31086,-0.41,0.08,15.64352,NA
380076,122.66667,31195,-0.3,0.08,17.02773,NA
380077,123,31305,-0.28,0.08,18.95176,NA
380078,123.33333,31415,-0.39,0.08,16.39959,NA
380079,123.66667,31529,-0.28,0.08,17.11474,NA
380080,124,31648,0.02,0.08,17.43807,NA
380081,124.33333,31776,-0.18,0.08,17.23096,NA
380082,124.66667,31915,-0.33,0.08,18.29475,NA
380083,125,32068,-0.32,0.08,17.31596,NA
380084,125.33333,32235,-0.21,0.08,17.47559,NA
380085,125.66667,32412,0.05,0.08,17.93482,NA
380086,126,32590,0.21,0.08,18.72726,NA
380087,126.33333,32762,0.09,0.08,19.30878,NA
380088,126.66667,32922,0.09,0.08,19.24806,NA
380089,127,33061,0.28,0.08,19.44519,NA
380090,127.33333,33174,0.01,0.08,20.81435,NA
380091,127.66667,33265,0.04,0.08,19.63877,NA
380092,128,33339,-0.05,0.08,20.46698,NA
380093,128.33333,33402,-0.11,0.08,19.2917,NA
380094,128.66667,33458,-0.08,0.08,19.24915,NA
380095,129,33514,-0.26,0.08,19.32079,NA
380096,129.66667,33636,-0.27,0.08,19.36848,NA
380097,130,33702,-0.25,0.08,17.86588,NA
380098,130.33333,33769,-0.11,0.08,17.6331,NA
380099,130.66667,33837,-0.16,0.08,19.74254,NA
380100,131,33905,-0.09,0.08,17.35359,NA
380101,131.33333,33972,-0.08,0.08,17.21101,NA
380102,131.66667,34037,0.02,0.08,16.88221,NA
380103,132,34101,-0.35,0.08,16.56835,NA
380104,132.33333,34162,-0.18,0.08,18.03918,NA
380105,132.66667,34220,-0.16,0.08,18.81721,NA
380106,133,34275,-0.23,0.08,20.20942,NA
380107,133.33333,34327,-0.09,0.08,19.85528,NA
380108,133.66667,34375,0.06,0.08,20.60833,NA
380109,134,34421,-0.18,0.08,20.67813,NA
380110,134.33333,34465,-0.22,0.08,20.97793,NA
380111,134.66667,34508,-0.02,0.08,21.45031,NA
380112,135,34551,NA,NA,20.65872,NA
380113,135.33333,34595,0.02,0.08,24.67898,NA
380114,135.66667,34638,0.04,0.08,25.05332,NA
380115,136,34683,0.19,0.08,22.41341,NA
380116,136.33333,34729,0.04,0.08,22.17271,NA
380117,136.66667,34776,-0.01,0.08,20.67675,NA
380118,137,34824,0.04,0.08,22.64437,NA
380119,137.33333,34874,-0.01,0.08,23.67631,NA
380120,137.66667,34925,-0.21,0.08,23.19652,NA
380121,138,34979,0.15,0.08,23.14316,NA
380122,138.33333,35035,-0.01,0.08,21.35278,NA
380123,138.66667,35093,0.18,0.08,20.53412,NA
380124,139,35153,0.24,0.08,24.6843,NA
380125,139.33333,35216,0.15,0.08,23.47652,NA
380126,139.66667,35282,0.09,0.08,25.38849,NA
380127,140,35351,0.17,0.08,24.71925,NA
380128,140.33333,35423,0.16,0.08,23.70511,NA
380129,140.66667,35499,0.16,0.08,22.69097,NA
380130,141,35578,0.12,0.08,21.67684,NA
380131,141.33333,35662,0.24,0.08,20.6627,NA
380132,141.66667,35749,0.36,0.08,19.64856,NA
380133,142,35838,0.33,0.08,18.63442,NA
380134,142.33333,35929,0.32,0.08,17.62029,NA
380135,142.66667,36021,0.41,0.08,16.60615,NA
380136,143,36113,0.27,0.08,19.82775,NA
380137,143.33333,36204,0.16,0.08,19.38385,NA
380138,143.66667,36294,-0.13,0.08,20.5961,NA
380139,144,36382,NA,NA,18.61282,NA
380140,144.33333,36468,-0.35,0.08,18.87601,NA
380141,144.66667,36553,-0.35,0.08,19.54202,NA
380142,145,36634,-0.23,0.08,18.66397,NA
380143,145.33333,36714,-0.31,0.08,17.81247,NA
380144,145.66667,36791,-0.27,0.08,18.70297,NA
380145,146,36867,-0.4,0.08,17.99535,NA
380146,146.66667,37016,-0.24,0.08,18.3279,NA
380147,147,37090,-0.43,0.08,16.20481,NA
380148,147.33333,37166,-0.46,0.08,16.99203,NA
380149,147.66667,37241,-0.37,0.08,16.18308,NA
380150,148,37316,-0.61,0.08,15.9124,NA
380151,148.33333,37390,-0.46,0.08,15.74798,NA
380152,148.66667,37462,-0.47,0.08,15.29436,NA
380153,149,37532,-0.39,0.08,15.11121,NA
380154,149.33333,37599,-0.52,0.08,15.14552,NA
380155,149.66667,37662,-0.45,0.08,14.0682,NA
380156,150,37722,-0.57,0.08,13.64504,NA
380157,150.33333,37779,-0.6,0.08,13.97269,NA
380158,150.66667,37833,-0.75,0.08,14.49354,NA
380159,151,37883,-0.73,0.08,14.70447,NA
380160,151.33333,37930,-0.52,0.08,13.93454,NA
380161,151.66667,37972,-0.53,0.08,13.65428,NA
380162,152,38010,-0.76,0.08,12.86105,NA
380163,152.33333,38033,-0.66,0.08,13.71325,NA
380164,152.66667,38046,-0.57,0.08,13.47356,NA
380165,153,38056,-0.75,0.08,13.38749,NA
380166,153.33333,38062,-0.47,0.08,13.3304,NA
380167,153.66667,38066,-0.4,0.08,13.81671,NA
380168,154,38068,-0.44,0.08,13.69184,NA
380169,154.33333,38068.1,-0.62,0.08,12.86491,NA
380170,154.66667,38068.2,-0.85,0.08,13.80676,NA
380171,155,38068.3,-0.88,0.08,12.76579,NA
380172,155.33333,38068.4,-0.42,0.08,12.80465,NA
380173,155.66667,38068.5,-0.43,0.08,12.74529,NA
380174,156,38068.6,-0.6,0.08,12.96871,NA
380175,156.33333,38070,-0.5,0.08,12.88685,NA
380176,156.66667,38073,-0.61,0.08,12.44142,NA
380177,157,38076,-0.59,0.08,12.49232,NA
380178,157.33333,38081,-0.52,0.08,11.6242,NA
380179,157.66667,38086,-0.8,0.08,12.42754,NA
380180,159.33333,38109,-0.44,0.08,14.53509,NA
380181,159.66667,38112,-0.57,0.08,12.7495,NA
380182,160,38112.5,-0.66,0.08,12.95035,NA
380183,160.33333,38113,-0.57,0.08,13.50843,NA
380184,160.66667,38113.1,-0.48,0.08,14.95848,NA
380185,161,38113.2,-0.49,0.08,15.00599,NA
