entity_id,sample_id,sample_thickness,depth_sample,mineralogy,arag_corr,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,Bchron_age,Bchron_age_uncert_pos,Bchron_age_uncert_neg,Bacon_age,Bacon_age_uncert_pos,Bacon_age_uncert_neg,OxCal_age,OxCal_age_uncert_pos,OxCal_age_uncert_neg,copRa_age,copRa_age_uncert_pos,copRa_age_uncert_neg,StalAge_age,StalAge_age_uncert_pos,StalAge_age_uncert_neg,d18O_measurement,d18O_precision,d13C_measurement,d13C_precision,Mg_Ca_measurement,Mg_Ca_precision,Sr_Ca_measurement,Sr_Ca_precision,year_CE
445,297388,,92.0,calcite,not applicable,,,,56377.20081,332.9545454,321.7717229,54901.0,487.15,670.25,55590.104,393.11032,325.45664,,,,,,,,,,-8.97,0.1,-7.23,0.05,,,,,
445,297389,,93.0,calcite,not applicable,,,,56417.71488,331.588172,319.6199766,54997.5,457.55,603.5,55699.529,378.29022,315.9563,,,,,,,,,,-9.17,0.1,-8.1,0.05,,,,,
445,297390,,94.0,calcite,not applicable,,,,56458.93563,329.2180617,318.1975351,55181.0,481.25,532.25,55808.344,369.33124,306.908,,,,,,,,,,-9.17,0.1,-8.58,0.05,,,,,
445,297391,,95.0,calcite,not applicable,,,,56499.41798,327.8460719,315.5345113,55465.0,538.0,562.1,55920.195,357.9376,303.316,,,,,,,,,,-9.07,0.1,-9.32,0.05,,,,,
445,297392,,96.0,calcite,not applicable,,,,56539.93121,326.5572899,312.8144447,55733.5,692.9,553.1,56030.524,351.5514,300.9335,,,,,,,,,,-9.68,0.1,-8.88,0.05,,,,,
445,297393,,97.0,calcite,not applicable,,,,56580.94635,324.9557512,310.466567,56040.0,746.15,563.15,56142.6923,344.9218,303.03382,,,,,,,,,,-9.36,0.1,-8.56,0.05,,,,,
445,297394,,98.0,calcite,not applicable,,,,56622.53731,323.2223183,308.777991,56404.0,736.0,558.25,56253.096,338.26296,305.48688,,,,,,,,,,-8.31,0.1,-6.83,0.05,,,,,
445,297395,,98.5,calcite,not applicable,,,,56642.94943,322.5512019,307.5177625,56568.0,679.15,495.15,56310.02335,333.457625,308.7847,,,,,,,,,,-8.06,0.1,-5.9,0.05,,,,,
445,297396,,99.0,calcite,not applicable,,,,56663.29502,321.6022342,306.2648145,56672.5,669.75,514.5,56366.526,331.9885,314.7684,,,,,,,,,,-8.41,0.1,-7.25,0.05,,,,,
445,297397,,99.5,calcite,not applicable,,,,56683.61955,320.6384647,304.8784035,56767.0,635.2,516.05,56422.525,331.713295,317.032275,,,,,,,,,,-8.82,0.1,-7.67,0.05,,,,,
