entity_id,sample_id,sample_thickness,depth_sample,mineralogy,arag_corr,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,Bchron_age,Bchron_age_uncert_pos,Bchron_age_uncert_neg,Bacon_age,Bacon_age_uncert_pos,Bacon_age_uncert_neg,OxCal_age,OxCal_age_uncert_pos,OxCal_age_uncert_neg,copRa_age,copRa_age_uncert_pos,copRa_age_uncert_neg,StalAge_age,StalAge_age_uncert_pos,StalAge_age_uncert_neg,d18O_measurement,d18O_precision,d13C_measurement,d13C_precision,Mg_Ca_measurement,Mg_Ca_precision,Sr_Ca_measurement,Sr_Ca_precision,year_CE
890,499978,0.1,91.83,calcite,not applicable,30123.8907895893,254.198430658005,247.224531195101,26381.3179205452,184.39036886314,193.849895875192,,,,30086.2388485,880.571989650001,781.785649999998,,,,30539.4979326244,332.029475545623,332.021318423842,31130.0628545283,372.054944784846,451.470299112931,-9.8,0.2,-4.55,0.2,1.40907543059375,0.570972015473694,0.0186035570624999,0.0070829844239194,-28173.8907895893
890,499979,0.1,91.95,calcite,not applicable,30135.3439223006,255.266865377533,247.996816215549,26399.3241451274,184.527703461659,194.13943693653,,,,30098.2625525,874.96993775,777.232104750001,,,,30552.1634905388,333.438383591263,333.482945749092,31133.0318198471,369.085979466043,450.528846546473,-9.9,0.2,-4.69,0.2,1.09694547827907,0.465790042576982,0.0199817954651162,0.0077625742900338,-28185.3439223006
890,499980,0.1,92.03,calcite,not applicable,30143.5157243579,254.309028939817,247.869612931143,26411.3282948489,184.554662371298,194.332464310763,,,,30105.3573845,870.863337349998,772.634575499997,,,,30559.3532238467,336.290365216919,333.366901078869,31134.9518129257,367.165986387448,449.858837219934,-9.22,0.2,-4.36,0.2,1.55015729201694,0.564257367005659,0.0166050760169491,0.0054986232582103,-28193.5157243579
890,499981,0.1,92.14,calcite,not applicable,30154.5212789838,254.41059880727,247.601134473207,26427.8279503327,184.597781255219,194.745320856593,,,,30117.691377,862.853855400004,769.682516000001,,,,30570.6372387239,338.484431041034,336.079582887625,31137.5368484713,364.580950841868,448.895360163046,-9.35,0.2,-4.84,0.2,1.42743410567441,0.557884213029056,0.0182751072093023,0.008324742965305,-28204.5212789838
890,499982,0.1,92.22,calcite,not applicable,30162.0780240817,255.758745324372,247.382389571299,26439.7991885916,184.657651627458,195.044093083823,,,,30124.914417,860.3409938,763.105507000004,,,,30578.5293500667,340.025543490436,337.289027938725,31139.3911770743,362.726622238792,448.172269809842,-9.53,0.2,-4.82,0.2,1.53746755206896,0.596856568635833,0.0173312209999999,0.0080392182263957,-28212.0780240817
890,499983,0.1,92.33,calcite,not applicable,30172.6237021044,256.467105345146,247.398954266257,26456.2596411976,184.808434390994,195.454904896262,,,,30134.727125,855.551261649998,759.976214150003,,,,30589.9125586491,342.797316359149,337.800639780533,31141.927346544,360.190452769089,447.159961788897,-9.43,0.2,-4.93,0.2,1.55507022992592,0.611879001747151,0.0180672680925925,0.0078924745545892,-28222.6237021044
890,499984,0.1,92.43,calcite,not applicable,30183.0729082599,255.752978148794,249.630787026712,26471.2657484206,184.967582241239,195.870429579743,,,,30145.5461865,851.132831099996,755.076907600003,,,,30600.4270395842,345.329497709707,340.264996634385,31144.2405335257,357.877265787385,446.233884994574,-9.3,0.2,-5.16,0.2,1.60789556298437,0.64039809720949,0.01943106059375,0.0078328283815419,-28233.0729082599
890,499985,0.1,92.55,calcite,not applicable,30194.093147996,257.581295470689,250.267787034682,26489.2980397975,185.11080140694,196.394021909178,,,,30156.314025,851.230270749995,745.4314825,,,,30611.6161271905,349.236681385315,342.60975603222,31147.0561774127,355.239222910634,445.132970392424,-9.17,0.2,-4.77,0.2,1.42184243433333,0.537992873341421,0.017595812574074,0.0062547466690414,-28244.093147996
890,499986,0.1,92.65,calcite,not applicable,30204.1811628051,258.392063513984,250.960338386885,26504.3249492783,185.228438848524,196.830348850373,,,,30167.969075,847.789504250002,743.091174999994,,,,30621.5864268918,352.3242529665,345.188428488385,31149.4602089591,353.153994774326,444.238464203907,-9.19,0.2,-5.05,0.2,1.5006610529375,0.612095562416916,0.0185812485625,0.0063560064985451,-28254.1811628051
890,499987,0.1,92.74,calcite,not applicable,30212.644871448,259.493374130594,250.532095270282,26517.849167811,185.334312545958,197.211415425943,,,,30177.55457,842.428321200001,736.547959000003,,,,30630.508938125,353.233081543876,347.902216370472,31151.6870882276,351.360182027343,443.461974378602,-9.08,0.2,-4.73,0.2,1.49279987646511,0.509229513313435,0.0188119516976744,0.0061232718605285,-28262.644871448
890,499988,0.1,92.82,calcite,not applicable,30220.1678407332,260.201135654133,251.052063795898,26529.8692733485,185.429844546365,197.532647047392,,,,30186.79901,837.9058878,736.324656200002,,,,30638.1899362534,353.717090832641,350.071852270241,31153.7296091332,349.828110778319,442.801925702308,-9.46,0.2,-4.62,0.2,1.5614590595862,0.441208893820484,0.0177139825862068,0.0054826767212425,-28270.1678407332
890,499989,0.1,92.93,calcite,not applicable,30230.7021064347,261.796112956607,251.395427803836,26546.3749792155,185.583140293915,197.95240127989,,,,30198.9816245,836.091841050005,735.586729999999,,,,30648.6137976121,353.420932221728,351.649785809463,31156.6553511597,347.811877883942,441.952580347996,-9.78,0.2,-4.44,0.2,1.38162877231578,0.404347806570111,0.0188316128157894,0.0066004640009015,-28280.7021064347
890,499990,0.1,93.0,calcite,not applicable,30237.29063796,261.694037438698,251.599429687139,26556.8786102218,185.680692133268,198.219517609661,,,,30204.8796,835.029360900004,728.789529999995,,,,30655.7590035053,354.36382915291,353.097813442793,31158.5991362454,346.580175323383,441.453733663915,-9.6,0.2,-4.15,0.2,1.48428393434666,0.552350359244376,0.02079675708,0.0079996196726214,-28287.29063796
890,499991,0.1,93.14,calcite,not applicable,30250.9244692855,264.02690946079,252.278945884165,26577.9632653337,185.788584396199,198.731969360495,,,,30216.856171,826.104210099998,724.975049199998,,,,30668.7154773304,355.915170378274,355.148914820329,31162.6852268109,344.227001807973,440.555179828712,-10.0,0.2,-4.33,0.2,1.58290431326415,0.565686037752085,0.015778564490566,0.0054204265478056,-28300.9244692855
890,499992,0.1,93.24,calcite,not applicable,30260.7517719968,265.348604389324,253.059618849737,26592.985141396,185.945032585343,198.937510972904,,,,30225.8784,826.311492999997,723.1279942,,,,30677.822362475,358.337814044717,356.573508423433,31165.7527097962,342.628084687229,439.983053315365,-9.49,0.2,-4.13,0.2,1.41932252613953,0.505217821165025,0.0215704735116279,0.009067440095658,-28310.7517719968
890,499993,0.1,93.32,calcite,not applicable,30268.3376413455,265.804655962511,253.70789775368,26605.0052427994,186.10846794688,199.104544816339,,,,30232.394736,823.882893999998,721.4703792,,,,30685.1708951325,359.98671573582,358.575203704204,31168.2874774793,342.368428801608,439.559981558152,-9.17,0.2,-4.15,0.2,1.50582620540625,0.4553577227763,0.021383421921875,0.00797647238679,-28318.3376413455
890,499994,0.1,93.44,calcite,not applicable,30279.8515549523,266.497111452707,253.704355675665,26623.0375341763,186.381844468,199.357234853374,,,,30245.230298,816.458322699993,722.8822134,,,,30696.9630720797,363.05725106442,363.249293526591,31172.2109413307,342.718471435055,438.97185664788,-9.49,0.2,-4.56,0.2,1.3574364934186,0.480322531453558,0.0248143790465116,0.0092565844256587,-28329.8515549523
890,499995,0.1,93.52,calcite,not applicable,30287.3534978844,267.16682359156,253.155385443486,26635.0590617609,186.537833659368,199.525694878066,,,,30251.26039,812.9773843,720.868785599992,,,,30704.401195699,364.810210606345,364.156994217588,31174.8991688137,343.102377307958,438.603772417046,-9.74,0.2,-4.57,0.2,1.40431087755555,0.486202233700364,0.0235526659444444,0.0089071328249511,-28337.3534978844
890,499996,0.1,93.62,calcite,not applicable,30296.5264520988,268.334846280963,252.727004185512,26650.0859712417,186.761505535083,199.736269908932,,,,30261.097149,809.590429699998,722.223203900001,,,,30714.0834116825,366.97733120693,366.84747121788,31178.3311188237,343.729903555952,438.162241278853,-9.53,0.2,-4.06,0.2,1.50706564888135,0.454020541757521,0.0224797647627118,0.0069762765937763,-28346.5264520988
890,499997,0.1,93.73,calcite,not applicable,30306.5433960181,269.631060062009,252.467893323166,26666.5608400909,187.071781613606,199.874966911186,,,,30271.146334,809.029458450001,721.185218049995,,,,30725.9723817098,365.350202473273,370.901961133171,31182.185838666,344.582716111145,437.689942454599,-9.69,0.2,-4.12,0.2,1.6987225111923,0.631572079827374,0.020194408326923,0.0079228351244851,-28356.5433960181
890,499998,0.1,93.83,calcite,not applicable,30315.9018949402,271.134606580585,252.60007530672,26681.5452375534,187.34660681276,199.992007228797,,,,30280.7147755,802.630765550002,716.395790300005,,,,30734.9576662742,364.803131521508,371.812736742355,31185.7504238259,345.479575618439,437.262591926301,-9.42,0.2,-3.99,0.2,1.57257906658139,0.411221337754373,0.0188478428139534,0.0050699594477495,-28365.9018949402
890,499999,0.1,93.91,calcite,not applicable,30323.7404962776,270.94639967582,253.206427484005,26693.596907162,187.502315333404,200.149791121556,,,,30286.14471,804.243569849998,710.888284199998,,,,30741.6191071347,365.879311379489,372.910416435294,31188.6357092457,346.263633762297,436.915576030162,-8.94,0.2,-4.18,0.2,1.64819699514999,0.516901608595232,0.018096730025,0.0074978256138144,-28373.7404962776
890,500000,0.1,94.06,calcite,not applicable,30339.4819469035,270.631982277726,255.906239156044,26716.0604779251,187.910162712662,200.547718030954,,,,30301.805347,797.882043400001,711.720462200003,,,,30754.8346169747,368.440854353055,375.749124810369,31194.1050935826,347.847445438209,436.234855257277,-9.18,0.2,-4.12,0.2,1.41971570551851,0.385468048786479,0.0164003635185185,0.0073838874705265,-28389.4819469035
890,500001,0.1,94.16,calcite,not applicable,30348.7040613096,271.32339124514,256.530846699392,26731.0355449226,188.072082593797,200.884103961282,,,,30312.158736,790.065395999998,712.774180999997,,,,30763.5226558095,369.519577344763,377.081558322159,31197.7791809089,348.952532496307,435.746383295176,-9.1,0.2,-3.31,0.2,1.16888567645945,0.411854666918377,0.0205659052162162,0.0052905937248364,-28398.7040613096
890,500002,0.1,94.23,calcite,not applicable,30355.885752765,271.374840789598,257.672560988951,26741.5180918208,188.063868138383,201.119574112508,,,,30318.8172865,786.334558725001,710.112535399996,,,,30769.5081861321,370.709300274924,376.282370586214,31200.357243168,349.734203267584,435.382014634808,-8.78,0.2,-2.43,0.2,1.45695387438983,0.482023082879574,0.017971622559322,0.0050502059456749,-28405.885752765
890,500003,0.1,94.34,calcite,not applicable,30365.7523551361,272.865297987795,257.578898129919,26758.0245132048,188.015492771028,201.523446322568,,,,30330.529301,786.642466000001,708.6230148,,,,30778.9510221046,372.618432572162,375.278523433022,31204.4085428719,350.953739341025,434.763451585615,-8.94,0.2,-2.4,0.2,1.37867597073584,0.451980062745896,0.0171627865849056,0.0051529814031309,-28415.7523551361
890,500004,0.1,94.44,calcite,not applicable,30376.0142661118,272.553792215003,258.909170214225,26773.091233677,187.910632313844,201.777995649587,,,,30341.88647,784.499262999994,709.388796400002,,,,30787.9513314045,374.515200564358,376.280874402262,31208.0807246055,352.029422496566,434.14317728133,-8.68,0.2,-2.46,0.2,1.21313219081538,0.358067645416947,0.0188846252923076,0.0056785142368716,-28426.0142661118
890,500005,0.1,94.56,calcite,not applicable,30387.548676978,273.402563311436,259.261190115794,26791.168560298,188.194506752254,201.989452203601,,,,30353.692578,781.260351800003,702.950544499996,,,,30799.9019668587,374.647907402625,378.900533067925,31212.4576218889,353.243735429827,433.312411937597,-8.36,0.2,-2.69,0.2,1.33106933539583,0.418112286551387,0.0219060324791666,0.0071064210201584,-28437.548676978
890,500006,0.1,94.65,calcite,not applicable,30395.783516779,275.373140694195,259.014590738556,26804.6734741423,188.372366048628,202.063432237326,,,,30362.1601125,776.3817791,709.265102775,,,,30808.9797769953,374.677366482581,380.256282918741,31215.7081757373,354.07613390372,432.618316605425,-8.3,0.2,-2.35,0.2,1.31850441672881,0.430217812139427,0.0216860423559322,0.0078020340317202,-28445.783516779
