entity_id,sample_id,sample_thickness,depth_sample,mineralogy,arag_corr,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,Bchron_age,Bchron_age_uncert_pos,Bchron_age_uncert_neg,Bacon_age,Bacon_age_uncert_pos,Bacon_age_uncert_neg,OxCal_age,OxCal_age_uncert_pos,OxCal_age_uncert_neg,copRa_age,copRa_age_uncert_pos,copRa_age_uncert_neg,StalAge_age,StalAge_age_uncert_pos,StalAge_age_uncert_neg,d18O_measurement,d18O_precision,d13C_measurement,d13C_precision,Mg_Ca_measurement,Mg_Ca_precision,Sr_Ca_measurement,Sr_Ca_precision,year_CE
126,54345,0.05,23.28,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.35,0.1,-10.6,0.1,,,,,
126,54346,0.05,23.41,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.42,0.1,-10.57,0.1,,,,,
126,54347,0.05,23.68,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.47,0.1,-10.57,0.1,,,,,
126,54348,0.05,23.79,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.47,0.1,-10.68,0.1,,,,,
126,54349,0.05,24.44,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.47,0.1,-10.66,0.1,,,,,
126,54350,0.05,24.95,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.46,0.1,-10.94,0.1,,,,,
126,54351,0.05,25.19,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.65,0.1,-11.05,0.1,,,,,
126,54352,0.05,25.52,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.42,0.1,-11.22,0.1,,,,,
126,54353,0.05,25.73,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.75,0.1,-9.29,0.1,,,,,
126,54354,0.05,26.02,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.42,0.1,-7.49,0.1,,,,,
126,54355,0.05,26.21,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.92,0.1,-8.87,0.1,,,,,
126,54356,0.05,26.98,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.73,0.1,-7.99,0.1,,,,,
126,54357,0.05,27.67,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.39,0.1,-7.62,0.1,,,,,
126,54358,0.05,28.8,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.72,0.1,-7.36,0.1,,,,,
126,54359,0.05,28.81,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.45,0.1,-8.23,0.1,,,,,
126,54360,0.05,29.65,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.18,0.1,-8.24,0.1,,,,,
126,54361,0.05,29.83,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.08,0.1,-8.56,0.1,,,,,
126,54362,0.05,30.23,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.13,0.1,-8.8,0.1,,,,,
126,54363,0.05,30.46,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.28,0.1,-8.5,0.1,,,,,
126,54364,0.05,30.58,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.99,0.1,-8.56,0.1,,,,,
126,54365,0.05,30.68,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.13,0.1,-8.68,0.1,,,,,
126,54366,0.05,30.95,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.21,0.1,-8.77,0.1,,,,,
126,54367,0.05,31.42,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.72,0.1,-8.84,0.1,,,,,
126,54368,0.05,31.43,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.03,0.1,-9.22,0.1,,,,,
126,54369,0.05,31.52,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.16,0.1,-9.42,0.1,,,,,
126,54370,0.05,31.65,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.33,0.1,-9.64,0.1,,,,,
126,54371,0.05,31.81,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.66,0.1,-9.56,0.1,,,,,
126,54372,0.05,31.98,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.49,0.1,-9.27,0.1,,,,,
126,54373,0.05,32.22,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.66,0.1,-7.97,0.1,,,,,
126,54374,0.05,32.4,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.72,0.1,-7.64,0.1,,,,,
126,54375,0.05,32.56,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.27,0.1,-7.45,0.1,,,,,
126,54376,0.05,32.78,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.36,0.1,-7.91,0.1,,,,,
126,54377,0.05,32.87,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.81,0.1,-8.16,0.1,,,,,
126,54378,0.05,33.08,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.84,0.1,-8.38,0.1,,,,,
126,54379,0.05,33.23,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.24,0.1,-8.41,0.1,,,,,
126,54380,0.05,33.39,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.23,0.1,-8.69,0.1,,,,,
126,54381,0.05,33.55,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.97,0.1,-8.28,0.1,,,,,
126,54382,0.05,33.61,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.64,0.1,-6.65,0.1,,,,,
126,54383,0.05,33.74,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.96,0.1,-7.04,0.1,,,,,
126,54384,0.05,34.29,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.37,0.1,-7.32,0.1,,,,,
126,54385,0.05,34.63,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.22,0.1,-7.07,0.1,,,,,
126,54386,0.05,36.57,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.3,0.1,-8.95,0.1,,,,,
126,54387,0.05,36.75,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.94,0.1,-9.2,0.1,,,,,
126,54388,0.05,37.1,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.03,0.1,-6.9,0.1,,,,,
126,54389,0.05,37.7,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.49,0.1,-6.49,0.1,,,,,
126,54390,0.05,38.43,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.0,0.1,-6.88,0.1,,,,,
126,54391,0.05,39.51,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.0,0.1,-6.3,0.1,,,,,
126,54392,0.05,39.8,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.82,0.1,-5.92,0.1,,,,,
126,54393,0.05,40.01,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.82,0.1,-6.18,0.1,,,,,
126,54394,0.05,40.36,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.08,0.1,-6.46,0.1,,,,,
126,54395,0.05,40.43,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.98,0.1,-6.8,0.1,,,,,
126,54396,0.05,40.59,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.99,0.1,-7.31,0.1,,,,,
126,54397,0.05,40.61,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.47,0.1,-7.8,0.1,,,,,
126,54398,0.05,40.76,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.1,0.1,-7.8,0.1,,,,,
126,54399,0.05,40.82,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.95,0.1,-6.74,0.1,,,,,
126,54400,0.05,40.94,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.75,0.1,-8.56,0.1,,,,,
126,54401,0.05,41.0,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.78,0.1,-6.01,0.1,,,,,
126,54402,0.05,41.06,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.42,0.1,-7.77,0.1,,,,,
126,54403,0.05,41.22,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.68,0.1,-5.94,0.1,,,,,
126,54404,0.05,41.4,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.49,0.1,-5.83,0.1,,,,,
126,54405,0.05,41.5,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.81,0.1,-6.27,0.1,,,,,
126,54406,0.05,41.71,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.19,0.1,-6.98,0.1,,,,,
126,54407,0.05,41.96,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.39,0.1,-7.73,0.1,,,,,
126,54408,0.05,42.16,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.65,0.1,-6.66,0.1,,,,,
126,54409,0.05,42.24,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.78,0.1,-6.96,0.1,,,,,
126,54410,0.05,42.72,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-7.94,0.1,-7.26,0.1,,,,,
126,54411,0.05,42.9,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.2,0.1,-9.73,0.1,,,,,
126,54412,0.05,43.53,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.38,0.1,-6.71,0.1,,,,,
126,54413,0.05,44.95,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.52,0.1,-8.5,0.1,,,,,
126,54414,0.05,49.45,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.72,0.1,-9.06,0.1,,,,,
126,54415,0.05,55.25,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-9.26,0.1,-9.18,0.1,,,,,
126,54416,0.05,59.25,calcite,not applicable,,,,,,,,,,,,,,,,,,,,,,-8.93,0.1,-9.15,0.1,,,,,
