year_CE,d18O
598.4,-4.1700
598.8,-3.9700
599.2,-4.0900
599.6,-3.9600
600.0,-3.8000
600.4,-3.7400
600.8,-3.9300
601.2,-3.6800
601.6,-3.9100
602.0,-4.0300
602.4,-3.9300
602.8,-3.7800
603.2,-3.7700
603.6,-3.6200
604.0,-3.8400
604.4,-3.6700
604.8,-3.7300
605.2,-3.6800
605.6,-3.7000
606.0,-3.5800
606.4,-3.7100
606.8,-3.5300
607.2,-3.6000
607.6,-3.7400
608.0,-3.5500
608.4,-3.6000
608.8,-3.6100
609.2,-3.4700
609.6,-3.3700
610.0,-3.3000
610.4,-3.4200
610.9,-3.4300
611.3,-3.4700
611.7,-3.6500
612.1,-3.5000
612.5,-3.6300
612.9,-3.7400
613.3,-3.7200
613.7,-3.9300
614.1,-3.8300
614.5,-3.9500
614.9,-4.1500
615.3,-4.0200
615.7,-4.3400
616.1,-4.3900
616.5,-4.3400
617.0,-4.2500
617.4,-4.4700
617.8,-4.4800
618.2,-4.4500
618.6,-4.3200
619.0,-4.5100
619.4,-4.7500
619.8,-4.6500
620.2,-4.5600
620.6,-4.5100
621.0,-4.3300
621.4,-4.4000
621.8,-4.5500
622.2,-4.5700
622.6,-4.5600
623.0,-4.3700
623.4,-4.4700
623.8,-4.4100
624.2,-4.5400
624.6,-4.6300
625.0,-4.7900
625.4,-4.7300
625.9,-4.5600
626.3,-4.6200
626.7,-4.8400
627.1,-4.6300
627.5,-4.7600
627.9,-4.6700
628.3,-4.5700
628.7,-4.6300
629.1,-4.3900
629.5,-4.5200
629.9,-4.3000
630.3,-4.2800
630.7,-4.1500
631.1,-4.2900
631.5,-4.3000
631.9,-4.3000
632.3,-4.5100
632.7,-4.6700
633.1,-4.8100
633.5,-4.7100
633.9,-4.8700
634.4,-4.7500
634.8,-4.8100
635.2,-4.7700
635.6,-4.7700
636.0,-4.6000
636.4,-4.5800
636.8,-4.5600
637.2,-4.5200
637.6,-4.5200
638.0,-4.1600
638.4,-4.2200
638.8,-4.2100
639.2,-4.1900
639.6,-4.2600
640.0,-4.0600
640.4,-4.0800
640.8,-4.0100
641.2,-4.0700
641.6,-4.1200
642.1,-4.0400
642.5,-3.9100
642.9,-4.1900
643.3,-4.3300
643.7,-4.3100
644.1,-4.2200
644.5,-4.3900
644.9,-4.1500
645.3,-4.3600
645.7,-4.3100
646.1,-4.1900
646.6,-4.1100
647.0,-4.3100
647.4,-3.9200
647.8,-4.0600
648.2,-4.0000
648.6,-4.1200
649.0,-4.0000
649.4,-4.1300
649.8,-4.3500
650.2,-4.2100
650.6,-4.3100
651.0,-4.5400
651.4,-4.4800
651.8,-4.4700
652.2,-4.4700
652.7,-4.0900
653.1,-4.3000
653.5,-4.7000
653.9,-4.7300
654.3,-4.6000
654.7,-4.6500
655.1,-4.6300
655.5,-4.4700
655.9,-4.8100
656.3,-4.7900
656.7,-4.8100
657.1,-4.7700
657.5,-5.0400
657.9,-4.8600
658.3,-4.7400
658.8,-4.5400
659.2,-4.7400
659.6,-4.7200
660.0,-4.7600
660.4,-4.7400
660.8,-4.7300
661.2,-4.7800
661.6,-4.7900
662.0,-4.7200
662.4,-4.7400
662.8,-4.5500
663.2,-4.4800
663.6,-4.3400
664.0,-4.3900
664.4,-4.2300
664.8,-4.2600
665.2,-4.2600
665.6,-4.0700
666.1,-4.1200
666.5,-3.9900
666.9,-3.9000
667.3,-4.0300
667.7,-4.0000
668.1,-3.9500
668.5,-3.9300
668.9,-3.9000
669.3,-3.9500
669.7,-4.0700
670.1,-4.0900
670.5,-3.9900
670.9,-4.0400
671.4,-4.1200
671.9,-3.7300
672.4,-3.9600
672.9,-3.9100
673.4,-3.8300
673.9,-3.9600
674.4,-3.7100
674.9,-3.7800
675.4,-3.9100
675.9,-3.7500
676.4,-3.6800
676.9,-3.7100
677.4,-3.6600
677.9,-3.8100
678.4,-3.6400
678.9,-3.7800
679.4,-3.7800
679.9,-3.7200
680.4,-3.8300
680.9,-4.0600
681.4,-3.8900
681.9,-3.9500
682.4,-3.9000
682.9,-3.9100
683.4,-3.9100
683.9,-3.9300
684.4,-3.9500
684.9,-4.1700
685.4,-3.9800
685.9,-4.0600
686.4,-3.9500
686.9,-4.0400
687.4,-4.0900
688.0,-4.0900
688.5,-4.0700
688.9,-4.1500
689.4,-4.3600
690.0,-4.4300
690.5,-4.2900
690.9,-4.1600
691.4,-4.3700
692.0,-4.0000
692.4,-4.3600
692.9,-4.1300
693.4,-4.2900
693.9,-4.3200
694.4,-4.2400
694.9,-4.4300
695.4,-4.4300
695.9,-4.2700
696.4,-4.3900
696.9,-4.4300
697.4,-4.3000
698.0,-4.5100
698.5,-4.2600
699.0,-4.6000
699.5,-4.4000
700.0,-4.1800
700.5,-4.4000
701.0,-4.4600
701.4,-4.5700
701.7,-4.4300
702.0,-4.6000
702.3,-4.3300
702.6,-4.2800
702.9,-3.9900
703.2,-4.1800
703.5,-4.1200
703.8,-3.9700
704.1,-4.0800
704.4,-4.0200
704.7,-4.0600
705.0,-4.0100
705.3,-4.1700
705.6,-4.3200
705.8,-4.2100
706.1,-4.0900
706.4,-3.8600
706.7,-3.9700
706.9,-3.9100
707.2,-3.9300
707.5,-4.2500
707.8,-4.0900
708.1,-4.2600
708.4,-4.0700
708.6,-3.9800
708.9,-4.0800
709.2,-4.0900
709.5,-4.5200
709.8,-4.3800
710.0,-4.3600
710.3,-4.6400
710.6,-4.5000
710.9,-4.5000
711.2,-4.3700
711.4,-4.5400
711.7,-4.4900
712.0,-4.2200
712.3,-4.2700
712.6,-4.1000
712.9,-3.9200
713.2,-3.8100
713.5,-3.7700
713.8,-3.9000
714.0,-3.5200
714.3,-3.5700
714.5,-3.7100
714.8,-3.7200
715.1,-3.8200
715.4,-3.7300
715.7,-3.8000
716.0,-3.8100
716.6,-3.6900
717.1,-3.7100
717.7,-3.7400
718.2,-3.7100
718.8,-3.6600
719.3,-3.8100
719.9,-3.8200
720.4,-3.8300
720.9,-3.9300
721.5,-4.0600
722.0,-3.8600
722.6,-3.9500
723.2,-3.9100
723.7,-3.9400
724.3,-3.7300
724.8,-3.7700
725.4,-3.8300
725.9,-3.7400
726.5,-3.8800
727.0,-3.8200
727.6,-3.9900
728.1,-3.8100
728.7,-4.0500
729.2,-4.0000
729.8,-4.1400
730.3,-4.1300
730.9,-4.0600
731.4,-4.0500
732.0,-3.9400
732.5,-4.1300
733.1,-4.2000
733.6,-4.1100
734.2,-4.0700
734.8,-3.9700
735.3,-4.0100
735.8,-3.8100
736.4,-3.7000
736.9,-3.7000
737.5,-3.6600
738.0,-3.6400
738.6,-3.7200
739.2,-3.7500
739.7,-3.6200
740.3,-3.4300
740.8,-3.5900
741.4,-3.5700
741.9,-3.6600
742.5,-3.6600
743.1,-3.8000
743.7,-3.7200
744.2,-3.6500
744.8,-3.7300
745.3,-3.8200
745.8,-3.7700
746.4,-3.7600
746.9,-3.8300
747.5,-3.7700
748.0,-3.8000
748.5,-3.7500
749.1,-3.9000
749.6,-3.8200
750.2,-3.8000
750.7,-3.8300
751.3,-3.8500
751.9,-3.9500
752.4,-3.7900
753.0,-3.9900
753.6,-4.0300
754.1,-3.9000
754.6,-4.0200
755.2,-3.9900
755.7,-3.9800
756.3,-3.9400
756.9,-3.8100
757.4,-3.8200
758.0,-3.8600
758.6,-3.9100
759.1,-3.9800
759.6,-3.9400
760.2,-4.0500
760.7,-3.9400
761.3,-3.8700
761.8,-3.7400
762.4,-3.7100
762.9,-3.7700
763.5,-3.7900
764.0,-3.9000
764.6,-4.0400
765.2,-3.9500
765.7,-3.9500
766.2,-3.8200
766.8,-3.8600
767.3,-3.7600
767.9,-3.9500
768.4,-3.8600
769.0,-3.9600
769.5,-3.9100
770.1,-3.9500
770.7,-3.8600
771.2,-3.9900
771.7,-3.9800
772.3,-4.0100
772.8,-4.0700
773.4,-4.1900
773.9,-4.1800
774.5,-4.0500
775.0,-4.0000
775.6,-3.9800
776.2,-3.8700
776.7,-3.9200
777.3,-3.7000
777.9,-3.5300
778.4,-3.5200
779.0,-3.4900
779.5,-3.4700
780.1,-3.5700
780.6,-3.7000
781.1,-3.5500
781.7,-3.6000
782.3,-3.7300
782.8,-3.7000
783.3,-3.7600
783.9,-3.5500
784.4,-3.5100
784.9,-3.5900
785.4,-3.6900
786.0,-3.5100
786.6,-3.6700
786.9,-3.8200
787.0,-3.6300
787.2,-3.9800
787.4,-4.1600
787.6,-4.4100
787.8,-4.1200
788.0,-3.8800
788.2,-3.8800
788.4,-3.8400
788.6,-4.0500
788.8,-4.0000
789.0,-3.8800
789.2,-3.9200
789.4,-3.7200
789.6,-3.7000
789.8,-3.5400
790.0,-3.6100
790.2,-3.5700
790.4,-3.5800
790.6,-3.3700
790.8,-3.5200
791.0,-3.3900
791.2,-3.5900
791.4,-3.4500
791.6,-3.4800
791.8,-3.4900
792.0,-3.7200
792.2,-3.7400
792.3,-3.7400
792.6,-3.7800
792.7,-3.4800
793.0,-3.5300
793.2,-3.4900
793.3,-3.3900
793.6,-3.5500
793.8,-3.4700
794.0,-3.5200
794.2,-3.5300
794.4,-3.6300
794.6,-3.7500
794.8,-3.7500
795.0,-3.8300
795.3,-4.0000
795.4,-3.7800
795.7,-3.7600
795.9,-3.7400
796.1,-3.7000
796.4,-3.6500
796.5,-3.7600
796.8,-3.7400
797.0,-3.7800
797.2,-3.7900
797.4,-3.7300
797.6,-3.8700
797.8,-3.7000
798.0,-3.8400
798.2,-3.5200
798.4,-3.6300
798.6,-3.4900
798.8,-3.5700
799.0,-3.4800
799.2,-3.8000
799.4,-3.4800
799.6,-3.4700
799.8,-3.5200
800.0,-3.5500
800.2,-3.6400
800.4,-3.7400
800.6,-3.7200
800.8,-3.7600
801.0,-3.7000
801.2,-3.4800
801.4,-3.7100
801.6,-3.7900
801.8,-3.8100
802.1,-4.0200
802.2,-3.7300
802.4,-3.8600
802.6,-3.6100
802.9,-3.8500
803.0,-4.0400
803.3,-4.0000
803.5,-3.8200
803.7,-3.8900
803.9,-3.7900
804.0,-3.7800
804.3,-3.6500
804.4,-3.8600
804.7,-3.9300
804.9,-3.8500
805.1,-3.6500
805.3,-3.5300
805.5,-3.6300
805.7,-3.7800
805.9,-3.7400
806.1,-3.8700
806.3,-3.9800
806.5,-3.9800
806.7,-3.7700
806.9,-4.1100
807.1,-3.6500
807.3,-3.8500
807.5,-3.9100
807.8,-3.6800
808.0,-3.6300
808.2,-4.1200
808.4,-4.0000
808.6,-4.0700
808.8,-3.9300
809.0,-3.9500
809.2,-3.7600
809.4,-3.6500
809.6,-3.6400
809.8,-3.5400
810.0,-3.5100
810.3,-3.6600
810.5,-3.8500
810.7,-3.6500
810.9,-3.8200
811.1,-3.8600
811.4,-3.8100
811.5,-3.8100
811.8,-3.8700
812.0,-3.7600
812.2,-3.7000
812.4,-4.2200
812.6,-4.1500
812.8,-4.1700
813.0,-3.9800
813.2,-4.0600
813.4,-3.8300
813.8,-3.8700
814.2,-3.9700
814.6,-3.7400
815.1,-3.4800
815.5,-3.4600
816.0,-3.8100
816.4,-3.4700
816.9,-3.7400
817.3,-3.6300
817.7,-3.7500
818.2,-3.7800
818.6,-3.5700
819.1,-3.8000
819.6,-3.9100
820.0,-3.9900
820.5,-4.1000
820.9,-4.0100
821.4,-3.9400
821.9,-4.0600
822.4,-3.8700
822.8,-4.2300
823.3,-4.3700
823.8,-4.3000
824.3,-4.2800
824.7,-4.5500
825.2,-4.4600
825.6,-4.4900
826.1,-4.6900
826.5,-4.4300
827.0,-4.7400
827.4,-4.6700
827.9,-4.4900
828.4,-4.4300
828.9,-4.4300
829.3,-4.3400
829.8,-4.5000
830.2,-4.4300
830.7,-4.2200
831.1,-4.1500
831.6,-4.3000
832.0,-4.1100
832.5,-4.0800
832.9,-4.0900
833.4,-4.0800
833.9,-4.0800
834.4,-4.1700
834.8,-4.0900
835.3,-4.0600
835.7,-3.9700
836.2,-3.9200
836.6,-3.7000
837.3,-3.6500
839.6,-3.6200
841.7,-3.5100
844.1,-3.5500
846.3,-3.4200
848.5,-3.4000
850.7,-3.4900
852.9,-3.5600
855.1,-3.5300
857.3,-3.4300
859.5,-3.7300
861.7,-3.4400
863.9,-3.4800
866.1,-3.5000
868.3,-3.6300
870.5,-3.5000
872.7,-3.7700
874.9,-3.6500
877.1,-3.6000
879.4,-3.4500
881.7,-3.6200
883.9,-3.4600
886.1,-3.3500
888.3,-3.5500
890.6,-3.6900
892.8,-3.8600
895.1,-3.9400
897.3,-3.9000
899.5,-3.5800
904.0,-3.5900
906.2,-3.6400
908.3,-4.0200
910.6,-3.9800
912.1,-4.2200
912.5,-4.4300
912.8,-4.3500
913.1,-4.1900
913.5,-4.1300
913.8,-4.0100
914.2,-3.9400
914.6,-3.6800
914.9,-3.9100
915.3,-4.1500
915.6,-4.3200
915.9,-3.9600
916.2,-4.1300
916.6,-3.9500
916.9,-4.1300
917.2,-3.9800
917.6,-4.0500
918.0,-4.0900
918.3,-4.2100
918.7,-4.2400
919.0,-4.0900
919.4,-4.1300
919.7,-3.9200
920.1,-3.8000
920.5,-3.8700
920.8,-3.9400
921.1,-4.0500
921.5,-4.3300
921.9,-3.8200
922.2,-3.8800
922.6,-3.6600
922.9,-3.9800
923.3,-3.9000
923.6,-3.8000
924.0,-4.1400
924.4,-3.7700
924.7,-3.9400
925.1,-3.8000
925.5,-3.8300
925.9,-3.9100
929.2,-3.9800
929.7,-4.0400
930.1,-3.9500
930.5,-3.9500
930.9,-3.7200
931.3,-3.8100
931.8,-3.7800
932.3,-3.7900
932.7,-3.9200
933.1,-3.8300
933.5,-3.7800
934.0,-3.8200
934.4,-3.4600
934.8,-3.6200
935.3,-3.0100
935.7,-3.1700
936.1,-3.1100
936.6,-3.5800
937.0,-3.0300
937.4,-2.9900
937.9,-3.1200
938.3,-3.3800
938.7,-3.1400
939.1,-3.1200
939.6,-3.2900
940.0,-3.3300
940.4,-3.0800
940.9,-3.1900
941.4,-3.4500
941.8,-3.3500
942.3,-3.6800
942.8,-3.6000
943.3,-4.0100
943.7,-4.0000
944.2,-4.5300
944.7,-4.4700
945.2,-4.4900
945.7,-4.1300
946.2,-4.4000
946.6,-4.0500
947.1,-4.1900
947.6,-3.9100
948.1,-3.7700
948.6,-3.7200
949.0,-3.8300
949.5,-3.9600
950.0,-3.9600
950.5,-3.9000
951.0,-4.0800
951.5,-4.0600
951.9,-3.8400
952.4,-4.1000
952.9,-3.9400
953.4,-3.8600
953.9,-3.7100
954.3,-3.7500
954.8,-3.9400
955.3,-3.9000
955.8,-3.7700
956.3,-3.8700
956.8,-4.2700
957.2,-4.0800
957.7,-4.0500
958.2,-3.8500
958.7,-3.9700
959.2,-3.9100
959.7,-3.7000
960.1,-3.4300
960.6,-3.5000
961.1,-3.4300
961.6,-3.3400
962.1,-3.4000
962.6,-3.2400
963.1,-3.3000
963.5,-3.9700
964.0,-3.5700
964.5,-3.5700
965.0,-3.4300
965.5,-3.6500
966.0,-3.8000
966.5,-3.7900
967.0,-3.9300
967.4,-3.8200
967.9,-3.8900
968.4,-4.0800
968.9,-4.0100
969.4,-3.9500
969.9,-3.9100
970.4,-3.9800
970.9,-3.9000
971.3,-3.5200
971.8,-3.8200
972.3,-3.9100
972.8,-3.6000
973.3,-3.7100
973.8,-3.8800
974.3,-4.0100
974.7,-3.9300
975.2,-4.0000
975.7,-3.9700
976.2,-3.8900
976.7,-3.9000
977.2,-3.7800
977.6,-3.8000
978.1,-3.7900
978.6,-3.7600
979.1,-3.7600
979.6,-3.6700
980.0,-3.6200
980.5,-3.7100
981.0,-3.5100
981.5,-3.7400
982.0,-3.7100
982.5,-3.7300
983.0,-3.8800
983.4,-3.7800
983.9,-3.8700
984.4,-4.0800
984.9,-4.0000
985.4,-4.0900
985.9,-4.3500
986.3,-4.0500
986.8,-4.1200
987.3,-3.8600
987.8,-3.9100
988.3,-4.0100
988.8,-3.8400
989.3,-3.8000
989.7,-4.1500
990.2,-3.9700
990.7,-3.9500
991.2,-3.9800
991.7,-4.2100
992.2,-4.1900
992.6,-3.7400
993.1,-3.7400
993.6,-3.8200
994.1,-3.8800
994.6,-3.7300
995.1,-3.8000
995.6,-3.9100
996.1,-4.0000
996.6,-3.9800
997.1,-4.0400
997.5,-3.8800
998.0,-3.9000
998.5,-4.0200
999.0,-3.9100
999.5,-3.9300
1000.0,-3.9700
1000.4,-4.0400
1000.9,-3.7300
1001.4,-3.9500
1001.9,-4.1400
1002.4,-4.0800
1002.8,-4.2400
1003.3,-4.3700
1003.8,-4.5400
1004.3,-4.5200
1004.8,-4.1500
1005.3,-4.1500
1005.8,-4.0900
1006.2,-4.4100
1006.7,-3.7200
1007.3,-3.7200
1008.0,-3.7300
1008.7,-3.6500
1009.4,-3.6300
1010.1,-3.8600
1010.9,-3.9300
1011.6,-3.7100
1012.3,-3.9400
1013.0,-3.8400
1013.7,-4.0900
1014.4,-4.0300
1015.1,-4.0400
1015.8,-3.9400
1016.5,-3.9100
1017.2,-3.8500
1017.9,-4.0500
1018.6,-4.0100
1019.3,-3.8400
1020.0,-3.9600
1020.8,-4.0100
1021.5,-3.8900
1022.2,-3.8100
1022.9,-3.8300
1023.6,-3.9200
1024.3,-3.4800
1025.0,-3.4400
1025.8,-3.1600
1026.5,-3.4900
1027.2,-3.3100
1027.9,-3.4000
1028.6,-3.4500
1029.3,-3.4300
1030.0,-3.5300
1030.7,-3.5400
1031.4,-3.5800
1032.2,-3.5000
1034.3,-3.5000
1035.0,-3.3100
1035.7,-3.3600
1036.4,-3.3400
1037.1,-3.3500
1037.8,-3.5000
1038.5,-3.4200
1039.2,-3.4800
1039.9,-3.2900
1040.7,-3.3200
1041.4,-3.3500
1042.1,-3.2300
1042.8,-3.2200
1043.5,-3.4500
1044.3,-3.1800
1045.0,-3.3100
1045.7,-3.2400
1046.4,-3.0100
1047.0,-3.0800
1047.8,-3.0800
1048.5,-3.0100
1049.2,-3.0900
1049.9,-3.2700
1050.6,-3.0600
1051.3,-3.0000
1052.0,-2.9900
1052.7,-3.1200
1053.4,-3.0900
1054.2,-3.2300
1054.9,-3.3400
1055.6,-3.1400
1056.3,-3.3000
1056.9,-3.2300
1057.7,-3.2400
1058.4,-3.1100
1059.1,-3.2800
1059.8,-3.1000
1060.5,-3.1200
1061.3,-3.1300
1062.0,-3.1800
1062.7,-3.0700
1063.4,-3.1000
1064.2,-3.1500
1064.9,-3.0500
1065.6,-3.0600
1066.3,-2.8600
1067.0,-2.8300
1067.6,-3.0000
1068.1,-2.9900
1068.6,-2.8800
1069.1,-2.9400
1069.6,-2.8600
1070.2,-2.8100
1070.7,-2.9800
1071.3,-2.9900
1071.8,-3.0100
1072.3,-3.0400
1072.8,-2.8500
1073.4,-2.8900
1073.9,-3.0200
1074.4,-3.1400
1074.9,-3.1300
1075.4,-3.1500
1076.0,-3.1000
1076.5,-3.0700
1077.0,-2.9600
1077.6,-2.8600
1078.1,-2.8900
1078.6,-2.9400
1079.1,-3.0800
1079.6,-2.9500
1080.1,-2.9900
1080.7,-3.2000
1081.2,-3.1400
1081.7,-3.2900
1082.3,-3.1700
1082.8,-3.1400
1083.3,-3.0400
1083.8,-2.9300
1084.3,-3.0300
1084.8,-3.1900
1085.4,-3.0700
1085.9,-3.3100
1086.4,-3.2100
1086.9,-3.3300
1087.4,-3.2800
1087.9,-3.1100
1088.5,-3.4300
1089.0,-3.3700
1089.5,-3.3800
1090.0,-3.4700
1090.6,-3.5500
1091.1,-3.5400
1091.6,-3.5500
1092.2,-3.7100
1092.7,-3.5400
1093.2,-3.4500
1093.8,-3.6000
1094.3,-3.4400
1094.8,-3.5500
1095.3,-3.6000
1095.8,-3.7300
1096.4,-3.7700
1096.9,-3.8500
1097.4,-4.0400
1098.0,-3.8200
1098.5,-3.9000
1099.0,-3.8600
1099.6,-3.9700
1100.1,-4.4000
1100.6,-3.9500
1101.1,-4.2300
1101.6,-4.4300
1102.1,-4.1400
1102.6,-3.9100
1103.1,-4.3100
1103.6,-4.3300
1104.1,-4.0100
1104.6,-3.9100
1105.1,-4.6100
1105.7,-4.6100
1106.1,-4.4400
1106.7,-4.4200
1107.2,-4.2500
1107.8,-4.1900
1108.3,-4.3600
1108.8,-3.9400
1109.3,-4.0700
1109.8,-4.0900
1110.4,-3.9000
1110.9,-4.3300
1111.4,-4.4900
1111.9,-4.3900
1112.4,-4.3800
1112.9,-4.4300
1113.4,-4.3000
1114.0,-4.7800
1114.5,-4.0800
1115.1,-4.4000
1115.6,-3.9600
1116.1,-3.9700
1116.7,-4.8100
1117.2,-3.9300
1117.7,-4.4600
1118.2,-4.1200
1118.8,-4.1700
1119.3,-4.2100
1119.8,-4.5900
1120.4,-4.3300
1120.9,-3.9900
1121.4,-4.2500
1121.9,-4.0900
1122.5,-4.3800
1123.0,-4.3200
1123.5,-4.5000
1124.6,-4.5900
1125.1,-4.5200
1125.6,-4.4200
1126.1,-4.2600
1126.7,-4.3200
1127.7,-3.8400
1128.2,-3.6000
1128.7,-3.5400
1129.2,-4.0000
1129.8,-3.9700
1130.8,-3.5200
1131.3,-3.4000
1131.8,-3.5000
1132.3,-3.4000
1132.8,-3.4100
1133.4,-3.6800
1133.9,-3.7000
1134.5,-3.7300
1135.0,-3.8300
1135.5,-3.6200
1136.0,-3.8000
1136.6,-3.6400
1137.1,-3.7000
1137.6,-3.7600
1138.1,-3.8900
1138.6,-3.7500
1139.1,-3.5400
1139.7,-3.6900
1140.2,-3.9100
1140.7,-3.5600
1141.2,-3.6800
1141.7,-3.8200
1142.2,-3.8100
1142.7,-3.7900
1143.3,-3.6400
1143.8,-3.5300
1144.3,-3.4600
1144.8,-3.8400
1145.3,-3.7500
1145.9,-3.6900
1146.4,-3.6000
1146.9,-3.5900
1147.5,-3.8700
1148.0,-3.6000
1148.5,-3.7600
1149.1,-3.7900
1149.6,-3.9600
1150.1,-3.7300
1150.6,-3.9900
1151.1,-3.9600
1151.6,-4.0500
1152.1,-4.0900
1152.7,-3.9000
1153.2,-3.8700
1153.7,-4.1600
1154.2,-3.8100
1154.7,-3.9700
1155.2,-4.0300
1155.7,-3.9200
1156.2,-3.9300
1156.8,-4.0800
1157.3,-4.0100
1157.8,-4.1300
1158.3,-4.0100
1158.9,-3.9500
1159.3,-4.2800
1159.9,-4.7000
1160.4,-4.1800
1160.9,-3.9100
1161.4,-4.1000
1161.9,-3.9500
1162.4,-4.3800
1162.9,-4.0100
1163.5,-4.0400
1164.0,-4.1100
1164.6,-3.7000
1165.1,-3.8100
1165.6,-3.8100
1166.2,-3.6900
1166.7,-3.5400
1167.2,-3.6000
1167.8,-3.6500
1168.3,-3.7400
1168.8,-3.6000
1169.3,-3.6900
1169.8,-3.8500
1170.3,-3.9900
1170.8,-4.0600
1171.3,-4.0400
1171.9,-4.0700
1172.4,-3.8600
1172.9,-3.7900
1173.4,-3.9700
1173.9,-4.1200
1174.5,-4.3400
1175.4,-4.2200
1176.3,-4.4800
1177.2,-4.7000
1178.1,-4.4900
1179.0,-4.2400
1180.0,-4.2600
1181.0,-4.1100
1181.9,-4.0600
1182.9,-3.8800
1183.8,-3.9000
1184.8,-3.9500
1185.7,-4.0400
1186.6,-4.1800
1187.6,-4.1300
1188.6,-4.0400
1189.5,-3.8200
1190.5,-3.7500
1191.4,-3.9200
1192.3,-3.7200
1193.2,-3.9600
1194.2,-3.9600
1195.1,-3.9200
1196.0,-3.8800
1197.0,-3.7100
1197.9,-3.5200
1198.9,-3.5400
1199.7,-3.6200
1200.7,-3.7200
1201.6,-3.6300
1202.6,-3.6400
1203.4,-3.4400
1204.3,-3.5200
1205.3,-3.6000
1206.2,-3.6600
1207.2,-3.7700
1209.0,-3.8000
1210.0,-3.8800
1211.0,-3.9700
1212.0,-3.9000
1212.9,-3.9700
1213.8,-4.0700
1214.7,-4.0900
1215.6,-4.0200
1216.5,-3.9800
1217.4,-3.9500
1218.3,-4.1200
1219.3,-4.3600
1220.1,-4.2300
1221.1,-4.1700
1222.0,-4.2200
1222.9,-4.3600
1223.8,-4.4100
1224.7,-4.2800
1225.6,-4.2800
1226.6,-4.2500
1227.5,-4.3500
1228.4,-4.5200
1229.3,-4.6900
1230.3,-4.7800
1231.2,-4.7900
1232.1,-4.6600
1233.0,-4.5800
1233.9,-4.5700
1234.9,-4.6300
1235.8,-4.7700
1236.8,-4.5700
1237.7,-4.6800
1238.6,-4.5600
1239.6,-4.4200
1240.6,-4.2000
1241.5,-3.9100
1242.5,-3.6900
1243.4,-3.6700
1244.4,-3.5800
1245.4,-3.7600
1246.3,-3.9400
1247.2,-3.9000
1248.1,-4.0500
1249.1,-4.2600
1250.0,-4.3100
1250.9,-4.2000
1251.9,-4.1100
1252.7,-3.9300
1253.7,-3.9700
1254.5,-4.0500
1255.5,-4.0000
1256.4,-4.0900
1257.4,-4.2200
1258.3,-4.1700
1259.2,-4.1100
1260.1,-4.2600
1261.0,-4.2100
1262.0,-4.3700
1263.0,-4.0200
1263.9,-3.8300
1264.8,-3.6000
1265.7,-3.7000
1266.6,-3.7300
1267.5,-3.8600
1268.4,-3.9700
1269.4,-4.2500
1270.3,-4.6800
1271.3,-4.6300
1272.2,-4.2700
1273.3,-4.8400
1274.2,-5.0900
1275.1,-4.3900
1276.0,-4.5800
1276.9,-4.4500
1277.8,-4.4400
1278.7,-4.6300
1279.6,-4.6300
1280.6,-4.3400
1281.5,-4.2000
1282.5,-3.9500
1283.5,-3.9700
1284.4,-3.8300
1285.3,-3.7600
1286.3,-4.2700
1287.2,-3.9800
1288.2,-3.9900
1289.1,-3.9100
1290.0,-3.5000
1290.7,-3.4200
1291.3,-3.6800
1291.8,-3.8100
1292.4,-3.5800
1293.0,-3.7800
1293.6,-3.8800
1294.1,-4.1500
1294.7,-4.2500
1295.3,-4.1900
1295.9,-4.1500
1296.5,-4.2500
1297.1,-4.1000
1297.6,-4.2800
1298.2,-4.2700
1298.8,-4.2300
1299.4,-4.1500
1299.9,-4.1000
1300.5,-4.0400
1301.1,-3.9800
1301.7,-4.0500
1302.3,-4.2300
1302.9,-4.3200
1303.5,-4.3400
1304.1,-4.4600
1304.7,-4.4500
1305.4,-4.5300
1306.0,-4.3700
1306.6,-4.4000
1307.2,-4.4600
1307.8,-4.4400
1308.4,-4.5700
1309.0,-4.5200
1309.7,-4.4700
1310.2,-4.3800
1310.8,-4.4300
1311.4,-4.4100
1312.1,-4.4700
1312.7,-4.4800
1313.3,-4.4100
1313.8,-4.3800
1314.5,-4.3100
1315.0,-4.3300
1315.6,-4.3600
1316.2,-4.3600
1316.8,-4.2900
1317.4,-4.3200
1318.0,-4.2900
1318.6,-4.3000
1319.2,-4.3300
1319.8,-4.2700
1320.4,-4.2700
1320.9,-4.2000
1321.5,-4.2800
1322.1,-4.2700
1322.7,-4.2300
1323.3,-4.1800
1323.9,-4.1500
1324.5,-4.0900
1325.1,-4.0800
1325.7,-4.0500
1326.3,-4.3500
1327.5,-3.8200
1328.1,-3.8400
1328.7,-3.7300
1329.3,-3.5800
1329.9,-4.0300
1330.5,-3.6700
1331.1,-3.5800
1331.6,-3.7000
1332.2,-3.7100
1332.8,-3.7100
1333.4,-3.6500
1334.0,-3.4700
1334.6,-3.4500
1335.2,-3.5500
1335.8,-3.4400
1336.4,-3.4700
1337.0,-3.5100
1337.6,-3.6700
1338.2,-3.6800
1338.9,-3.9800
1339.5,-3.6000
1340.1,-3.5900
1340.6,-3.5800
1341.2,-3.5400
1341.7,-3.7100
1342.3,-3.7100
1342.9,-3.8200
1343.5,-3.8200
1344.1,-3.8300
1344.7,-3.6900
1345.3,-3.7100
1345.9,-3.6800
1346.5,-3.7900
1347.1,-3.7800
1347.7,-3.7900
1348.3,-3.7500
1348.8,-3.7500
