year_ce,d13c,sample_id,entity_id
1288.16,-8.9,101953,209
1289.09,-8.71,101952,209
1290.04,-9.08,101951,209
1290.67,-8.92,101950,209
1291.25,-9.66,101949,209
1291.81,-10.03,101948,209
1292.40,-9.57,101947,209
1293.00,-9.66,101946,209
1293.56,-9.84,101945,209
1294.13,-10.2,101944,209
1294.68,-10.11,101943,209
1295.29,-9.99,101942,209
1295.88,-9.78,101941,209
1296.48,-9.91,101940,209
1297.07,-9.66,101939,209
1297.64,-10.05,101938,209
1298.23,-10.01,101937,209
1298.81,-9.9,101936,209
1299.37,-9.15,101935,209
1299.92,-8.9,101934,209
1300.50,-8.85,101933,209
1301.10,-8.95,101932,209
1301.71,-8.96,101931,209
1302.28,-9.2,101930,209
1302.91,-9.48,101929,209
1303.48,-9.62,101928,209
1304.11,-10.0,101927,209
1304.73,-9.86,101926,209
1305.38,-10.08,101925,209
1305.98,-9.94,101924,209
1306.56,-10.02,101923,209
1307.18,-10.18,101922,209
1307.78,-10.04,101921,209
1308.41,-10.08,101920,209
1309.05,-9.96,101919,209
1309.67,-9.96,101918,209
1310.24,-9.86,101917,209
1310.84,-9.93,101916,209
1311.40,-9.83,101915,209
1312.06,-9.86,101914,209
1312.72,-9.85,101913,209
1313.28,-9.73,101912,209
1313.83,-9.63,101911,209
1314.45,-9.5,101910,209
1315.00,-9.24,101909,209
1315.61,-9.31,101908,209
1316.20,-9.22,101907,209
1316.81,-9.24,101906,209
1317.41,-9.28,101905,209
1318.00,-9.18,101904,209
1318.61,-9.25,101903,209
1319.22,-9.5,101902,209
1319.76,-9.48,101901,209
1320.38,-9.03,101900,209
1320.90,-8.84,101899,209
1321.47,-8.97,101898,209
1322.09,-9.14,101897,209
1322.67,-8.96,101896,209
1323.28,-8.67,101895,209
1323.91,-8.44,101894,209
1324.47,-8.31,101893,209
1325.12,-8.48,101892,209
1325.69,-8.32,101891,209
1326.33,-7.23,101890,209
1327.52,-7.94,101889,209
1328.15,-7.83,101888,209
1328.73,-7.81,101887,209
1329.33,-7.81,101886,209
1329.89,-7.69,101885,209
1330.49,-7.64,101884,209
1331.09,-7.67,101883,209
1331.63,-7.66,101882,209
1332.23,-7.74,101881,209
1332.79,-7.62,101880,209
1333.40,-7.65,101879,209
1333.98,-7.68,101878,209
1334.57,-7.76,101877,209
1335.18,-7.88,101876,209
1335.79,-7.82,101875,209
1336.36,-7.9,101874,209
1336.99,-7.88,101873,209
1337.57,-7.89,101872,209
1338.23,-7.74,101871,209
1338.88,-7.77,101870,209
1339.49,-7.75,101869,209
1340.07,-7.49,101868,209
1340.64,-7.69,101867,209
1341.18,-7.6,101866,209
1341.73,-7.68,101865,209
1342.33,-7.85,101864,209
1342.88,-8.11,101863,209
1343.49,-7.81,101862,209
1344.10,-8.0,101861,209
1344.69,-7.84,101860,209
1345.34,-8.01,101859,209
1345.94,-7.72,101858,209
1346.50,-7.82,101857,209
1347.10,-7.84,101856,209
1347.70,-7.94,101855,209
1348.27,-7.93,101854,209
1348.79,-7.96,101853,209
1349.43,-7.75,101852,209
1350.06,-7.94,101851,209
1350.68,-7.86,101850,209
1351.25,-7.74,101849,209
1351.87,-7.81,101848,209
1352.52,-7.83,101847,209
1353.06,-7.93,101846,209
1353.69,-8.07,101845,209
1354.32,-7.95,101844,209
1354.90,-8.08,101843,209
1355.54,-8.08,101842,209
1356.16,-8.19,101841,209
1356.77,-8.29,101840,209
1357.34,-8.22,101839,209
1358.02,-8.41,101838,209
1358.61,-8.4,101837,209
1359.23,-8.57,101836,209
1359.79,-8.56,101835,209
1360.43,-8.63,101834,209
1361.04,-8.58,101833,209
1361.61,-8.72,101832,209
1362.24,-8.79,101831,209
1362.86,-8.75,101830,209
1363.42,-8.85,101829,209
1364.01,-8.54,101828,209
1364.61,-8.38,101827,209
1365.23,-8.57,101826,209
1365.80,-8.53,101825,209
1366.47,-8.5,101824,209
1367.06,-8.58,101823,209
1367.69,-8.65,101822,209
1368.33,-8.81,101821,209
1368.92,-8.77,101820,209
1369.52,-8.87,101819,209
1370.10,-8.7,101818,209
1370.64,-8.89,101817,209
1371.24,-8.9,101816,209
1371.83,-9.1,101815,209
1372.50,-9.1,101814,209
1373.07,-9.13,101813,209
1373.60,-9.08,101812,209
1374.18,-9.03,101811,209
1374.75,-9.16,101810,209
1375.35,-9.47,101809,209
1375.98,-9.23,101808,209
1376.58,-8.93,101807,209
1377.17,-8.84,101806,209
1377.79,-8.77,101805,209
1378.33,-8.86,101804,209
1378.93,-9.07,101803,209
1379.55,-9.19,101802,209
1380.17,-9.29,101801,209
1380.84,-9.07,101800,209
1381.49,-9.08,101799,209
1382.09,-9.26,101798,209
1382.71,-9.28,101797,209
1383.33,-8.83,101796,209
1383.88,-8.59,101795,209
1384.47,-8.39,101794,209
1385.08,-8.15,101793,209
1385.67,-8.24,101792,209
1386.24,-8.16,101791,209
1386.83,-8.05,101790,209
1387.36,-8.09,101789,209
1387.97,-7.98,101788,209
1388.57,-7.85,101787,209
1389.20,-7.77,101786,209
1389.74,-7.71,101785,209
1390.31,-7.73,101784,209
1390.91,-7.78,101783,209
1391.52,-7.74,101782,209
1392.07,-7.84,101781,209
1392.68,-7.97,101780,209
1393.23,-8.08,101779,209
1393.89,-8.35,101778,209
1394.53,-8.49,101777,209
1394.88,-8.48,101776,209
1395.22,-8.57,101775,209
1395.56,-8.55,101774,209
1395.90,-8.63,101773,209
1396.26,-8.71,101772,209
1396.61,-8.57,101771,209
1397.29,-8.83,101770,209
1397.65,-8.92,101769,209
1398.00,-8.77,101768,209
1398.37,-8.94,101767,209
1398.73,-8.93,101766,209
1399.08,-9.12,101765,209
1399.42,-9.27,101764,209
1399.76,-9.42,101763,209
1400.10,-9.18,101762,209
1400.45,-9.18,101761,209
1400.81,-9.02,101760,209
1401.15,-8.76,101759,209
1401.51,-8.78,101758,209
1401.85,-8.67,101757,209
1402.20,-8.59,101756,209
1402.54,-8.53,101755,209
1402.88,-8.56,101754,209
1403.23,-8.43,101753,209
1403.59,-8.62,101752,209
1403.96,-8.53,101751,209
1404.31,-8.62,101750,209
1404.65,-8.71,101749,209
1404.99,-8.66,101748,209
1405.32,-8.78,101747,209
1405.68,-8.86,101746,209
1406.01,-8.76,101745,209
1406.34,-8.81,101744,209
1406.71,-8.8,101743,209
1407.04,-9.03,101742,209
1407.39,-8.93,101741,209
1407.75,-8.84,101740,209
1408.09,-8.98,101739,209
1408.44,-8.9,101738,209
1408.79,-8.84,101737,209
1409.14,-8.75,101736,209
1409.48,-8.53,101735,209
1409.83,-8.27,101734,209
1410.15,-8.35,101733,209
1410.48,-8.34,101732,209
1410.83,-8.28,101731,209
1411.19,-8.32,101730,209
1411.53,-8.38,101729,209
1411.89,-8.34,101728,209
1412.25,-8.33,101727,209
1412.61,-8.18,101726,209
1412.95,-8.19,101725,209
1413.31,-8.2,101724,209
1413.68,-8.21,101723,209
1414.01,-8.26,101722,209
1414.37,-8.2,101721,209
1414.72,-8.12,101720,209
1415.07,-8.1,101719,209
1415.40,-7.95,101718,209
1415.74,-7.87,101717,209
1416.08,-7.83,101716,209
1416.44,-7.85,101715,209
1416.82,-7.95,101714,209
1417.16,-7.84,101713,209
1417.52,-7.96,101712,209
1417.87,-8.09,101711,209
1418.24,-8.08,101710,209
1418.57,-8.21,101709,209
1418.95,-8.21,101708,209
1419.30,-8.36,101707,209
1419.63,-8.3,101706,209
1420.01,-8.32,101705,209
1420.33,-8.4,101704,209
1420.70,-8.32,101703,209
1421.05,-8.35,101702,209
1421.41,-8.29,101701,209
1421.90,-8.18,101700,209
1422.39,-8.13,101699,209
1422.88,-8.03,101698,209
1423.37,-8.0,101697,209
1423.87,-7.92,101696,209
1424.36,-8.13,101695,209
1424.86,-8.23,101694,209
1425.34,-8.11,101693,209
1425.84,-8.1,101692,209
1426.32,-8.12,101691,209
1426.82,-8.06,101690,209
1427.32,-8.07,101689,209
1427.81,-8.14,101688,209
1428.30,-8.08,101687,209
1428.79,-7.96,101686,209
1429.29,-7.96,101685,209
1429.78,-8.02,101684,209
1430.27,-7.92,101683,209
1430.76,-7.97,101682,209
1431.26,-8.03,101681,209
1431.74,-7.96,101680,209
1432.23,-7.88,101679,209
1432.72,-7.88,101678,209
1433.21,-7.8,101677,209
1433.71,-8.09,101676,209
1434.20,-8.33,101675,209
1434.70,-7.82,101674,209
1435.18,-8.06,101673,209
1435.66,-7.73,101672,209
1436.15,-8.05,101671,209
1436.64,-7.83,101670,209
1437.13,-7.88,101669,209
1437.63,-7.62,101668,209
1438.12,-7.88,101667,209
1438.60,-8.35,101666,209
1439.09,-7.94,101665,209
1439.58,-8.25,101664,209
1440.07,-8.11,101663,209
1440.56,-8.19,101662,209
1441.06,-7.77,101661,209
1441.55,-7.94,101660,209
1442.04,-8.02,101659,209
1442.54,-7.78,101658,209
1443.02,-7.95,101657,209
1443.51,-7.92,101656,209
1444.01,-7.69,101655,209
1444.50,-8.0,101654,209
1444.98,-7.65,101653,209
1445.47,-7.85,101652,209
1445.97,-7.77,101651,209
1446.46,-7.72,101650,209
1446.95,-7.45,101649,209
1447.43,-7.6,101648,209
1447.92,-7.63,101647,209
1448.42,-7.47,101646,209
1448.90,-7.36,101645,209
1449.40,-7.39,101644,209
1449.90,-7.69,101643,209
1450.39,-7.53,101642,209
1450.88,-7.72,101641,209
1451.37,-7.57,101640,209
1451.86,-7.81,101639,209
1452.35,-8.18,101638,209
1452.85,-7.56,101637,209
1453.34,-7.57,101636,209
1453.83,-7.38,101635,209
1454.32,-7.45,101634,209
1454.81,-7.52,101633,209
1455.30,-7.44,101632,209
1455.79,-7.41,101631,209
1456.28,-7.41,101630,209
1456.78,-7.38,101629,209
1457.26,-7.56,101628,209
1457.76,-7.61,101627,209
1458.25,-7.58,101626,209
1458.75,-7.6,101625,209
1459.73,-7.73,101624,209
1460.71,-7.52,101623,209
1461.19,-7.66,101622,209
1461.69,-7.66,101621,209
1462.18,-7.9,101620,209
1462.67,-7.88,101619,209
1463.16,-7.88,101618,209
1463.65,-7.97,101617,209
1464.14,-8.01,101616,209
1464.64,-7.91,101615,209
1465.13,-7.94,101614,209
1465.61,-7.79,101613,209
1466.09,-7.74,101612,209
1466.58,-7.8,101611,209
1467.08,-7.79,101610,209
1467.57,-7.68,101609,209
1468.06,-7.67,101608,209
1468.56,-7.45,101607,209
1469.04,-7.11,101606,209
1469.54,-6.95,101605,209
1470.04,-6.81,101604,209
1470.53,-6.5,101603,209
1471.03,-5.96,101602,209
1471.52,-5.7,101601,209
1472.00,-5.73,101600,209
1472.49,-6.52,101599,209
1472.97,-7.29,101598,209
1473.45,-7.31,101597,209
1473.93,-7.4,101596,209
1474.41,-7.29,101595,209
1474.89,-7.14,101594,209
1475.37,-7.15,101593,209
1475.86,-7.07,101592,209
1476.34,-6.97,101591,209
1476.82,-7.15,101590,209
1477.30,-7.09,101589,209
1477.77,-7.27,101588,209
1478.25,-7.34,101587,209
1478.73,-7.34,101586,209
1479.21,-7.35,101585,209
1479.69,-7.38,101584,209
1480.17,-7.44,101583,209
1480.66,-7.47,101582,209
1481.13,-7.48,101581,209
1481.61,-7.51,101580,209
1482.09,-7.44,101579,209
1482.57,-7.33,101578,209
1483.05,-7.54,101577,209
1483.52,-7.46,101576,209
1483.99,-7.48,101575,209
1484.47,-7.41,101574,209
1484.95,-7.41,101573,209
1485.43,-7.37,101572,209
1485.90,-7.37,101571,209
1486.38,-7.3,101570,209
1486.86,-7.36,101569,209
1487.34,-7.31,101568,209
1487.82,-7.4,101567,209
1488.30,-7.44,101566,209
1488.78,-7.45,101565,209
1489.26,-7.57,101564,209
1489.74,-7.59,101563,209
1490.22,-7.55,101562,209
1490.70,-7.64,101561,209
1491.18,-7.64,101560,209
1491.66,-7.66,101559,209
1492.14,-7.7,101558,209
1492.62,-7.65,101557,209
1493.09,-7.69,101556,209
1493.57,-7.68,101555,209
1494.04,-7.62,101554,209
1494.51,-7.6,101553,209
1494.99,-7.61,101552,209
1495.47,-7.67,101551,209
1495.94,-7.56,101550,209
1496.42,-7.51,101549,209
1496.90,-7.38,101548,209
1497.38,-7.3,101547,209
1497.86,-7.48,101546,209
1498.34,-7.53,101545,209
1498.82,-7.61,101544,209
1499.30,-7.57,101543,209
1499.78,-7.4,101542,209
1500.26,-7.43,101541,209
1500.74,-7.55,101540,209
1501.22,-7.58,101539,209
1501.70,-7.68,101538,209
1502.17,-7.67,101537,209
1502.65,-7.68,101536,209
1503.13,-7.53,101535,209
1503.60,-7.7,101534,209
1504.08,-7.69,101533,209
1504.56,-7.88,101532,209
1505.04,-7.91,101531,209
1505.51,-7.89,101530,209
1506.00,-7.88,101529,209
1506.47,-8.2,101528,209
1506.95,-8.36,101527,209
1507.44,-8.34,101526,209
1507.91,-8.4,101525,209
1508.39,-8.39,101524,209
1508.87,-8.36,101523,209
1509.35,-8.47,101522,209
1509.83,-8.44,101521,209
1510.31,-8.41,101520,209
1510.79,-8.44,101519,209
1511.27,-8.36,101518,209
1511.74,-8.35,101517,209
1512.22,-8.41,101516,209
1512.70,-8.44,101515,209
1513.18,-8.43,101514,209
1513.65,-8.42,101513,209
1514.13,-8.3,101512,209
1514.61,-8.29,101511,209
1515.10,-8.37,101510,209
1515.57,-8.38,101509,209
1516.05,-8.37,101508,209
1516.53,-8.24,101507,209
1517.00,-8.19,101506,209
1517.48,-8.16,101505,209
1517.96,-8.14,101504,209
1518.44,-8.27,101503,209
1518.91,-8.16,101502,209
1519.39,-8.21,101501,209
1519.87,-8.12,101500,209
1520.35,-8.05,101499,209
1520.82,-8.32,101498,209
1521.31,-8.14,101497,209
1521.79,-8.13,101496,209
1522.27,-8.3,101495,209
1522.74,-8.39,101494,209
1523.22,-8.39,101493,209
1523.70,-8.42,101492,209
1524.18,-8.35,101491,209
1524.66,-8.47,101490,209
1525.13,-8.39,101489,209
1525.61,-8.39,101488,209
1526.09,-8.36,101487,209
1526.57,-8.41,101486,209
1527.05,-8.41,101485,209
1527.53,-8.35,101484,209
1528.01,-8.37,101483,209
1528.49,-8.3,101482,209
1528.97,-8.21,101481,209
1529.46,-8.32,101480,209
1529.93,-8.22,101479,209
1530.41,-8.1,101478,209
1530.89,-8.35,101477,209
1531.37,-8.4,101476,209
1531.85,-8.24,101475,209
1532.33,-8.37,101474,209
1532.81,-8.31,101473,209
1533.29,-8.07,101472,209
1533.76,-8.03,101471,209
1534.24,-7.94,101470,209
1534.72,-7.73,101469,209
1535.20,-7.64,101468,209
1535.68,-7.69,101467,209
1536.16,-7.6,101466,209
1536.64,-8.02,101465,209
1537.11,-7.69,101464,209
1537.59,-7.59,101463,209
1538.07,-7.74,101462,209
1538.54,-7.3,101461,209
1539.02,-7.32,101460,209
1539.50,-7.41,101459,209
1539.98,-7.81,101458,209
1540.46,-7.67,101457,209
1540.94,-7.49,101456,209
1541.42,-7.66,101455,209
1541.90,-7.74,101454,209
1542.38,-7.69,101453,209
1542.86,-7.65,101452,209
1543.34,-7.55,101451,209
1543.83,-7.55,101450,209
1544.31,-7.54,101449,209
1544.78,-7.41,101448,209
1545.26,-7.4,101447,209
1545.74,-7.16,101446,209
1546.22,-7.15,101445,209
1546.69,-7.13,101444,209
1547.07,-7.21,101443,209
1547.44,-7.36,101442,209
1547.82,-7.38,101441,209
1548.19,-7.17,101440,209
1548.56,-7.1,101439,209
1548.95,-6.76,101438,209
1549.31,-6.68,101437,209
1549.68,-6.68,101436,209
1550.05,-6.84,101435,209
1550.42,-6.9,101434,209
1550.79,-7.0,101433,209
1551.17,-7.35,101432,209
1551.55,-7.39,101431,209
1551.93,-7.27,101430,209
1552.29,-7.25,101429,209
1552.65,-7.31,101428,209
1553.02,-7.48,101427,209
1553.38,-7.24,101426,209
1553.75,-7.25,101425,209
1554.12,-7.27,101424,209
1554.50,-7.29,101423,209
1554.88,-7.39,101422,209
1555.24,-7.41,101421,209
1555.61,-7.42,101420,209
1555.98,-7.42,101419,209
1556.37,-7.67,101418,209
1556.74,-7.63,101417,209
1557.11,-7.64,101416,209
1557.48,-7.76,101415,209
1557.84,-7.9,101414,209
1558.21,-7.89,101413,209
1558.58,-8.04,101412,209
1558.96,-8.09,101411,209
1559.35,-8.47,101410,209
1559.71,-8.17,101409,209
1560.08,-8.39,101408,209
1560.45,-8.34,101407,209
1560.83,-8.41,101406,209
1561.20,-8.23,101405,209
1561.57,-8.19,101404,209
1561.94,-8.16,101403,209
1562.32,-8.49,101402,209
1562.69,-8.29,101401,209
1563.06,-8.13,101400,209
1563.44,-8.14,101399,209
1563.81,-8.31,101398,209
1564.17,-8.15,101397,209
1564.55,-7.96,101396,209
1564.93,-8.17,101395,209
1565.30,-8.07,101394,209
1565.66,-8.05,101393,209
1566.02,-8.37,101392,209
1566.41,-8.16,101391,209
1566.78,-8.08,101390,209
1567.17,-8.0,101389,209
1567.56,-7.92,101388,209
1567.94,-8.11,101387,209
1568.33,-7.96,101386,209
1568.70,-7.87,101385,209
1569.06,-7.92,101384,209
1569.43,-7.95,101383,209
1569.82,-8.44,101382,209
1570.19,-8.16,101381,209
1570.94,-8.06,101380,209
1571.32,-8.34,101379,209
1571.70,-8.14,101378,209
1572.07,-8.18,101377,209
1572.44,-8.2,101376,209
1572.81,-8.17,101375,209
1573.19,-8.11,101374,209
1573.57,-8.29,101373,209
1573.94,-8.17,101372,209
1574.32,-8.12,101371,209
1574.69,-8.29,101370,209
1575.06,-7.9,101369,209
1575.43,-8.27,101368,209
1575.81,-8.11,101367,209
1576.19,-8.0,101366,209
1576.56,-8.14,101365,209
1576.94,-8.26,101364,209
1577.32,-7.99,101363,209
1577.71,-7.97,101362,209
1578.08,-7.94,101361,209
1578.45,-7.92,101360,209
1578.82,-7.98,101359,209
1579.19,-7.95,101358,209
1579.56,-8.15,101357,209
1579.93,-7.94,101356,209
1580.30,-8.04,101355,209
1580.67,-8.07,101354,209
1581.04,-8.13,101353,209
1581.41,-8.03,101352,209
1581.78,-8.13,101351,209
1582.16,-8.33,101350,209
1582.54,-8.36,101349,209
1582.91,-8.07,101348,209
1583.29,-8.13,101347,209
1583.67,-8.18,101346,209
1584.05,-8.2,101345,209
1584.81,-8.05,101344,209
1585.18,-8.11,101343,209
1585.54,-8.27,101342,209
1585.92,-7.77,101341,209
1586.30,-7.82,101340,209
1586.66,-7.92,101339,209
1587.03,-8.07,101338,209
1587.40,-7.69,101337,209
1587.78,-7.67,101336,209
1588.15,-7.87,101335,209
1588.52,-8.03,101334,209
1588.90,-7.98,101333,209
1589.27,-8.05,101332,209
1589.64,-7.97,101331,209
1590.02,-7.95,101330,209
1590.40,-7.94,101329,209
1590.77,-8.08,101328,209
1591.15,-8.08,101327,209
1591.53,-7.81,101326,209
1591.91,-7.81,101325,209
1592.29,-7.66,101324,209
1592.66,-8.31,101323,209
1593.03,-8.01,101322,209
1593.41,-7.92,101321,209
1594.92,-8.09,101320,209
1595.30,-8.02,101319,209
1595.67,-7.97,101318,209
1596.05,-7.98,101317,209
1596.42,-7.94,101316,209
1596.79,-8.03,101315,209
1597.16,-8.04,101314,209
1597.54,-8.08,101313,209
1597.92,-8.18,101312,209
1598.29,-8.27,101311,209
1598.67,-8.16,101310,209
1599.05,-8.15,101309,209
1599.43,-8.17,101308,209
1599.81,-8.11,101307,209
1600.18,-8.08,101306,209
1600.55,-8.15,101305,209
1600.93,-8.08,101304,209
1601.31,-8.03,101303,209
1601.68,-8.06,101302,209
1602.06,-7.94,101301,209
1602.44,-7.88,101300,209
1602.81,-7.99,101299,209
1603.56,-7.88,101298,209
1603.94,-7.99,101297,209
1604.32,-7.98,101296,209
1604.70,-8.08,101295,209
1605.06,-7.87,101294,209
1605.43,-8.05,101293,209
1605.81,-8.09,101292,209
1606.18,-8.03,101291,209
1606.55,-8.06,101290,209
1606.92,-8.13,101289,209
1607.30,-8.27,101288,209
1607.67,-8.13,101287,209
1608.04,-8.17,101286,209
1608.41,-8.1,101285,209
1608.78,-8.02,101284,209
1609.15,-8.12,101283,209
1609.52,-8.06,101282,209
1609.89,-7.97,101281,209
1610.26,-8.02,101280,209
1610.63,-8.05,101279,209
1611.00,-8.1,101278,209
1611.38,-8.03,101277,209
1611.75,-8.06,101276,209
1612.12,-8.1,101275,209
1612.49,-8.04,101274,209
1612.85,-8.1,101273,209
1613.22,-8.02,101272,209
1613.59,-7.97,101271,209
1613.95,-7.97,101270,209
1614.33,-7.87,101269,209
1614.71,-8.05,101268,209
1615.08,-8.0,101267,209
1615.46,-8.45,101266,209
1616.08,-6.94,101265,209
1616.65,-6.83,101264,209
1617.31,-6.97,101263,209
1617.90,-6.76,101262,209
1618.52,-7.65,101261,209
1619.13,-7.56,101260,209
1619.76,-7.52,101259,209
1620.37,-7.45,101258,209
1620.96,-7.39,101257,209
1621.52,-7.33,101256,209
1622.14,-7.14,101255,209
1622.74,-7.42,101254,209
1623.31,-7.83,101253,209
1623.93,-7.67,101252,209
1624.47,-7.52,101251,209
1625.07,-7.69,101250,209
1625.66,-6.95,101249,209
1626.26,-6.81,101248,209
1626.91,-7.16,101247,209
1627.54,-7.0,101246,209
1628.15,-6.95,101245,209
1628.74,-6.92,101244,209
1629.30,-6.88,101243,209
1629.87,-6.4,101242,209
1632.27,-6.51,101241,209
1632.85,-6.84,101240,209
1633.44,-7.1,101239,209
1634.07,-7.26,101238,209
1634.64,-7.05,101237,209
1635.23,-7.8,101236,209
1635.81,-7.71,101235,209
1636.42,-8.11,101234,209
1637.04,-7.56,101233,209
1637.65,-8.11,101232,209
1638.25,-7.73,101231,209
1638.81,-7.44,101230,209
1639.42,-7.38,101229,209
1640.08,-7.34,101228,209
1640.68,-7.66,101227,209
1641.29,-6.94,101226,209
1641.89,-6.68,101225,209
1642.46,-6.37,101224,209
1643.59,-6.76,101223,209
1644.23,-6.81,101222,209
1644.80,-7.3,101221,209
1645.36,-7.16,101220,209
1645.93,-7.25,101219,209
1646.56,-7.67,101218,209
1647.19,-7.71,101217,209
1647.79,-8.03,101216,209
1648.44,-7.59,101215,209
1649.02,-7.44,101214,209
1649.62,-7.77,101213,209
1650.25,-7.61,101212,209
1650.82,-7.71,101211,209
1651.44,-7.99,101210,209
1653.29,-7.8,101209,209
1653.92,-8.03,101208,209
1654.49,-7.99,101207,209
1655.05,-7.91,101206,209
1655.70,-7.93,101205,209
1656.26,-7.81,101204,209
1656.84,-7.7,101203,209
1657.42,-7.79,101202,209
1658.05,-7.68,101201,209
1658.64,-7.85,101200,209
1659.17,-7.7,101199,209
1659.75,-7.92,101198,209
1660.35,-7.76,101197,209
1660.92,-7.78,101196,209
1661.46,-7.65,101195,209
1661.99,-7.54,101194,209
1662.59,-7.62,101193,209
1663.20,-7.11,101192,209
1663.80,-7.03,101191,209
1664.45,-7.07,101190,209
1665.08,-6.97,101189,209
1665.67,-6.87,101188,209
1666.27,-7.19,101187,209
1666.83,-7.04,101186,209
1667.16,-7.17,101185,209
1667.48,-7.8,101184,209
1667.84,-7.96,101183,209
1668.21,-8.3,101182,209
1668.47,-8.34,101181,209
1668.81,-8.34,101180,209
1669.16,-8.23,101179,209
1669.45,-8.32,101178,209
1669.70,-8.23,101177,209
1670.08,-8.29,101176,209
1670.43,-8.41,101175,209
1670.74,-8.26,101174,209
1671.07,-8.2,101173,209
1671.41,-8.35,101172,209
1671.70,-8.31,101171,209
1672.03,-8.1,101170,209
1672.38,-8.22,101169,209
1672.68,-8.36,101168,209
1673.01,-8.05,101167,209
1673.29,-8.0,101166,209
1673.65,-8.1,101165,209
1674.04,-8.04,101164,209
1674.27,-8.13,101163,209
1674.55,-8.14,101162,209
1674.88,-7.96,101161,209
1675.21,-8.0,101160,209
1675.48,-8.06,101159,209
1675.80,-7.75,101158,209
1676.13,-7.79,101157,209
1676.39,-7.76,101156,209
1676.77,-7.78,101155,209
1677.03,-7.77,101154,209
1677.28,-7.61,101153,209
1677.57,-7.56,101152,209
1677.90,-7.72,101151,209
1678.25,-7.65,101150,209
1678.55,-7.78,101149,209
1678.86,-7.64,101148,209
1679.14,-7.56,101147,209
1679.35,-7.65,101146,209
1679.62,-7.21,101145,209
1679.95,-7.35,101144,209
1680.21,-7.38,101143,209
1680.47,-7.42,101142,209
1680.82,-7.52,101141,209
1681.17,-7.37,101140,209
1681.49,-7.3,101139,209
1681.78,-7.34,101138,209
1682.06,-7.5,101137,209
1682.36,-7.59,101136,209
1682.72,-7.45,101135,209
1682.94,-7.49,101134,209
1683.29,-7.53,101133,209
1683.55,-7.47,101132,209
1683.76,-7.51,101131,209
1684.01,-7.47,101130,209
1684.38,-7.31,101129,209
1684.68,-7.72,101128,209
1684.90,-7.51,101127,209
1685.20,-7.67,101126,209
1685.52,-7.65,101125,209
1685.73,-7.68,101124,209
1686.66,-7.61,101123,209
1687.58,-7.76,101122,209
1688.50,-7.96,101121,209
1689.40,-7.56,101120,209
1690.30,-7.52,101119,209
1691.27,-7.47,101118,209
1692.17,-7.71,101117,209
1696.80,-7.34,101116,209
1697.76,-7.6,101115,209
1699.70,-7.81,101114,209
1700.65,-7.82,101113,209
1701.59,-7.65,101112,209
1702.59,-8.02,101111,209
1703.56,-7.99,101110,209
1705.50,-8.16,101109,209
1706.36,-8.16,101108,209
1707.25,-8.06,101107,209
1715.71,-7.93,101106,209
1716.71,-7.85,101105,209
1718.54,-7.94,101104,209
1719.46,-7.75,101103,209
1720.45,-7.69,101102,209
1721.39,-7.54,101101,209
1722.31,-7.98,101100,209
1723.31,-7.99,101099,209
1724.29,-7.93,101098,209
1725.16,-7.82,101097,209
1726.04,-7.69,101096,209
1726.92,-7.69,101095,209
1727.88,-7.71,101094,209
1728.77,-7.53,101093,209
1729.76,-7.53,101092,209
1730.69,-7.38,101091,209
1731.62,-7.33,101090,209
1732.59,-7.38,101089,209
1733.52,-7.44,101088,209
1734.48,-7.58,101087,209
1736.39,-7.44,101086,209
1737.24,-7.45,101085,209
1738.17,-7.46,101084,209
1739.05,-7.51,101083,209
1739.90,-7.15,101082,209
1740.68,-7.46,101081,209
1741.64,-7.37,101080,209
1742.49,-7.52,101079,209
1743.41,-7.42,101078,209
1744.41,-7.75,101077,209
1745.25,-7.79,101076,209
1747.04,-7.8,101075,209
1748.05,-7.65,101074,209
1748.97,-7.41,101073,209
1749.92,-7.29,101072,209
1750.83,-7.3,101071,209
1751.77,-7.63,101070,209
1753.59,-7.15,101069,209
1754.49,-7.13,101068,209
1755.41,-7.17,101067,209
1756.30,-7.18,101066,209
1757.20,-7.19,101065,209
1758.12,-7.01,101064,209
1759.07,-7.62,101063,209
1760.08,-6.98,101062,209
1760.96,-7.32,101061,209
1761.89,-7.03,101060,209
1762.81,-7.06,101059,209
1763.69,-6.98,101058,209
1764.58,-7.35,101057,209
1765.44,-6.8,101056,209
1766.34,-6.48,101055,209
1767.23,-6.23,101054,209
1768.21,-5.96,101053,209
1769.21,-5.45,101052,209
1770.16,-5.41,101051,209
1771.01,-5.32,101050,209
1771.92,-5.87,101049,209
1772.28,-6.53,101048,209
1772.59,-5.97,101047,209
1772.96,-6.15,101046,209
1773.28,-6.39,101045,209
1773.63,-6.34,101044,209
1774.01,-6.11,101043,209
1774.36,-6.47,101042,209
1774.71,-6.72,101041,209
1775.06,-6.82,101040,209
1775.41,-6.75,101039,209
1775.76,-6.77,101038,209
1776.14,-7.26,101037,209
1776.51,-7.22,101036,209
1776.88,-7.3,101035,209
1777.23,-7.61,101034,209
1777.53,-7.63,101033,209
1777.84,-7.76,101032,209
1778.15,-7.67,101031,209
1778.50,-7.66,101030,209
1778.87,-7.75,101029,209
1779.26,-7.78,101028,209
1779.63,-7.87,101027,209
1780.02,-7.73,101026,209
1780.39,-7.6,101025,209
1780.78,-7.6,101024,209
1781.18,-7.56,101023,209
1781.53,-7.38,101022,209
