depth_sample,interp_age,sample_thickness,d18O_measurement,d13C_measurement,Mg_Ca_measurement,P_Ca_measurement,Sr_Ca_measurement,U_Ca_measurement,year_CE
0.0,-62.0,0.2,-3.668,-4.6915,1.87936852380952,0.350983557142857,0.102556809523809,5.886496e-05,2012.0
0.2,-61.0,0.2,-2.81181980655,-3.90025,2.13128534615384,0.308690176923076,0.0973401153846153,5.75927719230769e-05,2011.0
0.4,-60.0,0.2,-2.812,-3.90025,2.11818738461538,0.252512007692307,0.108745269230769,4.8758443076923e-05,2010.0
0.6,-59.0,0.2,-3.344,-4.079875,2.44146729629629,0.323535107407407,0.109605259259259,5.3234924074074e-05,2009.0
0.8,-58.0,0.2,-2.846,-3.634,2.29457911538461,0.350152353846153,0.0937426153846154,4.99010899999999e-05,2008.0
1.0,-57.0,0.2,-3.144,-3.76625,2.07831519230769,0.33305618076923,0.0978104615384615,5.60095573076923e-05,2007.0
1.2,-56.0,0.25,-3.539,-4.212875,2.289432125,0.309156487499999,0.08433803125,6.18621571875e-05,2006.0
1.45,-54.0,0.15,-3.702,-4.887375,2.0726652,0.266237145,0.088204,4.33748949999999e-05,2004.0
1.6,-53.0,0.2,-3.268,-5.0425,1.9378183076923,0.293971503846153,0.0792133461538461,5.36848538461538e-05,2003.0
1.8,-52.0,0.2,-3.791,-4.59875,2.24554473076923,0.370769542307692,0.0652644615384615,5.49892865384615e-05,2002.0
2.0,-51.0,0.2,-3.885,-4.123,2.1655383076923,0.422087292307692,0.078837423076923,5.49352738461538e-05,2001.0
2.2,-50.0,0.2,-4.004,-4.23,1.74388515384615,0.387547942307692,0.103655423076923,5.02341076923076e-05,2000.0
2.4,-49.0,0.2,-3.551,-4.58125,1.79151357692307,0.361236996153846,0.100707,4.73740511538461e-05,1999.0
2.6,-47.0,0.2,-3.752,-5.3875,1.98120126923076,0.637491584615384,0.121176038461538,4.28668569230769e-05,1997.0
2.8,-46.0,0.2,-4.281,-6.240625,2.03529707692307,0.593413723076923,0.114131384615384,5.24518684615384e-05,1996.0
3.0,-45.0,0.2,-4.278,-6.06745,1.6246903076923,0.465078196153846,0.0922447692307692,5.57528723076923e-05,1995.0
3.2,-44.0,0.2,-4.086,-5.345,1.80152961538461,0.473973411538461,0.10648123076923,0.0001968112434615,1994.0
3.4,-43.0,0.2,-4.096,-5.3245,1.90907076923076,0.337150396153846,0.0871587692307692,5.47392896153846e-05,1993.0
3.6,-41.0,0.2,-4.432,-5.27725,1.80558846153846,0.332828184615384,0.0734297307692307,5.06546273076923e-05,1991.0
3.8,-40.0,0.2,-4.207,-5.020875,2.08896188461538,0.245393819230769,0.0859093846153846,3.85761638461538e-05,1990.0
4.0,-39.0,0.2,-3.982,-4.65775,1.79407111111111,0.30325447037037,0.0884547407407407,3.7068087037037e-05,1989.0
4.2,-38.0,0.2,-4.042,-5.096625,1.70508857692307,0.269563788461538,0.0975941538461538,4.32592434615384e-05,1988.0
4.4,-37.0,0.199999999999999,-4.397,-5.522375,1.83982169230769,0.285293434615384,0.0854592307692307,3.68558815384615e-05,1987.0
4.6,-36.0,0.2,-4.24,-5.5,1.7596658076923,0.452187784615384,0.103080192307692,4.89303053846153e-05,1986.0
4.8,-35.0,0.2,-4.44,-5.3347875,2.98114573076923,0.663817165384615,0.0971551153846153,5.958874e-05,1985.0
5.0,-33.0,0.2,-3.853,-4.9585,1.82313269230769,0.308918169230769,0.0818584999999999,7.4774665e-05,1983.0
5.2,-32.0,0.2,-3.76,-4.666875,1.85519734615384,0.269820757692307,0.0900584615384615,5.72563861538461e-05,1982.0
5.4,-31.0,0.199999999999999,-3.777,-4.632375,1.75887588461538,0.242569115384615,0.0985367307692307,4.60860823076923e-05,1981.0
5.6,-30.0,0.2,-3.878,-4.81125,1.72414569230769,0.271313184615384,0.077626,4.66479326923076e-05,1980.0
5.8,-29.0,0.2,-4.004,-5.078875,1.79329953846153,0.305492042307692,0.0867368846153846,5.12647957692307e-05,1979.0
6.0,-27.0,0.2,-3.8,-4.94475,1.87055853846153,0.320922346153846,0.080026923076923,5.41906411538461e-05,1977.0
6.2,-26.0,0.2,-3.993,-4.59295,1.97747765384615,0.3586201,0.0923459615384615,6.13606776923076e-05,1976.0
6.4,-25.0,0.199999999999999,-3.719,-4.16664166666667,2.10209042307692,0.223172819230769,0.0931677692307692,0.0001329043153846,1975.0
6.6,-24.0,0.2,-3.639,-4.27625,2.06002746153846,0.280875911538461,0.085565423076923,9.50939323076923e-05,1974.0
6.8,-23.0,0.2,-4.057,-4.15985,1.96101515384615,0.243404296153846,0.0863908846153846,7.49094365384615e-05,1973.0
7.0,-22.0,0.2,-3.685,-4.593,2.07937057692307,0.234378407692307,0.102287076923076,7.37155619230769e-05,1972.0
7.2,-21.0,0.2,-4.141,-5.170375,1.76241111538461,0.196515611538461,0.0880136923076923,6.6460843076923e-05,1971.0
7.4,-19.0,0.199999999999999,-3.817,-5.12375,1.79992399999999,0.254974765384615,0.076856923076923,6.96546757692307e-05,1969.0
7.6,-18.0,0.2,-4.191,-5.150925,1.62088807407407,0.322837455555555,0.0720076296296296,6.17803051851852e-05,1968.0
7.8,-17.0,0.2,-4.04,-4.897875,1.62686596153846,0.314388792307692,0.0823854615384615,5.23095546153846e-05,1967.0
8.0,-16.0,0.199999999999999,-4.153,-4.341375,1.99844853846153,0.236254926923076,0.0866296538461538,7.11069392307692e-05,1966.0
8.2,-15.0,0.200000000000001,-4.543,-4.499125,1.8781108076923,0.314901503846153,0.0824471153846153,6.37269369230769e-05,1965.0
8.4,-13.0,0.199999999999999,-4.083,-4.18375,2.51684426923076,0.371598699999999,0.090674,0.0001171297753846,1963.0
8.6,-12.0,0.200000000000001,-3.947,-4.38875,2.56835511538461,0.517451515384615,0.0881773846153846,6.27446765384615e-05,1962.0
8.8,-11.0,0.199999999999999,-4.089,-4.533125,2.09547707692307,0.242724423076923,0.0832220384615384,7.16483907692307e-05,1961.0
9.0,-10.0,0.199999999999999,-4.405,-4.7155,1.86150169230769,0.391105457692307,0.0822096153846153,6.24210134615384e-05,1960.0
9.2,-9.0,0.200000000000001,-4.043,-4.55975,1.89942561538461,0.246731769230769,0.0837373846153846,5.70618519230769e-05,1959.0
9.4,-8.0,0.199999999999999,-4.175,-4.892625,1.78421023076923,0.25793963076923,0.0731644615384615,5.82620319230769e-05,1958.0
9.6,-6.0,0.200000000000001,-4.309,-4.93825833333333,1.88704526923076,0.188058007692307,0.0946307692307692,8.37442076923076e-05,1956.0
9.8,-5.0,0.199999999999999,-4.197,-4.965125,1.83187007692307,0.262056696153846,0.0735368461538461,5.59068599999999e-05,1955.0
10.0,-4.0,0.199999999999999,-4.142,-4.941875,1.66883615384615,0.323977534615384,0.075902423076923,4.60915242307692e-05,1954.0
10.2,-3.0,0.200000000000001,-3.584,-4.9375,1.7257538076923,0.352837192307692,0.0713365384615384,5.16947488461538e-05,1953.0
10.4,-2.0,0.199999999999999,-4.321,-4.62045,1.65476003846153,0.311939138461538,0.083324923076923,8.61901003846154e-05,1952.0
10.6,0.0,0.200000000000001,-4.095,-4.812375,1.73065126923076,0.246431253846153,0.0918920769230769,5.6337458076923e-05,1950.0
10.8,1.0,0.199999999999999,-4.119,-4.69625,1.72313303846153,0.271944392307692,0.0835940384615384,5.46842596153846e-05,1949.0
11.0,2.0,0.199999999999999,-4.793,-5.726,1.78793885185185,0.283109314814814,0.0826375555555555,0.0001307699948148,1948.0
11.2,3.0,0.200000000000001,-4.396,-5.7025,1.64938146153846,0.303558607692307,0.0772461153846153,5.5933878076923e-05,1947.0
11.4,4.0,0.199999999999999,-4.572,-5.506,1.85837246153846,0.215950376923076,0.082778,5.84866665384615e-05,1946.0
11.6,6.0,0.200000000000001,-4.152,-5.259625,1.57340738461538,0.183362714615384,0.0944881153846153,7.03884915384615e-05,1944.0
11.8,7.0,0.199999999999999,-4.759,-5.681125,1.6127985,0.305981038461538,0.0868925769230769,4.77233407692307e-05,1943.0
12.0,8.0,0.199999999999999,-4.324,-5.53525,1.83107861538461,0.62476663076923,0.0767380769230769,5.00214603846153e-05,1942.0
12.2,9.0,0.200000000000001,-4.615,-5.6624375,1.64365023076923,0.396579173076923,0.0828170384615384,5.97224565384615e-05,1941.0
12.4,10.0,0.199999999999999,-4.688,-5.719125,1.80611753846153,0.288820438461538,0.0951869230769231,0.0001038085080769,1940.0
12.6,12.0,0.200000000000001,-4.861,-5.84625,1.73802569230769,0.335648138461538,0.0879515384615384,8.68677746153846e-05,1938.0
12.8,13.0,0.199999999999999,-4.676,-5.876425,1.7354645,0.334783092307692,0.0813543846153846,5.81299276923076e-05,1937.0
13.0,14.0,0.199999999999999,-4.508,-5.432,2.24420603846153,0.258312349999999,0.0773723846153846,5.82690657692307e-05,1936.0
13.2,15.0,0.200000000000001,-4.918,-5.28025,1.99407207692307,0.3091485,0.0827840769230769,0.0001284254096153,1935.0
13.4,16.0,0.199999999999999,-4.431,-4.50075,2.02383984615384,0.265704107692307,0.0902126923076923,7.4559205e-05,1934.0
13.6,17.0,0.200000000000001,-4.363,-4.23975,2.19410003846153,0.216387199615384,0.0886298461538461,0.0001572034253846,1933.0
13.8,19.0,0.199999999999999,-4.393,-4.1914375,1.93391484615384,0.216517796153846,0.0835430384615384,9.24455573076923e-05,1931.0
14.0,20.0,0.199999999999999,-4.367,-4.321,1.92731023076923,0.197553934615384,0.0979814615384615,0.0002373840896153,1930.0
14.2,21.0,0.200000000000001,-4.442,-4.618125,1.73795134615384,0.250400196153846,0.0859108461538461,0.0001297700553846,1929.0
14.4,22.0,0.199999999999999,-4.379,-4.959625,1.97983518518518,0.220212677777777,0.100860851851851,0.0002844918444444,1928.0
14.6,23.0,0.200000000000001,-4.273,-5.213,1.73690084615384,0.229933311538461,0.0865585769230769,0.0001777822003846,1927.0
14.8,24.0,0.199999999999999,-4.447,-5.107375,2.13365242307692,0.185504834615384,0.0988826923076923,0.0001654994996153,1926.0
15.0,25.0,0.199999999999999,-4.805,-5.03871666666667,1.59195138461538,0.259543819230769,0.0868841923076923,0.0001322318484615,1925.0
15.2,27.0,0.200000000000001,-3.888,-4.9695,2.07013907692307,0.27223593076923,0.0892350769230769,9.31795623076923e-05,1923.0
15.4,28.0,0.199999999999999,-4.275,-4.56165,1.7838695,0.321845996153846,0.0749303461538461,7.23197123076923e-05,1922.0
15.6,29.0,0.200000000000001,-4.223,-4.498375,1.87869607692307,0.197406746153846,0.0943554999999999,0.0003109586465384,1921.0
15.8,30.0,0.199999999999999,-4.538,-4.186125,1.85252353846153,0.271291342307692,0.0819801153846153,6.66187338461538e-05,1920.0
16.0,31.0,0.199999999999999,-4.37,-4.2845,1.86426007692307,0.282941796153846,0.0873465769230769,6.40940715384615e-05,1919.0
16.2,33.0,0.199999999999999,-4.628,-4.97525,1.67222796153846,0.256937234615384,0.0923226923076923,5.04568338461538e-05,1917.0
16.4,34.0,0.200000000000003,-4.614,-5.180125,1.82179246153846,0.242362742307692,0.090559,6.71373023076923e-05,1916.0
16.6,35.0,0.199999999999999,-4.126,-4.88171428571429,2.02575423076923,0.225232249999999,0.0898947692307692,8.82832738461538e-05,1915.0
16.8,36.0,0.199999999999999,-3.952,-4.316125,1.79511669230769,0.244358434615384,0.0936652692307692,0.0001100423199999,1914.0
17.0,37.0,0.199999999999999,-4.144,-4.2488375,1.80934392307692,0.254819888461538,0.0905582307692307,0.0001285400780769,1913.0
17.2,38.0,0.199999999999999,-4.199,-4.261125,2.11915784615384,0.296046896153846,0.0897100384615384,5.98776642307692e-05,1912.0
17.4,40.0,0.200000000000003,-4.407,-4.83925,1.57087838461538,0.290925042307692,0.0909731923076923,4.42580215384615e-05,1910.0
17.6,41.0,0.199999999999999,-4.24,-4.72575,1.93717569230769,0.237873365384615,0.0955736153846153,5.00758426923076e-05,1909.0
17.8,42.0,0.199999999999999,-4.418,-5.027875,1.69018161538461,0.30147553076923,0.0811827692307692,4.36963846153846e-05,1908.0
18.0,43.0,0.199999999999999,-4.467,-4.662125,1.85840614814814,0.282265259259259,0.0932514814814814,4.55927133333333e-05,1907.0
18.2,44.0,0.199999999999999,-4.508,-4.8015,1.73391534615384,0.225327426923076,0.0986442307692307,4.7028858076923e-05,1906.0
18.4,45.0,0.200000000000003,-4.971,-4.477,1.89831538461538,0.285291569230769,0.0907030769230769,3.77247019230769e-05,1905.0
18.6,47.0,0.199999999999999,-4.848,-4.37275,2.02029984615384,0.240880223076923,0.0998375,4.02487826923076e-05,1903.0
18.8,48.0,0.199999999999999,-4.522,-4.2697,1.61301769230769,0.253736711538461,0.0927674615384615,3.95602392307692e-05,1902.0
19.0,49.0,0.199999999999999,-4.488,-4.163625,1.95813511538461,0.319712038461538,0.0827937307692307,4.35495057692307e-05,1901.0
19.2,50.0,0.199999999999999,-4.442,-4.330825,2.06441665384615,0.372193219230769,0.0651093846153846,4.3588653076923e-05,1900.0
19.4,51.0,0.200000000000003,-3.859,-4.599,1.89398611538461,0.353984773076923,0.0866006153846154,4.1814425e-05,1899.0
19.6,52.0,0.199999999999999,-4.25,-5.2291,1.9558233076923,0.28918228076923,0.0989053076923077,4.36277376923077e-05,1898.0
19.8,54.0,0.199999999999999,-4.494,-5.1005,1.77138753846153,0.315689284615384,0.0790492307692307,4.02017111538461e-05,1896.0
20.0,55.0,0.489552239999998,-4.508,-4.71355555555556,2.0985714375,0.239111875,0.102574375,4.965601734375e-05,1895.0
20.48955224,58.0,0.489552240000002,-4.608,-4.7513375,1.60976764062499,0.35963165625,0.095141109375,4.952310953125e-05,1892.0
20.97910448,61.0,0.489552239999998,-4.289,-4.5163125,1.51828407936507,0.290766341269841,0.107222396825396,0.0001661508360317,1889.0
21.46865672,64.0,0.489552240000002,-4.38,-5.2786875,1.7397473125,0.2317649325,0.102458265625,5.410428765625e-05,1886.0
21.95820896,67.0,0.489552230000001,-4.29,-5.688775,1.73926499999999,0.4814769125,0.09490665625,5.75576787499999e-05,1883.0
22.44776119,69.0,0.489552239999998,-4.356,-5.718375,1.804027796875,0.4241343671875,0.099884703125,5.361043203125e-05,1881.0
22.93731343,72.0,0.489552240000002,-4.797,-5.7044,1.9620444375,0.17687097921875,0.091606671875,6.369510125e-05,1878.0
23.42686567,75.0,0.489552239999998,-4.569,-5.8885,1.88658834920634,0.177456856031746,0.0984400952380952,7.58907941269841e-05,1875.0
23.91641791,78.0,0.489552240000002,-4.258,-4.703125,1.890862671875,0.1442601384375,0.094536375,8.716885484375e-05,1872.0
24.40597015,81.0,0.489552239999998,-4.399,-3.8632,1.7779796875,0.199768639062499,0.0931868125,5.222316671875e-05,1869.0
24.89552239,84.0,0.489552239999998,-4.386,-4.245375,1.888099375,0.17805674578125,0.1078843125,4.1803985e-05,1866.0
25.38507463,86.0,0.489552240000002,-3.901,-3.640075,1.96019725396825,0.278086187301587,0.0977594444444444,4.36773212698412e-05,1864.0
25.87462687,89.0,0.489552230000001,-4.234,-4.475625,1.41361093125,0.281641603125,0.09954465625,5.4036556875e-05,1861.0
26.3641791,92.0,0.489552239999998,-4.084,-4.5835,1.6051425859375,0.3238470046875,0.096583046875,9.013986171875e-05,1858.0
26.85373134,95.0,0.489552240000002,-4.286,-4.317825,1.847220375,0.298810496875,0.07652971875,4.22098821875e-05,1855.0
27.34328358,98.0,0.489552239999998,-4.216,-4.405675,1.77867339062499,0.293835440625,0.09244303125,7.48334615624999e-05,1852.0
27.83283582,101.0,0.489552240000002,-4.38,-4.25195,1.74380484126984,0.28726722063492,0.0954602380952381,5.68022209523809e-05,1849.0
28.32238806,104.0,0.489552239999998,-4.219,-3.843375,1.692438515625,0.296817959375,0.09190175,5.193461875e-05,1846.0
28.8119403,107.0,0.489552240000002,-3.939,-3.595975,1.81459617187499,0.282608271875,0.090033125,4.16706803125e-05,1843.0
29.30149254,109.0,0.489552239999998,-3.454,-4.14575,1.993169890625,0.277272440625,0.088847609375,5.275073828125e-05,1841.0
29.79104478,112.0,0.489552230000001,-4.203,-4.72325,1.6055434375,0.293101771875,0.08204459375,5.363173890625e-05,1838.0
30.28059701,115.0,0.489552239999998,-4.331,-5.432875,1.51041096825396,0.350971123809523,0.0755794603174603,5.3558925079365e-05,1835.0
30.77014925,118.0,0.489552240000002,-4.543,-5.3811325,1.760491546875,0.3397253265625,0.083218546875,9.25897590625e-05,1832.0
31.25970149,121.0,0.489552239999998,-4.188,-4.765,1.75831548437499,0.310433309375,0.0757488437499999,5.38623931249999e-05,1829.0
31.74925373,124.0,0.489552240000002,-4.061,-4.73825,1.618705453125,0.309785293749999,0.07800884375,9.95418134375e-05,1826.0
32.23880597,127.0,0.489552240000002,-4.396,-5.1585,1.70407122222222,0.28644925079365,0.0791617619047619,4.11828915873015e-05,1823.0
32.72835821,130.0,0.489552239999995,-4.838,-5.51425,1.537956234375,0.328568565625,0.07413115625,3.80852215625e-05,1820.0
33.21791045,132.0,0.489552240000002,-5.06,-6.993375,1.57870690624999,0.366201034375,0.076772234375,4.008053109375e-05,1818.0
33.70746269,135.0,0.489552240000002,-5.026,-6.69075,1.3285957328125,0.2737041203125,0.09106321875,0.0003162171351562,1815.0
34.19701493,138.0,0.489552230000001,-4.854,-5.377,1.522262984375,0.2578198046875,0.0814737031249999,0.0002216250920312,1812.0
34.68656716,141.0,0.489552239999995,-5.088,-6.1623375,1.34670173015872,0.263792919047619,0.0839246984126984,7.80981753968253e-05,1809.0
35.1761194,144.0,0.489552240000002,-4.729,-6.8175,1.1831937203125,0.256058773437499,0.083007921875,3.26802774999999e-05,1806.0
35.66567164,146.0,0.489552240000002,-5.422,-7.980875,0.940176121875,0.3147176578125,0.109013171875,5.65884359375e-05,1804.0
36.15522388,149.0,0.489552240000002,-5.334,-8.1178125,1.049995646875,0.27307676140625,0.098124859375,4.425095328125e-05,1801.0
36.64477612,152.0,0.489552239999995,-5.144,-7.87825,1.07385782063492,0.353365777777777,0.0948370952380952,3.14163026984126e-05,1798.0
37.13432836,155.0,0.489552240000002,-5.203,-7.540125,1.1392152640625,0.4558940546875,0.093582375,3.92630903125e-05,1795.0
37.6238806,158.0,0.489552240000002,-4.974,-7.178625,1.2040653484375,0.3751854453125,0.08304559375,5.684227046875e-05,1792.0
38.11343284,161.0,0.489552230000001,-4.876,-6.8856075,1.59905801562499,0.2987810890625,0.078794125,4.98093021875e-05,1789.0
38.60298507,164.0,0.489552239999995,-4.565,-5.9138075,1.51410475,0.266955334374999,0.07681190625,4.60466592187499e-05,1786.0
39.09253731,167.0,0.489552240000002,-4.397,-5.443535,1.44765836507936,0.268645839682539,0.0730070634920634,5.84148711111111e-05,1783.0
39.58208955,170.0,0.489552240000002,-4.83,-5.438625,1.4225645625,0.3208115765625,0.071211609375,4.12321559375e-05,1780.0
40.07164179,173.0,0.489552240000002,-4.575,-5.723375,1.382571625,0.2911210296875,0.0768715,3.68065071875e-05,1777.0
40.56119403,176.0,0.489552239999995,-4.513,-6.005275,1.578799375,0.271140396875,0.079998796875,3.5359915625e-05,1774.0
41.05074627,178.0,0.489552240000002,-5.505,-6.06725,1.663137015625,0.275204698437499,0.084505578125,3.707012515625e-05,1772.0
41.54029851,181.0,0.489552240000002,-4.504,-5.3405,1.6694636031746,0.283402949206349,0.0805631587301587,4.26834357142857e-05,1769.0
42.02985075,184.0,0.489552240000002,-4.311,-4.5644375,1.57088889062499,0.3066264609375,0.077111203125,3.764250375e-05,1766.0
42.51940299,187.0,0.489552229999994,-4.282,-4.14825,1.605447671875,0.271277539375,0.07837259375,4.120068703125e-05,1763.0
43.00895522,190.0,0.489552240000002,-4.081,-4.418375,1.473741140625,0.3486968390625,0.07523759375,4.014033e-05,1760.0
43.49850746,193.0,0.489552240000002,-4.319,-4.909585,1.51314515873015,0.268349691428571,0.0809189365079365,3.73202888888888e-05,1757.0
43.9880597,195.0,0.489552240000002,-4.512,-4.816025,1.59067542187499,0.313000129687499,0.074657203125,3.95314657812499e-05,1755.0
44.47761194,198.0,0.489552239999995,-4.364,-4.48125,1.57181184375,0.3341130609375,0.0716165,3.795235859375e-05,1752.0
44.96716418,201.0,0.489552240000002,-4.076,-4.78609,1.693427578125,0.2931544875,0.07847484375,3.89414246875e-05,1749.0
45.45671642,204.0,0.489552240000002,-3.92,-4.346875,1.7930091875,0.285720246875,0.0819390312499999,3.68837662499999e-05,1746.0
45.94626866,207.0,0.489552240000002,-4.11,-4.1902,1.72318392063492,0.265303065079365,0.0786992539682539,3.86075839682539e-05,1743.0
46.4358209,210.0,0.489552229999994,-4.319,-4.48401666666667,1.720768921875,0.26032355625,0.075101203125,3.862423953125e-05,1740.0
46.92537313,213.0,0.489552240000002,-4.098,-4.534125,1.576438921875,0.4352272765625,0.073830078125,4.452924140625e-05,1737.0
47.41492537,216.0,0.489552240000002,-3.857,-4.9715,1.445631428125,0.4466077171875,0.088967203125,8.717826828125e-05,1734.0
47.90447761,219.0,0.489552240000002,-3.83,-5.880625,1.474780328125,0.310269307812499,0.07730184375,6.195191921875e-05,1731.0
48.39402985,222.0,0.489552239999995,-4.198,-5.3965,1.33218212698412,0.309890477777777,0.0754485873015873,7.63466214285714e-05,1728.0
48.88358209,224.0,0.489552240000002,-4.397,-5.7233125,1.3894716015625,0.294837334375,0.075171203125,6.6979439375e-05,1726.0
49.37313433,227.0,0.489552240000002,-4.503,-6.135875,1.3208487234375,0.371122053124999,0.0873018906249999,3.65983487499999e-05,1723.0
49.86268657,230.0,0.489552240000002,-4.338,-5.372625,1.2418611,0.4993640734375,0.093713203125,3.877136453125e-05,1720.0
50.35223881,233.0,0.489552229999994,-4.058,-5.221875,2.61646768253968,0.905515812698412,0.0881807619047619,4.97403639682539e-05,1717.0
50.84179104,236.0,0.489552240000002,-3.938,-4.87575,1.578015828125,0.403168140625,0.0820079374999999,6.753396890625e-05,1714.0
51.33134328,238.0,0.489552240000002,-3.803,-4.34525,1.55496046875,0.4079426109375,0.092065234375,4.16406376562499e-05,1712.0
51.82089552,241.0,0.489552240000002,-3.829,-4.672325,1.401929671875,0.2918550515625,0.080364609375,3.989819296875e-05,1709.0
52.31044776,244.0,0.489552239999995,-3.859,-4.5748125,1.61420521875,0.419876365624999,0.07782453125,4.280141203125e-05,1706.0
52.8,247.0,0.489552240000002,-3.686,-4.872625,1.31504046031746,0.372887798412698,0.0829923809523809,0.0001653811349206,1703.0
53.28955224,250.0,0.489552240000002,-4.153,-6.21531,1.202369734375,0.400741603125,0.0998887968749999,6.485962828125e-05,1700.0
53.77910448,253.0,0.489552240000002,-4.399,-6.09225,1.28235406875,0.4607006453125,0.10776971875,0.0001454420203125,1697.0
54.26865672,256.0,0.489552239999995,-4.186,-5.4237125,1.2682539328125,0.5353419640625,0.112562265625,0.000179009599375,1694.0
54.75820896,259.0,0.489552230000001,-3.871,-4.85175,1.40340486507936,0.463226904761904,0.116836015873015,0.0001287972441269,1691.0
55.24776119,262.0,0.489552240000002,-4.447,-5.523375,1.4784042421875,0.22940668015625,0.109740390624999,0.0005948211617187,1688.0
55.73731343,265.0,0.489552240000002,-4.661,-6.565875,1.5883440078125,0.3035499234375,0.099118828125,0.0001536197479687,1685.0
56.22686567,267.0,0.489552239999995,-5.015,-6.946265,1.554721859375,0.36712774375,0.08062778125,3.649146546875e-05,1683.0
56.71641791,270.0,0.489552240000002,-4.961,-7.73276,1.520454140625,0.375450740625,0.073211921875,3.227147015625e-05,1680.0
57.20597015,273.0,0.489552240000002,-5.541,-8.070235,1.29459612698412,0.389710861904761,0.082146126984127,0.0001505044506349,1677.0
57.69552239,276.0,0.489552240000002,-5.093,-8.15025,1.543791921875,0.4081364921875,0.06439915625,4.31848859374999e-05,1674.0
58.18507463,279.0,0.489552239999995,-5.811,-8.258665,1.4069834671875,0.4311046328125,0.093116734375,4.73805296874999e-05,1671.0
58.67462687,282.0,0.489552230000001,-5.135,-8.322405,1.342809009375,0.4503422390625,0.11037475,0.0001650983807812,1668.0
59.1641791,285.0,0.489552240000002,-4.791,-8.20975,2.1788791984375,0.5966397125,0.1084003125,0.0002022810520312,1665.0
59.65373134,288.0,0.489552240000002,-4.957,-7.8537375,1.32081442698412,0.339681171428571,0.114268952380952,0.0001852945523809,1662.0
60.14328358,290.0,0.489552239999995,-4.677,-7.498875,1.2384581859375,0.31000540625,0.11090340625,0.0004408273201562,1660.0
60.63283582,293.0,0.489552240000002,-5.072,-7.4465175,1.25924809375,0.336656334375,0.110681203124999,0.00023966352875,1657.0
61.12238806,296.0,0.489552240000002,-4.767,-6.745375,1.296795734375,0.455400210937499,0.11015484375,6.50695515625e-05,1654.0
61.6119403,299.0,0.489552240000002,-4.434,-5.298125,1.02819128253968,0.291127776349206,0.111313539682539,0.0007101859973015,1651.0
62.10149254,302.0,0.489552239999995,-4.68,-5.4096625,1.134168909375,0.363911684375,0.09282121875,0.0002181411084375,1648.0
62.59104478,305.0,0.489552230000001,-4.682,-5.9875,1.2466016203125,0.45404815,0.0777710937499999,3.41783673437499e-05,1645.0
63.08059701,308.0,0.489552240000002,-4.771,-6.28975,1.45834839062499,0.5124989828125,0.0735069218749999,3.73812046874999e-05,1642.0
63.57014925,310.0,0.489552239999995,-4.152,-6.12325,1.315653875,0.394893459375,0.081116296875,4.999635484375e-05,1640.0
64.05970149,313.0,0.489552240000009,-4.912,-6.851,0.89973302063492,0.363086563492063,0.105632539682539,9.6322733015873e-05,1637.0
64.54925373,316.0,0.489552239999995,-5.52,-8.219125,1.069917978125,0.4037800625,0.0855540625,3.0948856875e-05,1634.0
65.03880597,319.0,0.489552239999995,-4.686,-6.97124,1.1034482125,0.4046120875,0.108006234375,5.965812234375e-05,1631.0
65.52835821,322.0,0.489552240000009,-4.474,-6.929125,1.0870806328125,0.4859756234375,0.102853890625,4.73726778125e-05,1628.0
66.01791045,325.0,0.489552239999995,-4.878,-7.8839375,1.21862195714285,0.315604986984127,0.0995171587301587,0.0001511030544444,1625.0
66.50746269,328.0,0.489552240000009,-5.673,-8.599375,1.56047059374999,0.5392579984375,0.105084468749999,5.03626937499999e-05,1622.0
66.99701493,331.0,0.489552230000001,-5.012,-7.864625,1.978855859375,0.664545531249999,0.111773390625,5.01194646875e-05,1619.0
67.48656716,333.0,0.489552239999995,-5.235,-7.45875,1.49386981249999,0.383605690625,0.113218953125,4.928186984375e-05,1617.0
67.9761194,336.0,0.489552239999995,-4.987,-6.9595,1.327751796875,0.418459849999999,0.10048275,0.0001173243054687,1614.0
68.46567164,339.0,0.489552240000009,-4.729,-6.699625,1.63348479365079,0.291059577777777,0.0727201111111111,4.36163626984126e-05,1611.0
68.95522388,342.0,0.489552239999995,-4.755,-6.740315,1.4199783046875,0.314513048437499,0.0838485625,3.866244578125e-05,1608.0
69.44477612,345.0,0.489552239999995,-4.497,-6.30725,1.3963117171875,0.4218268359375,0.103152187499999,3.755053109375e-05,1605.0
69.93432836,348.0,0.489552240000009,-4.286,-5.69,1.193902171875,0.441323337499999,0.119128703125,0.000105992845,1602.0
70.4238806,351.0,0.489552239999995,-4.307,-5.67479166666667,1.186882915625,0.362267053125,0.115061203125,0.0003159641735937,1599.0
70.91343284,353.0,0.489552230000001,-4.262,-6.036625,1.43971134920634,0.259344114285714,0.105685857142857,0.0001371709780952,1597.0
71.40298507,356.0,0.489552239999995,-4.303,-6.138625,1.290765671875,0.261420662499999,0.0982496093749999,0.000131881321875,1594.0
71.89253731,359.0,0.489552240000009,-4.638,-5.78575,1.43371878125,0.3188126,0.077133796875,0.0001154918657812,1591.0
72.38208955,362.0,0.489552239999995,-4.848,-5.8155,1.2928339703125,0.231315905,0.10445253125,0.0004611857804687,1588.0
72.87164179,365.0,0.489552239999995,-4.881,-6.684955,1.34174695714285,0.475493619047619,0.115200142857142,0.0001832267385714,1585.0
