sample_id,age_BP,d18O_measurement,d13C_measurement,Mg_Ca_measurement,Sr_Ca_measurement,U_Ca_measurement,P_Ca_measurement,Ba_Ca_measurement,year_CE
359715,600.5975205,-9.22,,,,,,,1349.4024795
359714,599.5788404,-9.37,,,,,,,1350.4211596
359713,598.2867836,-9.29,,,,,,,1351.7132164
359712,597.0382689,-9.28,,,,,,,1352.9617311
359711,595.9152411,-9.19,,,,,,,1354.0847589
359710,594.7398969,-9.3,,,,,,,1355.2601031
359709,593.4009398,-9.38,,,,,,,1356.5990602000002
359708,592.2141059,-9.57,,,,,,,1357.7858941
359707,591.1127869,-10.11,,,,,,,1358.8872131
359706,589.9891958,-10.16,,,,,,,1360.0108042000002
359705,588.9260602,-9.34,,,,,,,1361.0739398
359704,587.6948044,-9.69,,,,,,,1362.3051956
359703,586.4187599,-9.87,,,,,,,1363.5812400999998
359702,585.171377,-10.09,,,,,,,1364.8286229999999
359701,584.1535852,-10.21,,,,,,,1365.8464148
359700,583.0371711,-10.06,,,,,,,1366.9628289
359699,581.8594277,-9.74,,,,,,,1368.1405723
359698,580.5136151,-9.59,,,,,,,1369.4863848999998
359697,579.3918066,-9.14,,,,,,,1370.6081934
359696,578.2855013,-9.08,,,,,,,1371.7144987000001
359695,577.0976646,-9.17,,,,,,,1372.9023354
359694,575.9532928,-9.1,,,,,,,1374.0467072000001
359693,574.6070972,-9.29,,,,,,,1375.3929028
359692,573.5049225,-9.13,,,,,,,1376.4950775
359691,572.3553059,-9.27,,,,,,,1377.6446941
359690,571.1872797,-9.24,,,,,,,1378.8127203
359689,570.0574626,-9.1,,,,,,,1379.9425374
359688,568.9132206,-9.43,,,,,,,1381.0867794
359687,567.8445552,-9.37,,,,,,,1382.1554448000002
359686,566.742419,-9.45,,,,,,,1383.2575809999998
359685,565.4780517,-9.23,,,,,,,1384.5219483
359684,564.2470042,-9.4,,,,,,,1385.7529958
359683,563.0415578,-9.13,,,,,,,1386.9584422
359682,561.8317835,-9.27,,,,,,,1388.1682165
359681,560.6958119,-8.89,,,,,,,1389.3041881
